0.15,100,1,100.0,5.464466552572603
0.15,100,1,99.37004106718665,5.74920675565216
0.15,100,1,99.83502594422004,5.538019557145958
0.15,100,1,99.72624257697653,5.5869133363828
0.15,100,1,99.97058408734624,5.477528953206381
0.15,100,1,99.71396685698748,5.592450436717186
0.15,100,1,98.90239813660713,5.967408557488518
0.15,100,1,98.04297707017811,6.383739448857895
0.15,100,1,97.4017363713028,6.707415001185396
0.15,100,1,97.62444004498903,6.593733442452283
0.15,100,1,97.34263412697926,6.737811557305555
0.15,100,1,96.37951079203953,7.246617018136597
0.15,100,1,96.88524815186102,6.976275234931315
0.15,100,1,98.1023124048254,6.354353980933709
0.15,100,1,97.6651842714161,6.573081367074479
0.15,100,1,98.25101135700194,6.281130862574798
0.15,100,1,97.3385151861347,6.739933501881495
0.15,100,1,96.88036412910468,6.978852465047083
0.15,100,1,97.6073241863842,6.60242246500647
0.15,100,1,97.10061081185518,6.863280607899881
0.15,100,1,96.3409878114283,7.267497021760136
0.15,100,1,96.66106049334215,7.095249384585308
0.15,100,1,96.79374677351137,7.024667767204491
0.15,100,1,96.14051399988102,7.376814357341388
0.15,100,1,96.5806797791431,7.138242143338324
0.15,100,1,96.6713650544575,7.089750655911807
0.15,100,1,95.8278919797209,7.5494882324219645
0.15,100,1,96.86649026807527,6.98617706997841
0.15,100,1,97.01481609668164,6.908142531981618
0.15,100,1,98.26757771857903,6.273010232347893
0.15,100,1,97.85117818063046,6.479380288528326
0.15,100,1,98.06555053186531,6.372548825935887
0.15,100,1,98.06139047905121,6.374610101888663
0.15,100,1,99.03178575831492,5.9064510778990496
0.15,100,1,99.51517033621214,5.6826758515653
0.15,100,1,98.60147816969273,6.110917304039546
0.15,100,1,99.64601779536619,5.623171797023211
0.15,100,1,99.32300692849917,5.770888675736224
0.15,100,1,99.70281555326724,5.59748381444291
0.15,100,1,100.59719128100907,5.204186241054785
0.15,100,1,100.08004761855426,5.429036007670248
0.15,100,1,99.9094976087176,5.504727793861214
0.15,100,1,99.91946440506929,5.500283347378378
0.15,100,1,100.96378372395202,5.049012019106996
0.15,100,1,100.4281788577673,5.276902579443686
0.15,100,1,99.27757330415328,5.791888773310575
0.15,100,1,99.20428529953097,5.825879637905089
0.15,100,1,99.81131819083376,5.548648586041317
0.15,100,1,100.72507539160534,5.149658920258652
0.15,100,1,100.53467171188468,5.230998099319038
0.15,100,1,100.52431153118238,5.235450947283383
0.15,100,1,99.15326301311336,5.8496283754491785
0.15,100,1,100.46105483443688,5.262699607448823
0.15,100,1,100.72718203982495,5.148764240214362
0.15,100,1,101.07723825867647,5.001691774977928
0.15,100,1,100.06731097417281,5.434662204217034
0.15,100,1,100.62943445573433,5.190398320052402
0.15,100,1,100.42143473061205,5.279819641857934
0.15,100,1,100.08947713389375,5.424873426767199
0.15,100,1,100.92768059922945,5.064139697476804
0.15,100,1,100.30906401684474,5.328598608750312
0.15,100,1,99.65785773972942,5.617809881274653
0.15,100,1,99.13659735493265,5.85740061330722
0.15,100,1,99.95482633566233,5.484535700640137
0.15,100,1,101.34274645996376,4.892244600562719
0.15,100,1,100.99830571386038,5.0345782982705884
0.15,100,1,102.33564486736178,4.498819115300762
0.15,100,1,103.21803603200021,4.1697816750818575
0.15,100,1,103.6302837189686,4.022550534677627
0.15,100,1,102.56638232249837,4.410929024322151
0.15,100,1,102.71997745491883,4.353153054123787
