Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DD,DIS,DJI,DOW,GE,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM,intercept
2020-02-04,79.7125015258789,221.80999755859375,131.85000610351562,317.94000244140625,133.50999450683594,188.33999633789062,47.619998931884766,106.8499984741211,52.70000076293945,144.72999572753906,28807.599609375,48.04999923706055,100.63999938964844,241.94000244140625,235.0,175.2100067138672,142.55258178710938,65.45999908447266,151.60000610351562,135.2899932861328,58.84000015258789,214.6199951171875,157.24000549316406,84.31298065185547,180.1199951171875,101.37999725341797,35.75901412963867,125.66000366210938,96.28697204589844,132.5800018310547,280.8399963378906,203.55999755859375,58.290000915527344,52.34000015258789,115.2699966430664,59.970001220703125,1
2020-02-05,80.36250305175781,231.94000244140625,133.60000610351562,329.54998779296875,137.44000244140625,185.49000549316406,48.45000076293945,110.27999877929688,54.08000183105469,141.3699951171875,29290.900390625,49.61000061035156,102.87999725341797,244.3000030517578,238.11000061035156,176.89999389648438,149.45506286621094,67.33999633789062,153.99000549316406,137.58999633789062,58.849998474121094,214.3699951171875,162.3300018310547,81.89885711669922,179.89999389648438,100.54000091552734,36.214420318603516,126.80999755859375,97.94210052490234,136.77999877929688,295.7300109863281,202.80999755859375,59.130001068115234,52.97999954223633,116.80999755859375,62.72999954223633,1
2020-02-06,81.30249786376953,231.4499969482422,133.25,341.42999267578125,137.25,186.72999572753906,48.689998626708984,109.48999786376953,53.810001373291016,142.6999969482422,29379.80078125,49.20000076293945,103.5999984741211,241.82000732421875,238.83999633789062,176.35000610351562,149.86614990234375,67.08999633789062,153.52999877929688,137.61000061035156,58.9900016784668,212.8699951171875,162.88999938964844,81.75572204589844,183.6300048828125,100.2699966430664,36.299808502197266,127.13999938964844,98.30081939697266,136.5,292.4599914550781,203.0399932861328,59.439998626708984,53.4900016784668,116.30999755859375,61.880001068115234,1
2020-02-07,80.00749969482422,229.3300018310547,131.82000732421875,336.75,133.3699951171875,185.72000122070312,47.970001220703125,108.94000244140625,52.54999923706055,141.02000427246094,29102.5,48.029998779296875,102.63999938964844,238.0,237.3000030517578,175.27999877929688,146.66348266601562,66.0199966430664,151.88999938964844,137.1699981689453,59.189998626708984,211.61000061035156,160.0800018310547,81.1832046508789,183.88999938964844,99.44000244140625,36.10057067871094,126.08000183105469,98.69729614257812,136.00999450683594,289.2200012207031,202.74000549316406,59.939998626708984,53.2400016784668,116.44999694824219,61.470001220703125,1
2020-02-10,80.38749694824219,227.4199981689453,132.24000549316406,344.6700134277344,134.32000732421875,189.1199951171875,48.869998931884766,109.79000091552734,51.779998779296875,142.58999633789062,29276.80078125,48.189998626708984,103.27999877929688,237.36000061035156,240.61000061035156,176.9499969482422,147.6386260986328,66.38999938964844,151.86000061035156,137.74000549316406,59.75,213.2100067138672,160.14999389648438,81.73664093017578,188.6999969482422,100.0199966430664,35.87286376953125,126.16999816894531,98.52108001708984,136.22000122070312,287.0299987792969,205.99000549316406,60.2400016784668,53.41999816894531,115.25,59.959999084472656,1
2020-02-11,79.90249633789062,228.9600067138672,132.6300048828125,344.4200134277344,136.19000244140625,189.11000061035156,49.130001068115234,111.20999908447266,52.689998626708984,141.00999450683594,29276.30078125,48.790000915527344,102.80000305175781,236.4600067138672,241.63999938964844,179.14999389648438,146.73040771484375,67.41000366210938,151.99000549316406,138.0,59.59000015258789,215.72999572753906,162.4499969482422,81.34542083740234,184.44000244140625,100.0199966430664,36.138519287109375,124.16000366210938,97.70295715332031,137.3800048828125,290.7900085449219,203.94000244140625,58.689998626708984,52.9900016784668,115.4000015258789,60.529998779296875,1
2020-02-12,81.80000305175781,227.0,133.24000549316406,347.45001220703125,139.58999633789062,189.4600067138672,49.93000030517578,112.04000091552734,53.54999923706055,141.85000610351562,29551.400390625,49.380001068115234,105.27999877929688,238.64999389648438,241.58999633789062,181.17999267578125,148.47991943359375,67.45999908447266,151.08999633789062,138.0,59.40999984741211,217.4600067138672,163.8000030517578,79.43701934814453,184.7100067138672,103.0,35.806453704833984,123.44999694824219,97.65890502929688,135.7100067138672,303.4800109863281,207.44000244140625,58.22999954223633,54.470001220703125,115.8499984741211,61.27000045776367,1
2020-02-13,81.21749877929688,223.0399932861328,134.4600067138672,342.82000732421875,139.72000122070312,188.63999938964844,47.31999969482422,111.66000366210938,53.27000045776367,140.89999389648438,29423.30078125,48.29999923706055,103.5199966430664,238.35000610351562,242.36000061035156,180.1199951171875,147.52389526367188,67.44000244140625,150.08999633789062,137.8800048828125,59.61000061035156,217.4199981689453,159.75999450683594,78.21565246582031,183.7100067138672,103.37000274658203,35.0379524230957,124.95999908447266,96.3247299194336,136.8800048828125,302.20001220703125,207.39999389648438,58.650001525878906,53.56999969482422,117.44000244140625,60.93000030517578,1
2020-02-14,81.23750305175781,223.47999572753906,135.8699951171875,340.489990234375,137.99000549316406,189.9499969482422,46.970001220703125,110.08000183105469,53.099998474121094,139.5399932861328,29398.099609375,48.630001068115234,102.63999938964844,237.0800018310547,245.02999877929688,180.80999755859375,144.07266235351562,67.2699966430664,150.1300048828125,137.4600067138672,59.95000076293945,217.08999633789062,161.00999450683594,78.864501953125,185.35000610351562,103.54000091552734,34.639469146728516,126.13999938964844,96.57646179199219,137.75999450683594,298.7799987792969,210.2899932861328,58.5099983215332,52.849998474121094,117.88999938964844,60.650001525878906,1
2020-02-18,79.75,221.69000244140625,135.60000610351562,338.8800048828125,136.5800018310547,191.08999633789062,46.59000015258789,110.23999786376953,53.439998626708984,139.13999938964844,29232.19921875,47.7400016784668,102.0,233.2100067138672,243.94000244140625,179.4199981689453,144.45506286621094,66.13999938964844,149.13999938964844,135.63999938964844,59.529998779296875,216.14999389648438,158.8800048828125,78.6832046508789,187.22999572753906,102.0,34.45920181274414,124.87000274658203,95.20452880859375,135.8800048828125,302.1400146484375,211.1999969482422,57.90999984741211,51.86000061035156,119.62999725341797,59.880001068115234,1
