None,date,ticker,adj_close
86,2017-11-20,FOX,29.9
87,2017-11-17,FOX,30.48
88,2017-11-16,FOX,28.6
89,2017-11-15,FOX,27.95
90,2017-11-14,FOX,27.31
91,2017-11-13,FOX,27.82
92,2017-11-10,FOX,28.07
93,2017-11-09,FOX,28.13
94,2017-11-07,FOX,27.04
95,2017-11-06,FOX,26.62
96,2017-11-03,FOX,24.43
97,2017-11-02,FOX,25.15
98,2017-11-01,FOX,25.38
99,2017-10-31,FOX,25.45
100,2017-10-30,FOX,25.75
101,2017-10-27,FOX,25.75
102,2017-10-26,FOX,25.7
103,2017-10-25,FOX,25.43
104,2017-10-24,FOX,25.56
105,2017-10-23,FOX,26.01
106,2017-10-20,FOX,26.84
107,2017-10-19,FOX,26.7
108,2017-10-18,FOX,26.59
109,2017-10-17,FOX,26.22
110,2017-10-16,FOX,26.1
111,2017-10-13,FOX,25.83
112,2017-10-12,FOX,25.49
113,2017-10-11,FOX,25.48
114,2017-10-10,FOX,26.15
115,2017-10-09,FOX,25.97
116,2017-10-06,FOX,26.47
117,2017-10-05,FOX,26.32
118,2017-10-04,FOX,26.46
119,2017-10-03,FOX,26.02
120,2017-10-02,FOX,26.05
121,2017-09-29,FOX,25.79
122,2017-09-28,FOX,26.01
123,2017-09-27,FOX,26.77
124,2017-09-26,FOX,26.42
125,2017-09-25,FOX,26.61
126,2017-09-22,FOX,26.43
127,2017-09-21,FOX,26.33
128,2017-09-20,FOX,26.38
129,2017-09-19,FOX,26.27
130,2017-09-18,FOX,26.03
131,2017-09-15,FOX,26.65
132,2017-09-14,FOX,26.0
133,2017-09-13,FOX,26.15
134,2017-09-12,FOX,25.46
135,2017-09-11,FOX,25.489789391576
136,2017-09-08,FOX,25.201825273011
137,2017-09-07,FOX,25.201825273011
138,2017-09-06,FOX,25.787683307332
139,2017-09-05,FOX,25.906840873635
140,2017-09-01,FOX,26.790592823713
141,2017-08-31,FOX,26.909750390016
142,2017-08-30,FOX,26.820382215289
143,2017-08-29,FOX,26.72108424337
144,2017-08-28,FOX,26.572137285491
145,2017-08-25,FOX,26.532418096724
146,2017-08-24,FOX,26.423190327613
147,2017-08-23,FOX,26.472839313573
148,2017-08-22,FOX,26.790592823713
149,2017-08-21,FOX,26.701224648986
150,2017-08-18,FOX,26.601926677067
151,2017-08-17,FOX,26.701224648986
152,2017-08-16,FOX,27.366521060842
153,2017-08-15,FOX,27.24736349454
154,2017-08-14,FOX,27.575046801872
155,2017-08-11,FOX,27.644555382215
156,2017-08-10,FOX,27.277152886115
157,2017-08-09,FOX,27.316872074883
158,2017-08-08,FOX,27.515468018721
159,2017-08-07,FOX,27.644555382215
160,2017-08-04,FOX,27.863010920437
161,2017-08-03,FOX,28.319781591264
162,2017-08-02,FOX,28.081466458658
163,2017-08-01,FOX,28.716973478939
164,2017-07-31,FOX,28.488588143526
165,2017-07-28,FOX,28.707043681747
166,2017-07-27,FOX,29.014867394696
167,2017-07-26,FOX,27.72399375975
168,2017-07-25,FOX,27.515468018721
169,2017-07-24,FOX,27.306942277691
170,2017-07-21,FOX,27.455889235569
171,2017-07-20,FOX,27.416170046802
172,2017-07-19,FOX,27.267223088924
173,2017-07-18,FOX,27.009048361934
174,2017-07-17,FOX,27.03883775351
175,2017-07-14,FOX,27.346661466459
176,2017-07-13,FOX,27.207644305772
177,2017-07-12,FOX,28.111255850234
178,2017-07-11,FOX,27.525397815913
179,2017-07-10,FOX,27.644555382215
180,2017-07-07,FOX,27.366521060842
181,2017-07-06,FOX,27.326801872075
182,2017-07-05,FOX,27.743853354134
183,2017-07-03,FOX,27.93251950078
184,2017-06-30,FOX,27.674344773791
185,2017-06-29,FOX,27.545257410296
186,2017-06-28,FOX,27.575046801872
187,2017-06-27,FOX,27.028907956318
188,2017-06-26,FOX,27.426099843994
189,2017-06-23,FOX,26.740943837754
190,2017-06-22,FOX,26.443049921997
191,2017-06-21,FOX,26.67143525741
192,2017-06-20,FOX,26.552277691108
193,2017-06-19,FOX,27.237433697348
194,2017-06-16,FOX,26.929609984399
195,2017-06-15,FOX,27.217574102964
196,2017-06-14,FOX,26.939539781591
197,2017-06-13,FOX,27.465819032761
198,2017-06-12,FOX,27.972238689548
199,2017-06-09,FOX,27.505538221529
200,2017-06-08,FOX,26.810452418097
201,2017-06-07,FOX,26.999118564743
202,2017-06-06,FOX,27.018978159126
203,2017-06-05,FOX,27.167925117005
204,2017-06-02,FOX,27.40624024961
205,2017-06-01,FOX,27.336731669267
206,2017-05-31,FOX,26.711154446178
207,2017-05-30,FOX,26.770733229329
208,2017-05-26,FOX,26.760803432137
209,2017-05-25,FOX,27.03883775351
210,2017-05-24,FOX,26.482769110764
211,2017-05-23,FOX,26.343751950078
212,2017-05-22,FOX,26.810452418097
213,2017-05-19,FOX,26.830312012481
214,2017-05-18,FOX,26.591996879875
215,2017-05-17,FOX,26.582067082683
216,2017-05-16,FOX,26.919680187207
217,2017-05-15,FOX,27.475748829953
218,2017-05-12,FOX,27.704134165367
219,2017-05-11,FOX,28.121185647426
220,2017-05-10,FOX,27.485678627145
221,2017-05-09,FOX,27.763712948518
222,2017-05-08,FOX,27.833221528861
223,2017-05-05,FOX,28.379360374415
224,2017-05-04,FOX,28.29992199688
225,2017-05-03,FOX,28.150975039002
226,2017-05-02,FOX,29.640444617785
227,2017-05-01,FOX,29.481567862715
228,2017-04-28,FOX,29.650374414977
229,2017-04-27,FOX,29.71988299532
230,2017-04-26,FOX,29.839040561622
231,2017-04-25,FOX,29.680163806552
232,2017-04-24,FOX,29.541146645866
233,2017-04-21,FOX,30.007847113885
234,2017-04-20,FOX,30.335530421217
235,2017-04-19,FOX,29.600725429017
236,2017-04-18,FOX,29.839040561622
237,2017-04-17,FOX,29.948268330733
238,2017-04-13,FOX,29.650374414977
239,2017-04-12,FOX,29.928408736349
240,2017-04-11,FOX,30.256092043682
241,2017-04-10,FOX,30.385179407176
242,2017-04-07,FOX,30.325600624025
243,2017-04-06,FOX,30.335530421217
244,2017-04-05,FOX,30.61356474259
245,2017-04-04,FOX,30.990897035881
246,2017-04-03,FOX,31.348369734789
247,2017-03-31,FOX,31.556895475819
248,2017-03-30,FOX,31.447667706708
249,2017-03-29,FOX,31.288790951638
250,2017-03-28,FOX,31.596614664587
251,2017-03-27,FOX,31.030616224649
252,2017-03-24,FOX,30.663213728549
253,2017-03-23,FOX,30.534126365055
254,2017-03-22,FOX,30.206443057722
255,2017-03-21,FOX,29.87875975039
256,2017-03-20,FOX,29.87875975039
257,2017-03-17,FOX,30.057496099844
258,2017-03-16,FOX,29.987987519501
259,2017-03-15,FOX,30.107145085803
260,2017-03-14,FOX,29.709953198128
261,2017-03-13,FOX,29.739742589704
262,2017-03-10,FOX,29.571944506722
263,2017-03-09,FOX,29.868058770808
264,2017-03-08,FOX,29.591685457661
265,2017-03-07,FOX,29.720001638765
266,2017-03-06,FOX,29.80883591799
267,2017-03-03,FOX,29.562074031252
268,2017-03-02,FOX,29.325182619983
269,2017-03-01,FOX,29.473239752026
270,2017-02-28,FOX,28.96984550308
271,2017-02-27,FOX,29.621296884069
272,2017-02-24,FOX,29.838447344399
273,2017-02-23,FOX,29.6114264086
274,2017-02-22,FOX,29.759483540643
275,2017-02-21,FOX,29.670649261417
276,2017-02-17,FOX,29.532462604843
277,2017-02-16,FOX,29.690390212356
278,2017-02-15,FOX,29.937152099094
279,2017-02-14,FOX,29.631167359539
280,2017-02-13,FOX,29.098161684184
281,2017-02-10,FOX,29.265959767166
282,2017-02-09,FOX,29.325182619983
283,2017-02-08,FOX,29.433757850148
284,2017-02-07,FOX,29.769354016112
285,2017-02-06,FOX,30.322100642406
286,2017-02-03,FOX,30.687308234779
287,2017-02-02,FOX,30.756401563066
288,2017-02-01,FOX,30.835365366822
289,2017-01-31,FOX,30.608344431023
290,2017-01-30,FOX,30.578733004614
291,2017-01-27,FOX,30.45041682351
292,2017-01-26,FOX,30.193784461302
293,2017-01-25,FOX,29.414016899209
294,2017-01-24,FOX,29.404146423739
295,2017-01-23,FOX,29.127773110593
296,2017-01-20,FOX,29.167255012471
297,2017-01-19,FOX,28.831658846507
298,2017-01-18,FOX,29.137643586062
299,2017-01-17,FOX,28.871140748385
300,2017-01-13,FOX,28.871140748385
301,2017-01-12,FOX,28.703342665403
302,2017-01-11,FOX,29.058679782306
303,2017-01-10,FOX,28.54541505789
304,2017-01-09,FOX,28.397357925847
305,2017-01-06,FOX,28.476321729603
306,2017-01-05,FOX,27.972927480657
307,2017-01-04,FOX,27.884093201431
308,2017-01-03,FOX,27.637331314693
309,2016-12-30,FOX,26.897045654478
310,2016-12-29,FOX,27.124066590277
311,2016-12-28,FOX,27.301735148729
312,2016-12-27,FOX,27.47940370718
313,2016-12-23,FOX,27.341217050607
314,2016-12-22,FOX,27.390569427955
315,2016-12-21,FOX,27.380698952485
316,2016-12-20,FOX,27.232641820442
317,2016-12-19,FOX,27.27212372232
318,2016-12-16,FOX,27.370828477016
319,2016-12-15,FOX,27.035232311051
320,2016-12-14,FOX,27.232641820442
321,2016-12-13,FOX,26.551579013044
322,2016-12-12,FOX,25.850775254708
323,2016-12-09,FOX,27.558367510937
324,2016-12-08,FOX,28.111114137231
325,2016-12-07,FOX,27.587978937345
326,2016-12-06,FOX,27.015491360112
327,2016-12-05,FOX,27.173418967625
328,2016-12-02,FOX,27.015491360112
329,2016-12-01,FOX,27.716295118449
330,2016-11-30,FOX,27.69655416751
331,2016-11-29,FOX,27.992668431596
332,2016-11-28,FOX,27.824870348614
333,2016-11-25,FOX,27.893963676901
334,2016-11-23,FOX,27.91370462784
335,2016-11-22,FOX,27.775517971266
336,2016-11-21,FOX,27.370828477016
337,2016-11-18,FOX,27.331346575137
338,2016-11-17,FOX,27.449792280772
339,2016-11-16,FOX,27.133937065747
340,2016-11-15,FOX,27.045102786521
341,2016-11-14,FOX,26.976009458234
342,2016-11-11,FOX,26.65028376774
343,2016-11-10,FOX,26.808211375252
344,2016-11-09,FOX,26.976009458234
345,2016-11-08,FOX,26.729247571496
346,2016-11-07,FOX,26.837822801661
347,2016-11-04,FOX,26.344299028184
348,2016-11-03,FOX,27.173418967625
349,2016-11-02,FOX,25.416474334048
350,2016-11-01,FOX,25.850775254708
351,2016-10-31,FOX,26.048184764098
352,2016-10-28,FOX,25.900127632055
353,2016-10-27,FOX,25.900127632055
354,2016-10-26,FOX,26.176500945202
355,2016-10-25,FOX,25.37699243217
356,2016-10-24,FOX,25.337510530292
357,2016-10-21,FOX,25.574401941561
358,2016-10-20,FOX,25.031525790736
359,2016-10-19,FOX,24.992043888858
360,2016-10-18,FOX,24.74528200212
361,2016-10-17,FOX,24.468908688973
362,2016-10-14,FOX,24.53800201726
363,2016-10-13,FOX,24.439297262564
364,2016-10-12,FOX,24.439297262564
365,2016-10-11,FOX,24.508390590851
366,2016-10-10,FOX,24.686059149303
367,2016-10-07,FOX,24.360333458808
368,2016-10-06,FOX,24.582419156872
369,2016-10-05,FOX,24.686059149303
370,2016-10-04,FOX,24.824245805876
371,2016-10-03,FOX,24.843986756815
372,2016-09-30,FOX,24.419556311625
373,2016-09-29,FOX,24.301110605991
374,2016-09-28,FOX,24.567613443668
375,2016-09-27,FOX,24.478779164442
376,2016-09-26,FOX,23.995125866435
377,2016-09-23,FOX,24.172794424887
378,2016-09-22,FOX,24.419556311625
379,2016-09-21,FOX,23.985255390966
380,2016-09-20,FOX,23.926032538149
381,2016-09-19,FOX,23.975384915496
382,2016-09-16,FOX,23.965514440027
383,2016-09-15,FOX,24.004996341905
384,2016-09-14,FOX,23.876680160801
385,2016-09-13,FOX,23.88655063627
386,2016-09-12,FOX,24.340592507869
387,2016-09-09,FOX,23.635068087351
388,2016-09-08,FOX,24.536571513568
389,2016-09-07,FOX,24.06622189989
390,2016-09-06,FOX,24.213206154164
391,2016-09-02,FOX,24.252401955304
392,2016-09-01,FOX,24.252401955304
393,2016-08-31,FOX,24.350391458154
394,2016-08-30,FOX,24.350391458154
395,2016-08-29,FOX,24.546370463853
396,2016-08-26,FOX,24.497375712428
397,2016-08-25,FOX,24.595365215278
398,2016-08-24,FOX,24.830540022117
399,2016-08-23,FOX,24.938328475252
400,2016-08-22,FOX,25.193101182661
401,2016-08-19,FOX,25.291090685511
402,2016-08-18,FOX,25.300889635796
403,2016-08-17,FOX,25.66345079634
404,2016-08-16,FOX,25.60465709463
405,2016-08-15,FOX,25.771239249475
406,2016-08-12,FOX,26.035810907169
407,2016-08-11,FOX,26.104403559164
408,2016-08-10,FOX,25.653651846055
409,2016-08-09,FOX,25.653651846055
410,2016-08-08,FOX,25.70264659748
411,2016-08-05,FOX,25.908424553464
412,2016-08-04,FOX,25.68304869691
413,2016-08-03,FOX,26.868721681392
414,2016-08-02,FOX,26.496361570563
415,2016-08-01,FOX,26.594351073412
416,2016-07-29,FOX,26.486562620278
417,2016-07-28,FOX,26.525758421418
418,2016-07-27,FOX,26.878520631677
419,2016-07-26,FOX,26.849123780822
420,2016-07-25,FOX,26.898118532246
421,2016-07-22,FOX,27.211684941366
422,2016-07-21,FOX,27.162690189941
423,2016-07-20,FOX,27.24108179222
424,2016-07-19,FOX,27.878013560744
425,2016-07-18,FOX,28.005399914448
426,2016-07-15,FOX,28.015198864733
427,2016-07-14,FOX,28.044595715588
428,2016-07-13,FOX,27.838817759604
429,2016-07-12,FOX,27.5154524002
430,2016-07-11,FOX,27.525251350485
431,2016-07-08,FOX,27.43706079792
432,2016-07-07,FOX,26.711938476832
433,2016-07-06,FOX,26.574753172842
434,2016-07-05,FOX,26.339578366003
435,2016-07-01,FOX,26.956912233956
436,2016-06-30,FOX,26.702139526547
437,2016-06-29,FOX,26.525758421418
438,2016-06-28,FOX,26.084805658594
439,2016-06-27,FOX,25.732043448335
440,2016-06-24,FOX,26.221990962583
441,2016-06-23,FOX,28.397357925847
442,2016-06-22,FOX,28.093590467013
443,2016-06-21,FOX,28.015198864733
444,2016-06-20,FOX,28.358162124707
445,2016-06-17,FOX,28.122987317868
446,2016-06-16,FOX,28.436553726987
447,2016-06-15,FOX,28.387558975562
448,2016-06-14,FOX,28.397357925847
449,2016-06-13,FOX,28.495347428697
450,2016-06-10,FOX,28.407156876132
451,2016-06-09,FOX,28.818712788101
452,2016-06-08,FOX,29.09308339608
453,2016-06-07,FOX,29.083284445795
454,2016-06-06,FOX,29.13227919722
455,2016-06-03,FOX,29.004892843515
456,2016-06-02,FOX,29.259665550925
457,2016-06-01,FOX,29.102882346365
458,2016-05-31,FOX,28.652130633256
459,2016-05-27,FOX,28.671728533826
460,2016-05-26,FOX,28.387558975562
461,2016-05-25,FOX,28.612934832116
462,2016-05-24,FOX,28.260172621857
463,2016-05-23,FOX,27.868214610459
464,2016-05-20,FOX,27.887812511029
465,2016-05-19,FOX,27.682034555044
466,2016-05-18,FOX,27.907410411599
467,2016-05-17,FOX,28.250373671573
468,2016-05-16,FOX,28.544342180122
469,2016-05-13,FOX,28.652130633256
470,2016-05-12,FOX,28.759919086391
471,2016-05-11,FOX,28.99509389323
472,2016-05-10,FOX,29.416448755484
473,2016-05-09,FOX,28.808913837816
474,2016-05-06,FOX,28.926501241236
475,2016-05-05,FOX,29.220469749785
476,2016-05-04,FOX,28.985294942945
477,2016-05-03,FOX,29.09308339608
478,2016-05-02,FOX,29.632025661753
479,2016-04-29,FOX,29.514438258334
480,2016-04-28,FOX,29.955391021158
481,2016-04-27,FOX,30.161168977142
482,2016-04-26,FOX,30.249359529707
483,2016-04-25,FOX,30.308153231416
484,2016-04-22,FOX,30.131772126287
485,2016-04-21,FOX,29.485041407479
486,2016-04-20,FOX,29.367454004059
487,2016-04-19,FOX,29.436046656054
488,2016-04-18,FOX,29.475242457194
489,2016-04-15,FOX,29.240067650355
490,2016-04-14,FOX,29.19107289893
491,2016-04-13,FOX,29.279263451494
492,2016-04-12,FOX,28.828511738386
493,2016-04-11,FOX,28.103389417298
494,2016-04-08,FOX,28.201378920148
495,2016-04-07,FOX,28.240574721288
496,2016-04-06,FOX,28.769718036676
497,2016-04-05,FOX,28.220976820718
498,2016-04-04,FOX,28.426754776702
499,2016-04-01,FOX,28.534543229837
500,2016-03-31,FOX,27.633039803619
501,2016-03-30,FOX,27.633039803619
502,2016-03-29,FOX,27.603642952764
503,2016-03-28,FOX,27.427261847635
504,2016-03-24,FOX,27.45665869849
505,2016-03-23,FOX,27.427261847635
506,2016-03-22,FOX,27.43706079792
507,2016-03-21,FOX,27.47625659906
508,2016-03-18,FOX,27.623240853334
509,2016-03-17,FOX,27.642838753904
510,2016-03-16,FOX,27.642838753904
511,2016-03-15,FOX,27.549748726197
512,2016-03-14,FOX,27.574246101909
513,2016-03-11,FOX,27.623240853334
514,2016-03-10,FOX,27.41746289735
515,2016-03-09,FOX,27.5154524002
516,2016-03-08,FOX,27.270478643075
517,2016-03-07,FOX,27.564447151625
518,2016-03-04,FOX,27.281784857637
519,2016-03-03,FOX,27.291531833292
520,2016-03-02,FOX,26.97962861234
521,2016-03-01,FOX,27.320772760256
522,2016-02-29,FOX,26.472785878293
523,2016-02-26,FOX,26.511773780912
524,2016-02-25,FOX,26.687219342697
525,2016-02-24,FOX,26.638484464424
526,2016-02-23,FOX,26.336328219126
527,2016-02-22,FOX,26.618990513114
528,2016-02-19,FOX,26.01467802252
529,2016-02-18,FOX,25.751509679842
530,2016-02-17,FOX,25.800244558115
531,2016-02-16,FOX,24.981498603117
532,2016-02-12,FOX,24.045788940261
533,2016-02-11,FOX,24.08477684288
534,2016-02-10,FOX,23.841102451511
535,2016-02-09,FOX,23.597428060142
536,2016-02-08,FOX,23.919078256749
537,2016-02-05,FOX,24.406427039486
538,2016-02-04,FOX,25.566317142401
539,2016-02-03,FOX,25.82948548508
540,2016-02-02,FOX,25.400618556271
541,2016-02-01,FOX,26.424051000019
542,2016-01-29,FOX,26.414304024364
543,2016-01-28,FOX,25.566317142401
544,2016-01-27,FOX,25.907461290318
545,2016-01-26,FOX,26.277846365198
546,2016-01-25,FOX,25.342136702342
547,2016-01-22,FOX,25.741762704187
548,2016-01-21,FOX,24.971751627462
549,2016-01-20,FOX,25.098462310974
550,2016-01-19,FOX,25.907461290318
551,2016-01-15,FOX,25.507835288473
552,2016-01-14,FOX,26.097527315585
553,2016-01-13,FOX,25.156944164902
554,2016-01-12,FOX,25.790497582461
555,2016-01-11,FOX,25.342136702342
556,2016-01-08,FOX,25.273907872759
557,2016-01-07,FOX,25.264160897104
558,2016-01-06,FOX,25.82948548508
559,2016-01-05,FOX,25.926955241627
560,2016-01-04,FOX,25.936702217282
561,2015-12-31,FOX,26.541014707876
562,2015-12-30,FOX,26.657978415733
563,2015-12-29,FOX,26.901652807102
564,2015-12-28,FOX,26.755448172281
565,2015-12-24,FOX,26.843170953173
566,2015-12-23,FOX,26.901652807102
567,2015-12-22,FOX,26.901652807102
568,2015-12-21,FOX,26.891905831447
569,2015-12-18,FOX,27.125833247161
570,2015-12-17,FOX,27.515712273351
571,2015-12-16,FOX,27.778880616029
572,2015-12-15,FOX,27.389001589839
573,2015-12-14,FOX,27.291531833292
574,2015-12-11,FOX,27.447483443768
575,2015-12-10,FOX,28.31496427704
576,2015-12-09,FOX,28.236988471802
577,2015-12-08,FOX,28.753578181504
578,2015-12-07,FOX,29.270167891205
579,2015-12-04,FOX,29.240926964241
580,2015-12-03,FOX,28.958264670253
581,2015-12-02,FOX,29.192192085967
582,2015-12-01,FOX,29.494348331264
583,2015-11-30,FOX,29.192192085967
584,2015-11-27,FOX,29.143457207694
585,2015-11-25,FOX,29.552830185193
586,2015-11-24,FOX,29.48460135561
587,2015-11-23,FOX,29.611312039121
588,2015-11-20,FOX,29.767263649597
589,2015-11-19,FOX,29.552830185193
590,2015-11-18,FOX,29.85498643049
591,2015-11-17,FOX,29.660046917395
592,2015-11-16,FOX,29.835492479181
593,2015-11-13,FOX,29.26042091555
594,2015-11-12,FOX,29.586944599985
595,2015-11-11,FOX,29.572324136502
596,2015-11-10,FOX,29.562577160848
597,2015-11-09,FOX,28.948517694599
598,2015-11-06,FOX,29.318902769479
599,2015-11-05,FOX,29.123963256384
600,2015-11-04,FOX,29.143457207694
601,2015-11-03,FOX,30.702973312453
602,2015-11-02,FOX,30.322841261918
603,2015-10-30,FOX,30.098660821859
604,2015-10-29,FOX,29.8744803818
605,2015-10-28,FOX,29.640552966086
606,2015-10-27,FOX,29.513842282574
607,2015-10-26,FOX,29.806251552216
608,2015-10-23,FOX,29.65029994174
609,2015-10-22,FOX,29.328649745134
610,2015-10-21,FOX,28.792566084123
611,2015-10-20,FOX,29.07522837811
612,2015-10-19,FOX,28.919276767634
613,2015-10-16,FOX,28.90952979198
614,2015-10-15,FOX,28.695096327575
615,2015-10-14,FOX,28.003061056088
616,2015-10-13,FOX,28.227241496147
617,2015-10-12,FOX,28.11027778829
618,2015-10-09,FOX,28.168759642219
619,2015-10-08,FOX,28.168759642219
620,2015-10-07,FOX,27.788627591684
621,2015-10-06,FOX,27.730145737755
622,2015-10-05,FOX,27.973820129124
623,2015-10-02,FOX,27.583941102934
624,2015-10-01,FOX,26.789562587072
625,2015-09-30,FOX,26.3850630974
626,2015-09-29,FOX,25.225172994485
627,2015-09-28,FOX,24.767065138712
628,2015-09-25,FOX,25.322642751033
629,2015-09-24,FOX,25.556570166747
630,2015-09-23,FOX,25.848979436389
631,2015-09-22,FOX,25.907461290318
632,2015-09-21,FOX,25.926955241627
633,2015-09-18,FOX,25.761256655496
634,2015-09-17,FOX,26.365569146091
635,2015-09-16,FOX,26.3850630974
636,2015-09-15,FOX,26.19987055996
637,2015-09-14,FOX,25.99518407121
638,2015-09-11,FOX,26.219364511269
639,2015-09-10,FOX,26.336328219126
640,2015-09-09,FOX,26.307087292162
641,2015-09-08,FOX,26.930893734066
642,2015-09-04,FOX,26.238858462579
643,2015-09-03,FOX,26.355174052365
644,2015-09-02,FOX,26.335788120734
645,2015-09-01,FOX,25.948069488114
646,2015-08-31,FOX,26.810743445694
647,2015-08-28,FOX,27.217848009945
648,2015-08-27,FOX,27.072453522713
649,2015-08-26,FOX,26.64596302683
650,2015-08-25,FOX,26.074078043715
651,2015-08-24,FOX,26.025613214638
652,2015-08-21,FOX,27.062760556897
653,2015-08-20,FOX,27.799425958876
654,2015-08-19,FOX,28.894731096028
655,2015-08-18,FOX,29.1273622756
656,2015-08-17,FOX,29.224291933755
657,2015-08-14,FOX,28.991660754183
658,2015-08-13,FOX,28.729950677164
659,2015-08-12,FOX,28.574863224116
660,2015-08-11,FOX,28.817187369504
661,2015-08-10,FOX,29.21459896794
662,2015-08-07,FOX,29.447230147512
663,2015-08-06,FOX,28.167758659865
664,2015-08-05,FOX,30.203281481122
665,2015-08-04,FOX,32.374505823795
666,2015-08-03,FOX,32.345426926349
667,2015-07-31,FOX,32.490821413581
668,2015-07-30,FOX,32.044944986068
669,2015-07-29,FOX,31.977094225359
670,2015-07-28,FOX,31.715384148341
671,2015-07-27,FOX,31.298586618274
672,2015-07-24,FOX,31.822006772311
673,2015-07-23,FOX,31.482752968768
674,2015-07-22,FOX,31.938322362097
675,2015-07-21,FOX,31.744463045787
676,2015-07-20,FOX,32.122488712592
677,2015-07-17,FOX,32.180646507485
678,2015-07-16,FOX,32.442356584504
679,2015-07-15,FOX,32.161260575854
680,2015-07-14,FOX,32.103102780961
681,2015-07-13,FOX,32.093409815145
682,2015-07-10,FOX,31.540910763662
683,2015-07-09,FOX,30.959332814731
684,2015-07-08,FOX,30.823631293314
685,2015-07-07,FOX,31.473060002953
686,2015-07-06,FOX,31.250121789196
687,2015-07-02,FOX,31.230735857565
688,2015-07-01,FOX,31.463367037137
689,2015-06-30,FOX,31.230735857565
690,2015-06-29,FOX,30.901175019838
691,2015-06-26,FOX,31.792927874865
692,2015-06-25,FOX,31.60876152437
693,2015-06-24,FOX,31.521524832031
694,2015-06-23,FOX,32.044944986068
695,2015-06-22,FOX,31.977094225359
696,2015-06-19,FOX,31.715384148341
697,2015-06-18,FOX,31.783234909049
698,2015-06-17,FOX,31.492445934584
699,2015-06-16,FOX,31.182271028488
700,2015-06-15,FOX,31.269507720827
701,2015-06-12,FOX,31.589375592739
702,2015-06-11,FOX,31.812313806496
703,2015-06-10,FOX,31.841392703942
704,2015-06-09,FOX,31.715384148341
705,2015-06-08,FOX,31.986787191175
706,2015-06-05,FOX,32.093409815145
707,2015-06-04,FOX,32.481128447766
708,2015-06-03,FOX,32.539286242659
709,2015-06-02,FOX,32.326040994718
710,2015-06-01,FOX,32.432663618688
711,2015-05-29,FOX,32.413277687057
712,2015-05-28,FOX,32.733145558969
713,2015-05-27,FOX,32.965776738541
714,2015-05-26,FOX,32.762224456415
715,2015-05-22,FOX,33.062706396696
716,2015-05-21,FOX,33.372881302792
717,2015-05-20,FOX,33.169329020667
718,2015-05-19,FOX,33.130557157405
719,2015-05-18,FOX,32.452049550319
720,2015-05-15,FOX,32.597444037552
721,2015-05-14,FOX,32.044944986068
722,2015-05-13,FOX,31.647533387632
723,2015-05-12,FOX,31.376130344798
724,2015-05-11,FOX,31.511831866215
725,2015-05-08,FOX,31.443981105506
726,2015-05-07,FOX,31.342204964444
727,2015-05-06,FOX,32.011019605714
728,2015-05-05,FOX,32.180646507485
729,2015-05-04,FOX,32.548979208474
730,2015-05-01,FOX,32.611983486275
731,2015-04-30,FOX,32.326040994718
732,2015-04-29,FOX,32.747685007692
733,2015-04-28,FOX,32.7525314906
734,2015-04-27,FOX,32.771917422231
735,2015-04-24,FOX,32.912465426556
736,2015-04-23,FOX,32.616829969183
737,2015-04-22,FOX,32.287269131456
738,2015-04-21,FOX,32.112795746776
739,2015-04-20,FOX,32.103102780961
740,2015-04-17,FOX,31.618454490186
741,2015-04-16,FOX,32.161260575854
742,2015-04-15,FOX,32.161260575854
743,2015-04-14,FOX,32.112795746776
744,2015-04-13,FOX,32.151567610039
745,2015-04-10,FOX,32.345426926349
746,2015-04-09,FOX,32.413277687057
747,2015-04-08,FOX,32.209725404932
748,2015-04-07,FOX,32.267883199825
749,2015-04-06,FOX,32.447203067412
750,2015-04-02,FOX,32.219418370747
751,2015-04-01,FOX,31.69599821671
752,2015-03-31,FOX,31.870471601389
753,2015-03-30,FOX,32.132181678408
754,2015-03-27,FOX,31.729923597064
755,2015-03-26,FOX,31.99648015699
756,2015-03-25,FOX,32.23395781947
757,2015-03-24,FOX,33.072399362512
758,2015-03-23,FOX,33.586126550734
759,2015-03-20,FOX,33.343802405346
760,2015-03-19,FOX,32.548979208474
761,2015-03-18,FOX,32.830075217124
762,2015-03-17,FOX,31.967401259544
763,2015-03-16,FOX,32.296962097271
764,2015-03-13,FOX,31.967401259544
765,2015-03-12,FOX,32.452049550319
766,2015-03-11,FOX,32.146721127131
767,2015-03-10,FOX,32.200032439116
768,2015-03-09,FOX,32.611983486275
769,2015-03-06,FOX,32.41898461966
770,2015-03-05,FOX,32.843582126213
771,2015-03-04,FOX,32.877356927871
772,2015-03-03,FOX,33.412928782728
773,2015-03-02,FOX,33.060705851155
774,2015-02-27,FOX,32.848407097879
775,2015-02-26,FOX,32.611983486275
776,2015-02-25,FOX,32.771207551233
777,2015-02-24,FOX,32.86770698454
778,2015-02-23,FOX,33.195805057786
779,2015-02-20,FOX,33.075180766151
780,2015-02-19,FOX,32.665058174594
781,2015-02-18,FOX,32.443109477987
782,2015-02-17,FOX,32.809807324556
783,2015-02-13,FOX,32.48170925131
784,2015-02-12,FOX,32.148786206399
785,2015-02-11,FOX,32.394859761333
786,2015-02-10,FOX,32.09571151808
787,2015-02-09,FOX,31.84481299148
788,2015-02-06,FOX,31.425040456593
789,2015-02-05,FOX,30.667519905129
790,2015-02-04,FOX,32.259760554703
791,2015-02-03,FOX,32.15843614973
