Date,aapl,nflx
2014-07-23,21.896459579467773,61.128570556640625
2014-07-24,21.860408782958984,60.76856994628906
2014-07-25,22.004600524902344,60.26571273803711
2014-07-28,22.308746337890625,60.665714263916016
2014-07-29,22.164554595947266,60.611427307128906
2014-07-30,22.11273956298828,62.051429748535156
2014-07-31,21.53823471069336,60.388572692871094
2014-08-01,21.657644271850586,60.771427154541016
2014-08-04,21.535982131958008,60.38571548461914
2014-08-05,21.430095672607422,60.407142639160156
2014-08-06,21.3940486907959,61.47142791748047
2014-08-07,21.391786575317383,64.23857116699219
2014-08-08,21.450647354125977,63.69285583496094
2014-08-11,21.733675003051758,64.5057144165039
2014-08-12,21.729143142700195,63.772857666015625
2014-08-13,22.01668930053711,64.50428771972656
2014-08-14,22.075559616088867,64.41000366210938
2014-08-15,22.184240341186523,65.58428955078125
2014-08-18,22.45140838623047,66.57142639160156
2014-08-19,22.761598587036133,66.87857055664062
2014-08-20,22.770660400390625,67.4557113647461
2014-08-21,22.772918701171875,67.43571472167969
2014-08-22,22.94046974182129,68.4557113647461
2014-08-25,22.990285873413086,68.70428466796875
2014-08-26,22.843107223510742,68.4800033569336
2014-08-27,23.12386703491211,67.81428527832031
2014-08-28,23.151037216186523,67.88714599609375
2014-08-29,23.207643508911133,68.23428344726562
2014-09-02,23.38877296447754,68.0857162475586
2014-09-03,22.40159797668457,68.19857025146484
2014-09-04,22.215940475463867,67.52428436279297
2014-09-05,22.408390045166016,67.95428466796875
2014-09-08,22.270275115966797,68.47571563720703
2014-09-09,22.186506271362305,68.43000030517578
2014-09-10,22.868017196655273,69.19857025146484
2014-09-11,22.965375900268555,68.7942886352539
2014-09-12,23.0174560546875,68.07856750488281
2014-09-15,23.010656356811523,65.39286041259766
2014-09-16,22.83631706237793,65.27285766601562
2014-09-17,22.999332427978516,64.93285369873047
2014-09-18,23.04688835144043,65.57286071777344
2014-09-19,22.85896110534668,65.36000061035156
2014-09-22,22.88159942626953,63.25428771972656
2014-09-23,23.239337921142578,63.41428756713867
2014-09-24,23.037830352783203,64.36571502685547
2014-09-25,22.159339904785156,63.355712890625
2014-09-26,22.811410903930664,64.10713958740234
2014-09-29,22.666501998901367,64.22285461425781
2014-09-30,22.811410903930664,64.45428466796875
2014-10-01,22.45594024658203,62.68571472167969
2014-10-02,22.618959426879883,64.2828598022461
2014-10-03,22.555559158325195,65.64856719970703
2014-10-06,22.555559158325195,66.21142578125
2014-10-07,22.358579635620117,65.17857360839844
2014-10-08,22.82272720336914,66.69428253173828
2014-10-09,22.872543334960938,65.94571685791016
2014-10-10,22.8068790435791,64.58285522460938
2014-10-13,22.598583221435547,62.6542854309082
2014-10-14,22.358579635620117,64.16000366210938
2014-10-15,22.084613800048828,64.08428955078125
2014-10-16,21.794803619384766,51.67142868041992
2014-10-17,22.114051818847656,51.012855529785156
2014-10-20,22.587261199951172,51.317142486572266
2014-10-21,23.200843811035156,52.28428649902344
2014-10-22,23.318588256835938,53.521427154541016
2014-10-23,23.735187530517578,54.720001220703125
2014-10-24,23.823495864868164,55.00285720825195
2014-10-27,23.798583984375,54.20000076293945
2014-10-28,24.16764259338379,55.174285888671875
2014-10-29,24.303491592407227,54.014286041259766
2014-10-30,24.22198486328125,54.144287109375
2014-10-31,24.452926635742188,56.11000061035156
2014-11-03,24.769908905029297,55.487144470214844
2014-11-04,24.588777542114258,54.682857513427734
2014-11-05,24.647647857666016,54.34000015258789
2014-11-06,24.718135833740234,54.75714111328125
2014-11-07,24.788631439208984,54.880001068115234
2014-11-10,24.747699737548828,55.32428741455078
2014-11-11,24.94553565979004,54.650001525878906
2014-11-12,25.298006057739258,54.83714294433594
2014-11-13,25.655017852783203,54.2014274597168
2014-11-14,25.964279174804688,55.1485710144043
2014-11-17,25.921066284179688,54.448570251464844
2014-11-18,26.25762176513672,54.432857513427734
2014-11-19,26.07570457458496,51.871429443359375
2014-11-20,26.448637008666992,52.5914306640625
2014-11-21,26.48502540588379,51.468570709228516
2014-11-24,26.976194381713867,50.924285888671875
2014-11-25,26.741979598999023,49.855712890625
2014-11-26,27.060333251953125,50.165714263916016
2014-11-28,27.044416427612305,49.512855529785156
2014-12-01,26.166662216186523,48.83000183105469
2014-12-02,26.06661033630371,50.33000183105469
2014-12-03,26.36222267150879,50.73143005371094
2014-12-04,26.262170791625977,50.08571243286133
2014-12-05,26.150747299194336,50.13142776489258
2014-12-08,25.559513092041016,48.49714279174805
2014-12-09,25.950634002685547,49.111427307128906
2014-12-10,25.457185745239258,47.7599983215332
2014-12-11,25.382139205932617,47.80428695678711
2014-12-12,24.952360153198242,47.78285598754883
2014-12-15,24.611263275146484,46.720001220703125
2014-12-16,24.274715423583984,45.20571517944336
2014-12-17,24.879589080810547,47.66428756713867
2014-12-18,25.616357803344727,47.77428436279297
2014-12-19,25.418521881103516,48.58856964111328
2014-12-22,25.68230628967285,48.09714126586914
2014-12-23,25.591350555419922,48.06142807006836
2014-12-24,25.4708251953125,48.871429443359375
2014-12-26,25.921066284179688,48.57857131958008
2014-12-29,25.902881622314453,48.84714126586914
2014-12-30,25.58679962158203,49.03285598754883
2014-12-31,25.10016441345215,48.801429748535156
2015-01-02,24.861400604248047,49.84857177734375
2015-01-05,24.161012649536133,47.31142807006836
2015-01-06,24.163293838500977,46.50143051147461
2015-01-07,24.502111434936523,46.74285888671875
2015-01-08,25.443538665771484,47.779998779296875
2015-01-09,25.4708251953125,47.04142761230469
2015-01-12,24.843210220336914,45.547142028808594
2015-01-13,25.063779830932617,46.255714416503906
2015-01-14,24.968278884887695,46.31999969482422
2015-01-15,24.29062843322754,46.25143051147461
2015-01-16,24.101886749267578,48.191429138183594
2015-01-20,24.722686767578125,49.82857131958008
2015-01-21,24.91143226623535,58.468570709228516
2015-01-22,25.559513092041016,61.20571517944336
2015-01-23,25.691396713256836,62.494285583496094
2015-01-26,25.718687057495117,63.79428482055664
2015-01-27,24.818195343017578,64.88143157958984
2015-01-28,26.221235275268555,63.20857238769531
2015-01-29,27.037595748901367,63.400001525878906
2015-01-30,26.641925811767578,63.11428451538086
2015-02-02,26.976194381713867,63.0099983215332
2015-02-03,26.980745315551758,65.27428436279297
2015-02-04,27.18767738342285,64.10143280029297
2015-02-05,27.38173484802246,64.12999725341797
2015-02-06,27.151153564453125,63.47999954223633
2015-02-09,27.33150863647461,63.29571533203125
2015-02-10,27.856582641601562,64.8499984741211
2015-02-11,28.509511947631836,64.98428344726562
2015-02-12,28.87021255493164,65.24714660644531
2015-02-13,29.01175880432129,66.5857162475586
2015-02-17,29.182979583740234,67.13714599609375
2015-02-18,29.386165618896484,67.86571502685547
2015-02-19,29.32451820373535,67.80000305175781
2015-02-20,29.564231872558594,68.31428527832031
2015-02-23,30.36326789855957,67.40571594238281
2015-02-24,30.17378044128418,67.83999633789062
2015-02-25,29.402137756347656,68.33285522460938
2015-02-26,29.774269104003906,69.00428771972656
2015-02-27,29.32680892944336,67.84428405761719
2015-03-02,29.470624923706055,68.60713958740234
2015-03-03,29.532270431518555,67.81571197509766
2015-03-04,29.345064163208008,67.11000061035156
2015-03-05,28.858802795410156,66.80714416503906
2015-03-06,28.902177810668945,64.87428283691406
2015-03-09,29.025455474853516,63.66143035888672
2015-03-10,28.425037384033203,62.15142822265625
2015-03-11,27.906808853149414,62.88428497314453
2015-03-12,28.41133689880371,64.04571533203125
2015-03-13,28.21500587463379,62.628570556640625
2015-03-16,28.525484085083008,60.281429290771484
2015-03-17,29.002626419067383,59.788570404052734
2015-03-18,29.329090118408203,60.44571304321289
2015-03-19,29.107641220092773,60.744285583496094
2015-03-20,28.74237060546875,61.18571472167969
2015-03-23,29.04143524169922,60.71428680419922
2015-03-24,28.922719955444336,62.611427307128906
2015-03-25,28.167062759399414,60.25
2015-03-26,28.3634033203125,59.75143051147461
2015-03-27,28.137388229370117,59.25285720825195
2015-03-30,28.849668502807617,60.36714172363281
2015-03-31,28.406776428222656,59.52714157104492
2015-04-01,28.365680694580078,59.01714324951172
2015-04-02,28.60996437072754,59.1542854309082
2015-04-06,29.073394775390625,60.33000183105469
2015-04-07,28.76748275756836,60.494285583496094
2015-04-08,28.673885345458984,63.04999923706055
2015-04-09,28.893047332763672,62.78571319580078
2015-04-10,29.016324996948242,64.93856811523438
2015-04-13,28.95924949645996,67.81143188476562
2015-04-14,28.833690643310547,68.38714599609375
2015-04-15,28.943269729614258,67.92285919189453
2015-04-16,28.80400848388672,80.29285430908203
2015-04-17,28.479829788208008,81.6500015258789
2015-04-20,29.130468368530273,81.05571746826172
2015-04-21,28.97294807434082,80.06285858154297
2015-04-22,29.363327026367188,79.66857147216797
2015-04-23,29.603044509887695,79.86571502685547
2015-04-24,29.7423038482666,79.77143096923828
2015-04-27,30.283357620239258,80.86856842041016
2015-04-28,29.806230545043945,80.43714141845703
2015-04-29,29.367900848388672,80.40714263916016
2015-04-30,28.571151733398438,79.5
2015-05-01,29.438671112060547,79.57571411132812
2015-05-04,29.381591796875,79.27143096923828
2015-05-05,28.71954345703125,80.79285430908203
2015-05-06,28.5391845703125,80.07714080810547
2015-05-07,28.71571159362793,80.74857330322266
2015-05-08,29.25673484802246,82.0857162475586
2015-05-11,28.958709716796875,84.27857208251953
2015-05-12,28.85555076599121,83.37714385986328
2015-05-13,28.887643814086914,82.87285614013672
2015-05-14,29.561635971069336,83.8357162475586
2015-05-15,29.520374298095703,87.60713958740234
2015-05-18,29.845909118652344,88.26714324951172
2015-05-19,29.818395614624023,88.06857299804688
2015-05-20,29.816099166870117,88.79000091552734
2015-05-21,30.121009826660156,89.00285339355469
2015-05-22,30.3846378326416,88.83856964111328
2015-05-26,29.715234756469727,87.99285888671875
2015-05-27,30.270009994506836,89.85713958740234
2015-05-28,30.210407257080078,89.50714111328125
2015-05-29,29.866539001464844,89.15142822265625
2015-06-01,29.9261417388916,89.00285339355469
2015-06-02,29.79318618774414,89.12999725341797
2015-06-03,29.82985496520996,88.8085708618164
2015-06-04,29.655628204345703,89.34857177734375
2015-06-05,29.49285888671875,90.45999908447266
2015-06-08,29.29800033569336,89.60428619384766
2015-06-09,29.210886001586914,92.44999694824219
2015-06-10,29.545589447021484,95.87142944335938
2015-06-11,29.479106903076172,95.09428405761719
2015-06-12,29.153573989868164,94.41857147216797
2015-06-15,29.09625816345215,93.43142700195312
2015-06-16,29.252151489257812,95.27285766601562
2015-06-17,29.183380126953125,94.27143096923828
2015-06-18,29.31633949279785,94.74285888671875
2015-06-19,29.02290153503418,93.87142944335938
2015-06-22,29.254440307617188,96.4142837524414
2015-06-23,29.121477127075195,97.31285858154297
2015-06-24,29.369070053100586,96.94428253173828
2015-06-25,29.22922706604004,94.89142608642578
2015-06-26,29.057289123535156,93.08856964111328
2015-06-29,28.548355102539062,92.23143005371094
2015-06-30,28.754684448242188,93.84857177734375
2015-07-01,29.02290153503418,93.63571166992188
2015-07-02,28.986221313476562,94.0442886352539
2015-07-06,28.88535499572754,94.57142639160156
2015-07-07,28.814287185668945,94.0914306640625
2015-07-08,28.09902572631836,93.50714111328125
2015-07-09,27.525907516479492,95.72714233398438
2015-07-10,28.261796951293945,97.22856903076172
2015-07-13,28.807411193847656,101.08714294433594
2015-07-14,28.795944213867188,100.37142944335938
2015-07-15,29.07333755493164,98.12999725341797
2015-07-16,29.46076774597168,115.80999755859375
2015-07-17,29.715234756469727,114.7699966430664
2015-07-20,30.276893615722656,110.55000305175781
2015-07-21,29.974287033081055,112.51000213623047
2015-07-22,28.70654296875,111.5
2015-07-23,28.69278907775879,110.0999984741211
2015-07-24,28.541479110717773,109.33999633789062
2015-07-27,28.144880294799805,106.43000030517578
2015-07-28,28.284719467163086,106.9000015258789
2015-07-29,28.195308685302734,107.08000183105469
2015-07-30,28.05318260192871,111.55999755859375
2015-07-31,27.807886123657227,114.30999755859375
2015-08-03,27.152231216430664,112.55999755859375
2015-08-04,26.281085968017578,121.1500015258789
2015-08-05,26.455312728881836,123.70999908447266
2015-08-06,26.51288414001465,126.44999694824219
2015-08-07,26.60269546508789,123.5199966430664
2015-08-10,27.569904327392578,123.02999877929688
2015-08-11,26.13521957397461,122.73999786376953
2015-08-12,26.53821563720703,120.51000213623047
2015-08-13,26.517494201660156,123.7300033569336
2015-08-14,26.704023361206055,123.38999938964844
2015-08-17,26.980371475219727,125.36000061035156
2015-08-18,26.82837677001953,124.05000305175781
2015-08-19,26.48525047302246,122.05999755859375
2015-08-20,25.9417781829834,112.48999786376953
2015-08-21,24.355104446411133,103.95999908447266
2015-08-24,23.747148513793945,96.87999725341797
2015-08-25,23.889921188354492,101.5199966430664
2015-08-26,25.2601318359375,110.12999725341797
2015-08-27,26.003952026367188,117.66000366210938
2015-08-28,26.08915901184082,117.62999725341797
2015-08-31,25.967105865478516,115.02999877929688
2015-09-01,24.80646514892578,105.79000091552734
2015-09-02,25.870384216308594,105.44000244140625
2015-09-03,25.416723251342773,101.05999755859375
2015-09-04,25.163410186767578,98.79000091552734
2015-09-08,25.863481521606445,94.94999694824219
2015-09-09,25.366060256958008,99.18000030517578
2015-09-10,25.923351287841797,99.4800033569336
2015-09-11,26.301023483276367,97.51000213623047
2015-09-14,26.554340362548828,95.69000244140625
2015-09-15,26.777711868286133,99.16000366210938
2015-09-16,26.807653427124023,104.08000183105469
2015-09-17,26.234237670898438,104.20999908447266
2015-09-18,26.126007080078125,102.62000274658203
2015-09-21,26.53131103515625,100.30000305175781
2015-09-22,26.1144962310791,98.47000122070312
2015-09-23,26.326353073120117,98.06999969482422
2015-09-24,26.482946395874023,103.76000213623047
2015-09-25,26.416162490844727,102.23999786376953
2015-09-28,25.893421173095703,99.47000122070312
2015-09-29,25.115047454833984,98.3499984741211
2015-09-30,25.40060043334961,103.26000213623047
2015-10-01,25.234790802001953,105.9800033569336
2015-10-02,25.419023513793945,106.11000061035156
2015-10-05,25.511140823364258,111.25
2015-10-06,25.633193969726562,108.33000183105469
2015-10-07,25.511140823364258,108.0999984741211
2015-10-08,25.216373443603516,114.93000030517578
2015-10-09,25.81972885131836,113.33000183105469
2015-10-12,25.699968338012695,113.44999694824219
2015-10-13,25.743730545043945,109.7300033569336
2015-10-14,25.379878997802734,110.2300033569336
2015-10-15,25.75984764099121,101.08999633789062
2015-10-16,25.571016311645508,98.98999786376953
2015-10-19,25.729915618896484,101.69000244140625
2015-10-20,26.19969367980957,98.98999786376953
2015-10-21,26.1973876953125,97.95999908447266
2015-10-22,26.59808921813965,97.31999969482422
2015-10-23,27.422521591186523,100.04000091552734
2015-10-26,26.547428131103516,103.04000091552734
2015-10-27,26.37932014465332,103.06999969482422
2015-10-28,27.466272354125977,105.80000305175781
2015-10-29,27.756427764892578,105.12000274658203
2015-10-30,27.519243240356445,108.37999725341797
2015-11-02,27.90612030029297,107.63999938964844
2015-11-03,28.22621726989746,109.73999786376953
2015-11-04,28.094953536987305,114.05000305175781
2015-11-05,27.965438842773438,113.5
2015-11-06,27.997817993164062,114.05999755859375
2015-11-09,27.884496688842773,109.86000061035156
2015-11-10,27.005664825439453,112.69999694824219
2015-11-11,26.8530216217041,112.86000061035156
2015-11-12,26.76282501220703,108.91999816894531
2015-11-13,25.981122970581055,103.6500015258789
2015-11-16,26.406667709350586,111.3499984741211
2015-11-17,26.293344497680664,117.0999984741211
2015-11-18,27.125925064086914,120.62999725341797
2015-11-19,27.470516204833984,120.22000122070312
2015-11-20,27.590784072875977,123.83999633789062
2015-11-23,27.232309341430664,125.02999877929688
2015-11-24,27.4936466217041,123.30999755859375
2015-11-25,27.29706573486328,124.16000366210938
2015-11-27,27.246185302734375,125.44000244140625
2015-11-30,27.359512329101562,123.33000183105469
2015-12-01,27.13748550415039,125.37000274658203
2015-12-02,26.892335891723633,128.92999267578125
2015-12-03,26.642566680908203,126.80999755859375
2015-12-04,27.528339385986328,130.92999267578125
2015-12-07,27.354881286621094,125.36000061035156
2015-12-08,27.34332275390625,126.9800033569336
2015-12-09,26.739704132080078,124.19999694824219
2015-12-10,26.866899490356445,122.91000366210938
2015-12-11,26.175395965576172,118.91000366210938
2015-12-14,26.013504028320312,120.66999816894531
2015-12-15,25.553272247314453,118.5999984741211
2015-12-16,25.749855041503906,122.63999938964844
2015-12-17,25.204051971435547,122.51000213623047
2015-12-18,24.521800994873047,118.0199966430664
2015-12-21,24.822450637817383,116.62999725341797
2015-12-22,24.79932403564453,116.23999786376953
2015-12-23,25.118480682373047,118.16000366210938
2015-12-24,24.984346389770508,117.33000183105469
2015-12-28,24.70450210571289,117.11000061035156
2015-12-29,25.148544311523438,119.12000274658203
2015-12-30,24.820138931274414,116.70999908447266
2015-12-31,24.343717575073242,114.37999725341797
2016-01-04,24.36453628540039,109.95999908447266
2016-01-05,23.753976821899414,107.66000366210938
2016-01-06,23.28911590576172,117.68000030517578
2016-01-07,22.30620765686035,114.55999755859375
2016-01-08,22.42415428161621,111.38999938964844
2016-01-11,22.78725814819336,114.97000122070312
2016-01-12,23.11797523498535,116.58000183105469
2016-01-13,22.523605346679688,106.55999755859375
2016-01-14,23.016216278076172,107.05999755859375
2016-01-15,22.463472366333008,104.04000091552734
2016-01-19,22.354780197143555,107.88999938964844
2016-01-20,22.384841918945312,107.73999786376953
2016-01-21,22.271520614624023,102.3499984741211
2016-01-22,23.45563316345215,100.72000122070312
2016-01-25,22.997716903686523,99.12000274658203
2016-01-26,23.124914169311523,97.83000183105469
2016-01-27,21.605453491210938,91.1500015258789
2016-01-28,21.76041030883789,94.41000366210938
2016-01-29,22.512041091918945,91.83999633789062
2016-02-01,22.30158233642578,94.08999633789062
2016-02-02,21.850603103637695,91.48999786376953
2016-02-03,22.283084869384766,90.73999786376953
2016-02-04,22.462125778198242,89.70999908447266
2016-02-05,21.86220932006836,82.79000091552734
2016-02-08,22.092409133911133,83.31999969482422
2016-02-09,22.087757110595703,86.12999725341797
2016-02-10,21.920339584350586,88.44999694824219
2016-02-11,21.787796020507812,86.3499984741211
2016-02-12,21.85523223876953,87.4000015258789
2016-02-16,22.47142791748047,89.05000305175781
2016-02-17,22.81556510925293,94.76000213623047
2016-02-18,22.38306999206543,90.48999786376953
2016-02-19,22.33191680908203,89.2300033569336
2016-02-22,22.527231216430664,91.93000030517578
2016-02-23,22.018001556396484,89.12000274658203
2016-02-24,22.345863342285156,91.61000061035156
2016-02-25,22.499330520629883,94.52999877929688
2016-02-26,22.534208297729492,94.79000091552734
2016-02-29,22.483057022094727,93.41000366210938
2016-03-01,23.37596321105957,98.30000305175781
2016-03-02,23.42711639404297,97.61000061035156
2016-03-03,23.601511001586914,97.93000030517578
2016-03-04,23.952627182006836,101.58000183105469
2016-03-07,23.687551498413086,95.48999786376953
2016-03-08,23.492223739624023,96.2300033569336
2016-03-09,23.513154983520508,98.0
2016-03-10,23.5247745513916,97.36000061035156
2016-03-11,23.778234481811523,97.66000366210938
2016-03-14,23.838687896728516,98.12999725341797
2016-03-15,24.31770133972168,97.86000061035156
2016-03-16,24.640911102294922,99.3499984741211
2016-03-17,24.60137939453125,99.72000122070312
2016-03-18,24.629283905029297,101.12000274658203
2016-03-21,24.6269588470459,101.05999755859375
2016-03-22,24.8153018951416,99.83999633789062
2016-03-23,24.678110122680664,99.58999633789062
2016-03-24,24.571147918701172,98.36000061035156
2016-03-28,24.45953369140625,101.20999908447266
2016-03-29,25.03852653503418,104.12999725341797
2016-03-30,25.475679397583008,102.19000244140625
2016-03-31,25.343137741088867,102.2300033569336
2016-04-01,25.575666427612305,105.69999694824219
2016-04-04,25.838420867919922,104.3499984741211
2016-04-05,25.533809661865234,104.94000244140625
2016-04-06,25.80121612548828,104.83000183105469
2016-04-07,25.238500595092773,104.44999694824219
2016-04-08,25.266407012939453,103.80999755859375
2016-04-11,25.350114822387695,102.68000030517578
2016-04-12,25.68030548095703,106.9800033569336
2016-04-13,26.052345275878906,109.6500015258789
2016-04-14,26.06629753112793,110.41999816894531
2016-04-15,25.54311180114746,111.51000213623047
2016-04-18,24.992023468017578,108.4000015258789
2016-04-19,24.85948371887207,94.33999633789062
2016-04-20,24.910642623901367,96.7699966430664
2016-04-21,24.640911102294922,94.9800033569336
2016-04-22,24.57347869873047,95.9000015258789
2016-04-25,24.4339599609375,93.55999755859375
2016-04-26,24.264211654663086,92.43000030517578
2016-04-27,22.745811462402344,91.04000091552734
2016-04-28,22.05055809020996,90.27999877929688
2016-04-29,21.797100067138672,90.02999877929688
2016-05-02,21.773847579956055,93.11000061035156
2016-05-03,22.13193702697754,91.54000091552734
2016-05-04,21.90174102783203,90.79000091552734
2016-05-05,21.81283950805664,89.37000274658203
2016-05-06,21.69118881225586,90.83999633789062
2016-05-09,21.707569122314453,90.54000091552734
2016-05-10,21.854948043823242,92.88999938964844
2016-05-11,21.642059326171875,90.0199966430664
2016-05-12,21.134403228759766,87.73999786376953
2016-05-13,21.176513671875,87.87999725341797
2016-05-16,21.962560653686523,89.12000274658203
2016-05-17,21.871320724487305,88.62999725341797
2016-05-18,22.12164306640625,90.5
2016-05-19,22.03742790222168,89.55000305175781
2016-05-20,22.276042938232422,92.48999786376953
2016-05-23,22.55911636352539,94.88999938964844
2016-05-24,22.90301513671875,97.88999938964844
2016-05-25,23.305397033691406,100.19999694824219
2016-05-26,23.49021339416504,102.80999755859375
2016-05-27,23.476171493530273,103.30000305175781
2016-05-31,23.361541748046875,102.56999969482422
2016-06-01,23.03402328491211,101.51000213623047
2016-06-02,22.860904693603516,101.25
