DATE,DEXCHUS,DEXJPUS,DEXKOUS,DEXMAUS,DEXUSEU,DEXUSUK,DEXTHUS,DEXSZUS,CNY_SFR,YEN_SFR,WON_SFR,MYR_SFR,EUR_SFR,GBP_SFR,THB_SFR,USD_SFR,JPY_SFR,ret_USD_SFR,ret_YEN_SFR,ret_CNY_SFR,ret_WON_SFR,ret_MYR_SFR,ret_EUR_SFR,ret_GBP_SFR,ret_JPY_SFR,ret_THB_SFR
1999-01-21,8.2789,113.75,1174.0,3.8,1.1577,1.6516,36.47,1.3855,5.975387946589679,82.1003247924937,847.3475279682425,2.7426921688920967,0.6234439812359571,0.43700720336453597,26.32262721039336,0.7217610970768675,82.1003247924937,0.0033922771562613363,0.006045584191491704,0.0033680379931360083,0.008546689538913244,0.0033922771562613363,0.0032189347917184197,0.00041539282708624725,0.006045584191491704,0.002567571175037031
1999-01-22,8.2787,114.65,1181.0,3.8,1.1582,1.656,36.9,1.3829,5.986477691807073,82.90548846626655,854.0024586014896,2.7478487236965794,0.6243464731335784,0.43666551037639517,26.683057343264153,0.7231180851833104,82.90548846626655,0.0018801070214766735,0.009807070505602589,0.0018559038034882125,0.007853838494347398,0.0018801070214764515,0.0014475910022133665,-0.000781893262880029,0.009807070505602589,0.013692787197490563
1999-01-25,8.2784,113.8,1181.0,3.8,1.1566,1.6563,36.9,1.3823,5.988859147797149,82.32655718729653,854.3731462055993,2.749041452651378,0.6254815504271545,0.43677592297533463,26.694639369167326,0.7234319612240468,82.32655718729653,0.00043405917673444705,-0.006983027175644474,0.00039780587395088496,0.00043405917673444705,0.00043405917673444705,0.0018180246744714523,0.0002528539495694204,-0.006983027175644474,0.00043405917673444705
1999-01-26,8.278,114.03,1177.0,3.8,1.1577,1.6585,36.75,1.387,5.9682768565248745,82.21341023792358,848.5940879596251,2.73972602739726,0.6227697447746349,0.43471844047367786,26.49603460706561,0.7209805335255948,82.21341023792358,-0.0033886085075702788,-0.001374367558156675,-0.003436763290692091,-0.006764091628628344,-0.0033886085075701677,-0.0043355485875924415,-0.004710613368157146,-0.001374367558156675,-0.007439874326645057
1999-01-27,8.2778,115.62,1176.0,3.8,1.1481,1.6485,36.9,1.4012,5.907650585212674,82.51498715386812,839.2806166143306,2.7119611761347415,0.6216130944339944,0.43292325976322044,26.33457036825578,0.7136739937196689,82.51498715386812,-0.010134170710819235,0.0036682204894771253,-0.010158086290169344,-0.010975178212339398,-0.010134170710819235,-0.0018572680358116544,-0.004129525097903319,0.0036682204894771253,-0.006093902019843167
1999-01-28,8.2778,116.36,1176.5,3.8,1.1395,1.647,37.0,1.4165,5.84384045181786,82.14613483939286,830.5683021531944,2.682668549241087,0.6195396293944914,0.4286371631420904,26.12072008471585,0.7059654076950229,82.14613483939286,-0.010801270737733959,-0.004470125091184385,-0.010801270737733959,-0.010380693046721179,-0.010801270737733959,-0.003335619950848967,-0.009900361148241998,-0.004470125091184385,-0.008120515373879367
1999-01-29,8.2778,116.0,1176.0,3.8,1.1371,1.6457,36.92,1.4168,5.842603049124787,81.87464709203839,830.0395256916996,2.6821005081874643,0.620715788591353,0.4288849262971547,26.058723884810842,0.7058159232072275,81.87464709203839,-0.00021174477696217497,-0.0033049363537951404,-0.00021174477696206395,-0.0006366441629471753,-0.00021174477696217497,0.0018984406179329838,0.0005780253705678362,-0.0033049363537951404,-0.0023734491125795287
1999-02-01,8.2775,115.09,1176.0,3.8,1.1303,1.641,36.85,1.4232,5.816118605958404,80.86706014614953,826.3069139966273,2.6700393479482853,0.621641983252766,0.42817911862925134,25.892355255761665,0.7026419336706015,80.86706014614953,-0.0044969083754917705,-0.012306458490821903,-0.0045329869141719215,-0.0044969083754919925,-0.0044969083754917705,0.0014921396852412006,-0.0016456807517043481,-0.012306458490821903,-0.0063843736087993985
1999-02-02,8.2775,112.12,1171.0,3.8,1.1328,1.643,36.75,1.4111,5.8659910707958325,79.45574374601375,829.8490539295585,2.692934590036142,0.6255888041824965,0.43132501362016556,26.043512153639004,0.7086669973779322,79.45574374601375,0.008574870668273116,-0.017452302551683285,0.008574870668272894,0.004286712204547349,0.008574870668273116,0.006349025702991673,0.007347147149504352,-0.017452302551683285,0.005837896799430808
1999-02-03,8.2776,112.46,1171.5,3.8,1.1339,1.6375,36.7,1.4135,5.8561018747789175,79.56137247966042,828.7937743190662,2.6883622214361513,0.6239207535789733,0.4320389267072963,25.96391934913336,0.7074637424831978,79.56137247966042,-0.0016979129819596483,0.0013294033718231901,-0.0016858525520349055,-0.001271652483659902,-0.0016979129819596483,-0.002666369014872383,0.0016551627301621963,0.0013294033718231901,-0.003056147113956853
1999-02-04,8.2776,112.03,1171.6,3.8,1.1306,1.6395,36.85,1.417,5.841637261820748,79.06139731827805,826.8172194777699,2.6817219477769934,0.6241962692787699,0.4304460518734841,26.005645730416372,0.7057163020465772,79.06139731827805,-0.0024700070571631594,-0.006284144501280231,-0.0024700070571630484,-0.002384857249827066,-0.0024700070571631594,0.00044158765070112516,-0.003686878045809472,-0.006284144501280231,0.001607091006635919
1999-02-05,8.2776,113.14,1171.2,3.8,1.1283,1.637,36.82,1.4173,5.840400762012276,79.82784167078248,826.3599802441262,2.681154307486065,0.6253362784921108,0.4310121704475557,25.978974105693926,0.7055669230226487,79.82784167078248,-0.00021167007690670037,0.009694293024179013,-0.0002116700769068114,-0.0005530112615851346,-0.00021167007690670037,0.0018263633883268682,0.0013151905369037653,0.009694293024179013,-0.0010256090157858555
1999-02-08,8.2776,114.38,1177.0,3.8,1.1296,1.638,37.0,1.4175,5.839576719576719,80.69135802469135,830.3350970017636,2.6807760141093473,0.6245284809968474,0.4306882613760921,26.102292768959437,0.7054673721340388,80.69135802469135,-0.0001410934744268122,0.010817232883109984,-0.0001410934744268122,0.004810393596823337,-0.0001410934744268122,-0.0012917809553785187,-0.0007515079472749653,0.010817232883109984,0.00474686424351467
1999-02-09,8.2776,114.42,1177.0,3.8,1.13,1.6355,37.13,1.4183,5.836282873863076,80.67404639356977,829.8667418740747,2.6792639074948883,0.6239552649033275,0.4311033013395048,26.179228654022424,0.7050694493407601,80.67404639356977,-0.0005640555594724761,-0.00021454132815923455,-0.0005640555594724761,-0.0005640555594724761,-0.0005640555594725871,-0.0009178381946728376,0.000963666764649096,-0.00021454132815923455,0.0029474761372103586
1999-02-10,8.2776,114.45,1179.0,3.8,1.1331,1.629,37.1,1.4083,5.877724916566072,81.26819569693957,837.1795782148689,2.698288716892707,0.6266666473653338,0.43589685581931237,26.34381878861038,0.7100759781296598,81.26819569693957,0.0071007597812964285,0.007364813467657605,0.0071007597812964285,0.008812060987381853,0.0071007597812964285,0.004345475732825843,0.011119271100251904,0.007364813467657605,0.006287050575978892
1999-02-11,8.2776,114.7,1176.4,3.8,1.1303,1.6244,37.05,1.4154,5.848240779991522,81.03716263953653,831.1431397484811,2.684753426593189,0.625067733902315,0.4349384755169826,26.176345909283594,0.7065140596297866,81.03716263953653,-0.005016249823371455,-0.002842847136222848,-0.005016249823371344,-0.007210446388646319,-0.005016249823371455,-0.002551457732338447,-0.0021986400900469993,-0.002842847136222848,-0.006357198273744369
1999-02-12,8.2776,114.32,1176.7,3.7997,1.1282,1.6311,36.95,1.4157,5.84700148336512,80.75157166066256,831.1789220880131,2.683972593063502,0.6260985133203147,0.4330601083489542,26.10016246379883,0.7063643427279791,80.75157166066256,-0.0002119093028183361,-0.003524197659095174,-0.0002119093028183361,4.30519579850408e-05,-0.00029083994155754134,0.0016490683522640825,-0.00431869626111081,-0.003524197659095174,-0.0029103926785191137
1999-02-15,8.2776,114.32,1176.7,3.7997,1.1282,1.6311,36.95,1.4157,5.84700148336512,80.75157166066256,831.1789220880131,2.683972593063502,0.6260985133203147,0.4330601083489542,26.10016246379883,0.7063643427279791,80.75157166066256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-02-16,8.2787,118.08,1176.0,3.8,1.1189,1.6317,36.9,1.429,5.79335199440168,82.63121063680896,822.9531140657803,2.6592022393282013,0.6254268147118649,0.42887176747018796,25.822253324002798,0.6997900629811057,82.63121063680896,-0.009307207837648712,0.023276809819195776,-0.009175555900930554,-0.009896555126264195,-0.009228989073628235,-0.0010728321408841612,-0.009671500094373342,0.023276809819195776,-0.010647793483335444
1999-02-17,8.2787,119.03,1176.0,3.8,1.123,1.6338,37.05,1.4247,5.810837369270724,83.5474134905594,825.4369340913876,2.667228188390538,0.6250241806229878,0.42961326651953446,26.005474836807746,0.7019021548396153,83.5474134905594,0.0030181792658101614,0.011087854657938712,0.0030181792658103834,0.0030181792658101614,0.0030181792658103834,-0.0006437749060417275,0.001728952814311846,0.011087854657938712,0.007095488937622463
1999-02-18,8.2787,119.82,1183.0,3.8,1.1223,1.6338,37.1,1.425,5.809614035087719,84.08421052631579,830.1754385964912,2.6666666666666665,0.6252823540630065,0.42952282162131983,26.035087719298247,0.7017543859649122,84.08421052631579,-0.0002105263157894388,0.0064250586981611235,-0.0002105263157894388,0.005740601503759546,-0.0002105263157894388,0.0004130615230939494,-0.0002105263157894388,0.0064250586981611235,0.0011387172384402788
1999-02-19,8.2787,121.0,1206.0,3.8,1.1075,1.6255,37.65,1.4462,5.724450283501591,83.66754252523856,833.9095560779975,2.627575715668649,0.6243497007647972,0.4253874460762922,26.033743603927533,0.6914672935970129,83.66754252523856,-0.014659106624256624,-0.00495536556113374,-0.014659106624256513,0.004497985977300667,-0.014659106624256624,-0.0014915714351267928,-0.009627836605789253,-0.00495536556113374,-5.162707286432422e-05
1999-02-22,8.2787,120.35,1218.0,3.8,1.1037,1.6238,37.7,1.4483,5.71614996892909,83.09742456673341,840.9859835669406,2.6237657943796173,0.6255909058000166,0.425215348399728,26.030518538976736,0.6904646827314783,83.09742456673341,-0.0014499758337360724,-0.0068140875338028595,-0.0014499758337360724,0.00848584530224672,-0.0014499758337361834,0.0019879965245421793,-0.00040456689108148147,-0.0068140875338028595,-0.0001238801841126902
1999-02-23,8.2787,121.45,1213.0,3.8,1.0993,1.6138,37.56,1.4495,5.711417730251811,83.787512935495,836.840289755088,2.6215936529837873,0.6275748809011925,0.4274960134928002,25.91238358054502,0.689893066574681,83.787512935495,-0.0008278716798896246,0.008304569875175805,-0.0008278716798898467,-0.004929563503863865,-0.0008278716798896246,0.0031713618001507626,0.00536355308352654,0.008304569875175805,-0.004538325206807858
1999-02-24,8.2787,121.9,1219.0,3.8,1.0972,1.598,37.65,1.452,5.701584022038568,83.95316804407715,839.5316804407714,2.6170798898071626,0.6276934325189388,0.43097949571951166,25.929752066115704,0.6887052341597797,83.95316804407715,-0.001721763085399397,0.001977085878055229,-0.001721763085399397,0.003216134211787569,-0.001721763085399397,0.00018890433851659338,0.008148572423518408,0.001977085878055229,0.0006702774183895421
1999-02-25,8.2789,119.26,1225.0,3.8,1.1068,1.606,37.47,1.4345,5.771279191355873,83.13698152666434,853.9560822586267,2.649006622516556,0.6298400848621336,0.43406413818518647,26.120599512025095,0.6971070059254095,83.13698152666434,0.012199372603694636,-0.009721926359995026,0.012223825703157276,0.017181486004533175,0.012199372603694636,0.0034199056927841642,0.007157283574535489,-0.009721926359995026,0.007360172415947774
1999-02-26,8.279,118.7,1224.5,3.8,1.0995,1.6027,37.32,1.4495,5.711624698171783,81.89030700241463,844.7740600206968,2.6215936529837873,0.6274607244881136,0.43045677080843636,25.746809244567093,0.689893066574681,81.89030700241463,-0.010348395998620141,-0.014995426840820114,-0.010336442096483545,-0.010752335428824922,-0.010348395998620141,-0.0037777214108892787,-0.008310678214128564,-0.014995426840820114,-0.014310171835295038
