Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-04,166.0928005996562,168.27134922632902,163.26362352353956,168.1234893798828,49814400,0.0,0
2020-03-05,163.68750204818286,168.43891696285965,163.33262339981633,163.9043731689453,47817300,0.0,0
2020-03-06,160.29645218115112,160.78933838611846,153.78049594981493,159.27125549316406,72821100,0.0,0
2020-03-09,148.85163385145543,155.50559761633838,147.86586144184315,148.47703552246094,70419300,0.0,0
2020-03-10,155.90976674887924,158.73892872997703,150.4091549393559,158.6304931640625,65354400,0.0,0
2020-03-11,154.8944327652021,155.45631525048074,148.9995025744484,151.44422912597656,56371600,0.0,0
2020-03-12,143.23272191918608,151.2864800144007,136.60833068776472,137.0814971923828,93226400,0.0,0
2020-03-13,145.40143281593583,159.60641708273982,138.72774928111667,156.5702362060547,92727400,0.0,0
2020-03-16,138.0081409505588,147.22511923786288,133.07927877375315,133.49330139160156,87905900,0.0,0
2020-03-17,138.00816231178192,145.40145672134165,133.0792993720754,144.4846954345703,81059800,0.0,0
2020-03-18,136.03658762164375,143.9227666142028,133.09899015858946,138.40243530273438,81593200,0.0,0
2020-03-19,140.7387246236473,148.01371444180728,137.02235859959586,140.67958068847656,85922700,0.0,0
2020-03-20,143.92276864521733,145.00712428867354,133.92703723275832,135.39584350585938,84866200,0.0,0
2020-03-23,135.06066291054682,138.57002507654397,130.63455472990375,134.04531860351562,78975200,0.0,0
2020-03-24,141.70477035182444,147.47154441412326,139.26005922108058,146.22946166992188,82516700,0.0,0
2020-03-25,146.79135845173764,152.13424257274485,142.38495501791044,144.8296661376953,75638200,0.0,0
2020-03-26,146.28861938743233,154.43110910736362,146.2590474185163,153.88893127441406,64568100,0.0,0
2020-03-27,149.59096587932876,152.6862907001394,147.07724318076083,147.57012939453125,57042300,0.0,0
2020-03-30,150.2711565217779,158.31506342212344,147.87572161731222,157.9503173828125,63420300,0.0,0
2020-03-31,157.13211397965006,162.435574285967,154.33252398369925,155.46617126464844,77927200,0.0,0
2020-04-01,150.8231527320415,155.50557087241532,148.67417646868145,149.94581604003906,57969900,0.0,0
2020-04-02,149.69939014787352,153.26788125285978,148.22073161817966,153.05101013183594,49630700,0.0,0
2020-04-03,152.89332324643257,155.14088337954988,150.02472161490044,151.64138793945312,41243300,0.0,0
2020-04-06,158.0390392217374,164.131105465863,155.3380174164788,162.91860961914062,67111700,0.0,0
2020-04-07,167.17714324386355,167.58131355125835,160.93720194015756,161.1639404296875,62769000,0.0,0
2020-04-08,163.31290432567934,164.29867668114915,161.17378011931297,162.7805938720703,48318200,0.0,0
2020-04-09,163.99310993430134,164.98873472141906,161.00622053125386,162.79046630859375,51385100,0.0,0
2020-04-13,162.0117125026912,163.2143561271581,159.99087591786116,163.1551971435547,41905300,0.0,0
2020-04-14,166.5955407967056,171.27795984276682,165.60976836595583,171.22866821289062,52874300,0.0,0
2020-04-15,168.76425243592718,171.1005435369603,166.83214671984433,169.43458557128906,40940800,0.0,0
2020-04-16,171.8201267610527,174.7577242061951,170.44003642075427,174.52113342285156,50479600,0.0,0
2020-04-17,176.94616445659148,177.4390507085597,173.36780545395987,176.05897521972656,52765600,0.0,0
2020-04-20,174.11699062718301,176.20682338348007,172.50032442969604,172.56932067871094,36669600,0.0,0
2020-04-21,171.0315071431351,171.19908664196097,163.74664989011825,165.4323272705078,56203700,0.0,0
2020-04-22,168.95152381920929,171.52439027500202,168.38964139688505,171.0512237548828,34620200,0.0,0
2020-04-23,171.63283988563515,172.5693206939627,168.47837109046637,168.98110961914062,32790800,0.0,0
2020-04-24,169.61199542466667,172.07642640559393,168.28121171998174,172.0665740966797,34277600,0.0,0
2020-04-27,174.07755538531023,174.3831424417376,170.83437060496604,171.57369995117188,33194400,0.0,0
2020-04-28,173.09177584284453,173.17063944155026,166.97998983923677,167.39401245117188,34392700,0.0,0
2020-04-29,170.7555152894439,175.1520522582207,169.434583736794,174.90560913085938,51286600,0.0,0
2020-04-30,177.43904722357058,177.833350200723,173.72268074504694,176.66029357910156,53875900,0.0,0
2020-05-01,173.298784245719,176.09837414375693,171.53424329441378,172.08628845214844,39370500,0.0,0
2020-05-04,172.00743131594277,176.45325942040833,171.32724595396414,176.2955322265625,30372900,0.0,0
2020-05-05,178.05020962600102,181.03709885424126,177.34045228050894,178.18821716308594,36839200,0.0,0
2020-05-06,179.48945469455614,181.5792875356837,179.04586008755945,179.94290161132812,32139300,0.0,0
2020-05-07,181.5497059476415,181.92430428297945,179.98233139982256,180.98782348632812,28316000,0.0,0
2020-05-08,182.34817919421855,182.36789885441752,180.7512326770515,182.0524444580078,30877800,0.0,0
2020-05-11,180.5441957948161,184.8421637450948,180.2484761298708,184.0831298828125,30892700,0.0,0
2020-05-12,184.14228682717444,184.37886257584697,179.70631103924745,179.91331481933594,32038200,0.0,0
2020-05-13,179.9527467847899,181.43140532034002,174.02824529233584,177.1925811767578,44711500,0.0,0
2020-05-14,175.01402198091807,178.11921400744149,173.18048474978866,177.96148681640625,41873900,0.0,0
2020-05-15,176.51238935764883,184.39856792413244,174.48170078345,180.55406188964844,46610400,0.0,0
2020-05-18,183.10721999573866,183.55081455939515,181.3426940499254,182.2791748046875,35264500,0.0,0
2020-05-19,182.39747039635526,183.94514032193757,180.87938748184885,181.01739501953125,26799100,0.0,0
2020-05-20,182.68798254875549,183.7160495657739,181.82797684080745,183.52822875976562,31261300,0.51,0
2020-05-21,183.27120339305895,184.52662528621283,181.18543012580022,181.32382202148438,29119500,0.0,0
2020-05-22,181.08659045125103,182.34201236562123,180.444044787613,181.4029083251953,20826900,0.0,0
2020-05-26,184.20040274928425,184.3585692169301,179.02057914435093,179.4851837158203,36073600,0.0,0
2020-05-27,178.1309130309871,179.90036842410672,174.5722578315726,179.72242736816406,39517100,0.0,0
2020-05-28,178.66472832996755,182.03556286117822,178.30886128729713,179.317138671875,33810200,0.0,0
2020-05-29,180.6318862269001,182.15421236261324,178.3385323572111,181.1459197998047,42130400,0.0,0
2020-06-01,180.4440342791106,180.89875910818168,179.3764483185841,180.730712890625,22622400,0.0,0
2020-06-02,182.1344093319653,182.8757977010235,179.26771367170755,182.78683471679688,30794600,0.0,0
2020-06-03,182.69788117779507,183.80501637274546,181.47211358082444,183.23167419433594,27311000,0.0,0
2020-06-04,182.18383100248082,183.70614175636064,180.20679543019904,180.81967163085938,28761800,0.0,0
2020-06-05,180.52312358044787,185.57445035924178,179.9201270931466,185.050537109375,39893600,0.0,0
2020-06-08,183.8050084999584,186.38504065049977,182.32223174869523,186.1972198486328,33211600,0.0,0
2020-06-09,185.84136181715616,188.51035708185557,185.1098531543807,187.62069702148438,29783900,0.0,0
2020-06-10,188.93540597151272,196.2405516793702,188.81677358242328,194.579833984375,43872300,0.0,0
2020-06-11,190.91247451416908,193.51226643864797,183.93354027351097,184.13124084472656,52854700,0.0,0
2020-06-12,188.35220404504025,189.51866307253266,183.05374721594603,185.58436584472656,43373600,0.0,0
2020-06-15,182.46064523602345,188.6290026813829,181.89718276373782,186.7705841064453,32770200,0.0,0
2020-06-16,190.6752273167789,193.33434302324795,189.261653884363,191.34742736816406,42556700,0.0,0
2020-06-17,192.79064234277885,194.06583886413353,191.46603199393067,192.0097198486328,25687800,0.0,0
2020-06-18,191.77245782459048,194.23387263603792,191.77245782459048,194.06582641601562,23061600,0.0,0
2020-06-19,196.30975986205542,197.00171935320617,192.13821325079365,192.9092559814453,44441100,0.0,0
2020-06-22,193.54189969463462,198.4548345264663,192.9883321220764,198.26702880859375,32818900,0.0,0
2020-06-23,199.76955498899963,201.60819866727422,199.11712963267345,199.5916290283203,30917400,0.0,0
2020-06-24,199.285211532707,200.91626000856726,194.30307294841708,195.56837463378906,36740600,0.0,0
2020-06-25,195.52884401745132,198.30657690848633,193.2255954959361,198.0396728515625,27803900,0.0,0
2020-06-26,197.43665329353374,197.59481975944945,192.6423510786909,194.07569885253906,54675800,0.0,0
2020-06-29,193.53203772859965,196.25046201643312,191.32764698405163,196.1614990234375,26701600,0.0,0
2020-06-30,195.60791827444876,202.05304383876194,195.46952637787973,201.1732635498047,34310300,0.0,0
2020-07-01,200.80752387762104,203.98067294614003,199.4532591930024,202.349609375,32061200,0.0,0
2020-07-02,203.318335717189,205.6314788537983,202.6461508471824,203.8916778564453,29315800,0.0,0
2020-07-06,206.4321923189475,208.70578647760078,205.70068365188584,208.2807159423828,31897600,0.0,0
2020-07-07,208.03357718171975,212.20512368865556,205.60183173312166,205.8588409423828,33600700,0.0,0
2020-07-08,207.65794202258124,210.81130114251653,206.29378262831003,210.38624572753906,33600000,0.0,0
2020-07-09,213.8460769053123,213.8955058165183,209.0418793576566,211.85916137695312,33121700,0.0,0
2020-07-10,211.16720011399488,211.62192500876742,208.65637115228287,211.2166290283203,26177600,0.0,0
2020-07-13,212.01730386308347,213.32215466285643,204.128935657682,204.69239807128906,38135600,0.0,0
2020-07-14,203.76317667959532,206.4519462724449,199.71024771113665,205.9576873779297,37591800,0.0,0
2020-07-15,207.15381183000653,208.90349276275782,202.67582688226264,205.65126037597656,32179400,0.0,0
2020-07-16,203.04156976728723,203.3381281527494,199.9870530892747,201.5785675048828,29940700,0.0,0
2020-07-17,202.12226173440877,202.68570910931712,199.07762470930828,200.55052185058594,31635300,0.0,0
2020-07-20,202.64615590299508,209.86233910552608,200.67899998389487,209.17037963867188,36884800,0.0,0
2020-07-21,211.20672995888677,211.48351375348642,205.6413695705575,206.3531036376953,37990400,0.0,0
2020-07-22,206.79794089838757,209.8623524104875,205.99724381572292,209.31866455078125,49605700,0.0,0
2020-07-23,204.81101835614936,208.49818576007564,199.82887988206414,200.2144012451172,67457000,0.0,0
2020-07-24,198.11876211285642,200.53074828020615,195.24217131079982,198.98866271972656,39827000,0.0,0
2020-07-27,199.1567066774099,201.62800147900222,198.55371014247788,201.50938415527344,30160900,0.0,0
2020-07-28,201.27213354363317,202.34961445235257,199.42360986687734,199.7003936767578,23251400,0.0,0
2020-07-29,200.1748640348109,202.30017137261058,199.6904848596483,201.71694946289062,19632600,0.0,0
2020-07-30,198.69208121956567,202.11235950320716,197.27850798135813,201.55877685546875,25079600,0.0,0
2020-07-31,202.05303989290977,202.74501444582702,196.72492935367492,202.65603637695312,51044000,0.0,0
2020-08-03,209.09130112538483,215.14102557738238,208.02370003087017,214.05364990234375,78983000,0.0,0
2020-08-04,211.71087346530072,212.30399022930052,207.89519382865302,210.84097290039062,49280100,0.0,0
2020-08-05,212.4324662730181,212.5313240850961,209.14071531771947,210.49497985839844,28806400,0.0,0
2020-08-06,209.90187846035946,213.88560422355155,209.12095598889778,213.8658447265625,32656800,0.0,0
2020-08-07,212.38308092796484,213.22331210895263,208.5080774119766,210.040283203125,27820400,0.0,0
2020-08-10,209.23957015767286,209.44716554161917,203.9806630728612,205.8588409423828,36716500,0.0,0
2020-08-11,204.781350087746,205.26571415393315,200.80750432736562,201.0447540283203,36446500,0.0,0
2020-08-12,202.93282668084876,207.8655362770215,202.39903366839113,206.78805541992188,28013100,0.0,0
2020-08-13,207.03518908788112,208.92326187595316,205.75999256424853,206.30368041992188,22588900,0.0,0
2020-08-14,206.36298139505112,207.18345302240687,205.1273340798019,206.50137329101562,17958900,0.0,0
2020-08-17,207.19335462942692,208.76509444575765,206.5211546244867,207.86553955078125,20184800,0.0,0
2020-08-18,208.11266173512018,209.92165121048794,206.80782601670177,209.0616455078125,21336200,0.0,0
2020-08-19,209.56702198681546,210.17147613595324,207.34738385620093,207.7932891845703,27627600,0.51,0
2020-08-20,207.6347395153265,213.04510082156966,207.01047810617945,212.62892150878906,26981500,0.0,0
2020-08-21,211.91545795551315,214.2837260455032,210.91464692101468,211.08309936523438,36249300,0.0,0
2020-08-24,212.83699836874814,213.56037167273305,210.4984562496723,211.74700927734375,25460100,0.0,0
2020-08-25,211.1623861935342,214.64046594182682,211.1623861935342,214.50173950195312,23043700,0.0,0
2020-08-26,215.89890392313592,220.07061550890538,215.3836278539985,219.13916015625,39600800,0.0,0
2020-08-27,220.86335509502382,229.04824497272992,217.40508274260318,224.51980590820312,57602200,0.0,0
2020-08-28,226.1052400032813,228.54287882483632,224.5197972582463,226.82861328125,26292900,0.0,0
2020-08-31,224.93599001213366,226.62052964460267,222.27044656591,223.47935485839844,28774200,0.0,0
2020-09-01,223.45954536548757,225.3819083388565,222.3893634487652,225.20355224609375,25725500,0.0,0
2020-09-02,225.89716907025235,230.74270582053478,225.28281129922948,229.543701171875,34080800,0.0,0
2020-09-03,227.18535141600032,227.22498106050264,213.00546846782467,215.32418823242188,58400300,0.0,0
2020-09-04,213.14420305753873,216.37455596974232,203.3243063912361,212.3019256591797,59664100,0.0,0
2020-09-08,204.6223874801736,208.1202895529185,200.36148244083842,200.8173065185547,52924300,0.0,0
2020-09-09,205.7123845451498,212.88654452303652,204.82055880333624,209.3688201904297,45679000,0.0,0
2020-09-10,211.45962466505586,212.78745201925045,202.25410193959857,203.5026397705078,35461500,0.0,0
2020-09-11,205.31602533820768,206.7330308867233,199.4102252676025,202.1748504638672,33620100,0.0,0
2020-09-14,202.38293749291338,207.2978298431883,202.17484028128706,203.54229736328125,30375800,0.0,0
2020-09-15,206.52492555103916,207.8725602658929,205.0484680313682,206.88165283203125,21823900,0.0,0
2020-09-16,208.7049084008038,208.73463441272307,202.7792864774967,203.18556213378906,26328100,0.0,0
2020-09-17,198.2310370662011,202.4721197141358,198.14185902511105,201.06503295898438,34011300,0.0,0
2020-09-18,200.95603802015933,201.79830029796642,194.46559106506106,198.5679473876953,55225300,0.0,0
2020-09-21,195.3970339623515,200.86684708139575,194.59440138206642,200.69837951660156,39839700,0.0,0
2020-09-22,203.19546976351657,206.20783673769446,200.24256993439437,205.5340118408203,33517100,0.0,0
2020-09-23,206.00965982716912,206.20785341996117,198.21122276833717,198.76612854003906,30803800,0.0,0
2020-09-24,198.03285632655067,203.7008480470036,197.38875742374387,201.3424835205078,31202500,0.0,0
2020-09-25,201.69921044367803,207.13928255871195,200.69838426233346,205.93038940429688,29437300,0.0,0
2020-09-28,208.96253821701526,210.63717398888681,206.16817234725542,207.53562927246094,32004900,0.0,0
2020-09-29,207.44648108801582,208.1599356629351,204.9295676931483,205.37547302246094,24221900,0.0,0
2020-09-30,205.84119145605644,210.05254793649306,204.66200922232667,208.4175567626953,33829100,0.0,0
2020-10-01,211.54883168069182,212.04428539336564,209.39856438209304,210.5281982421875,27158400,0.0,0
2020-10-02,206.10874079433026,209.07155938646574,203.6711019186535,204.31520080566406,33154800,0.0,0
2020-10-05,205.3358460915923,208.49684332391428,205.09802285679277,208.4671173095703,21331600,0.0,0
2020-10-06,206.92127898737195,208.2688984609815,202.95764960839006,204.03773498535156,28554300,0.0,0
2020-10-07,205.17730117687935,208.19957202648575,204.84039626119818,207.922119140625,25681100,0.0,0
2020-10-08,208.5959276808541,209.26975262809398,206.42585300559978,208.66529846191406,19925800,0.0,0
2020-10-09,209.3093746471929,213.89728094003286,209.3093746471929,213.8477325439453,26458000,0.0,0
2020-10-12,216.8006328241623,221.82454081832844,214.83864032042737,219.38690185546875,40461400,0.0,0
2020-10-13,220.69489173638527,223.16225654298066,218.4257053807507,220.8336181640625,28950800,0.0,0
2020-10-14,220.9723478492645,222.18125607400773,217.13754109047477,218.851806640625,23421700,0.0,0
2020-10-15,215.12601432219216,218.35636717917671,214.04591370604174,217.66273498535156,22733100,0.0,0
2020-10-16,218.14826996100527,220.26881130786956,217.32583007978616,217.66273498535156,26057900,0.0,0
2020-10-19,218.415824889002,220.2787357894917,211.77674779817255,212.27220153808594,27625800,0.0,0
2020-10-20,213.83780997519293,215.3935266582432,211.1524443935602,212.69825744628906,22753500,0.0,0
2020-10-21,211.1821914454445,214.94764278907994,211.1821914454445,212.846923828125,22724900,0.0,0
2020-10-22,211.9848032189009,214.09544072367854,209.77508405064108,212.9360809326172,22351500,0.0,0
2020-10-23,213.07483008667205,214.31346441267468,211.22183797338747,214.263916015625,18879600,0.0,0
2020-10-26,211.90555548825998,214.3729052601378,206.2078378858219,208.16983032226562,37111600,0.0,0
2020-10-27,209.66609471349392,212.71809134284499,208.4175568233241,211.31100463867188,36700300,0.0,0
2020-10-28,205.78176162376351,206.9411216007703,200.2624146330536,200.83712768554688,51195600,0.0,0
2020-10-29,202.21446730504118,205.4745457874981,201.52082007383902,202.85855102539062,31432600,0.0,0
2020-10-30,201.6496617623807,202.43247197831798,197.80493610019138,200.6290283203125,36953700,0.0,0
2020-11-02,202.4324808472722,203.4134846879886,198.30039850251504,200.4903106689453,30842200,0.0,0
2020-11-03,202.03611086899775,206.22764497240047,201.27310793101051,204.55300903320312,27512000,0.0,0
2020-11-04,212.0740090998688,216.33491400652892,210.48855118853803,214.42245483398438,42311800,0.0,0
2020-11-05,220.02108552498726,222.08217485393922,219.13917849135353,221.2597198486328,36080100,0.0,0
2020-11-06,220.2390748075641,222.31998641000857,216.04754071011993,221.68580627441406,25231900,0.0,0
2020-11-09,222.39927482950176,226.04580705891257,215.89892425008387,216.40428161621094,44395000,0.0,0
2020-11-10,212.54965748533616,214.53147247354443,207.8131208731223,209.0913848876953,44045100,0.0,0
2020-11-11,210.45883033662557,216.05745131821746,210.2705555040328,214.5810089111328,29440800,0.0,0
2020-11-12,215.2350047058095,217.1177227326522,212.51000933429935,213.48109436035156,21593900,0.0,0
2020-11-13,214.3927365076531,215.44309598554761,212.21274314145063,214.54136657714844,18621100,0.0,0
2020-11-16,212.91627958350782,215.76019425519442,212.56947104699333,215.25482177734375,24953300,0.0,0
2020-11-17,214.13511268842407,215.7007332027346,212.13347534322511,212.51002502441406,24154100,0.0,0
2020-11-18,212.26161958198728,213.77174632133284,209.5592939051087,209.7083282470703,28372800,0.56,0
2020-11-19,210.00639198830103,211.64566371220653,208.56580241074641,211.0396270751953,24792700,0.0,0
2020-11-20,210.82104745364015,211.90396061565488,208.63534685188023,209.02281188964844,22843100,0.0,0
2020-11-23,209.5791666404189,210.91045519154048,206.80730375206082,208.74462890625,25683500,0.0,0
2020-11-24,208.22801934105618,212.85774093864026,207.50276733891465,212.47027587890625,33979700,0.0,0
2020-11-25,213.71215694865367,213.8909799827619,211.07938343783815,212.48020935058594,21012900,0.0,0
2020-11-27,213.45383953780706,214.86461008789956,212.6490904522432,213.83135986328125,14512200,0.0,0
2020-11-30,212.7087131390211,213.364412718446,209.46988799984075,212.6789093017578,33064800,0.0,0
2020-12-01,213.11604292702796,215.90779542131918,211.96359248328423,214.8050079345703,30904500,0.0,0
2020-12-02,213.48363762330888,214.06979995361044,211.41715238938093,213.97044372558594,23724500,0.0,0
2020-12-03,213.21539961437884,214.9739018612388,212.26163131584875,212.84780883789062,25120900,0.0,0
2020-12-04,212.82793612473898,213.98040173904698,211.79468586376183,212.96702575683594,24666000,0.0,0
2020-12-07,212.97694288829345,214.13933799433735,211.60592092609483,212.8974609375,24620000,0.0,0
2020-12-08,212.57955596495358,215.54018673059204,211.50657232997133,214.60629272460938,23284100,0.0,0
2020-12-09,213.7618265520705,213.8313637871316,209.83749792146986,210.4236602783203,32440600,0.0,0
2020-12-10,210.3938392874199,211.69532396536835,208.99299838504714,209.15196228027344,26733300,0.0,0
2020-12-11,208.68502889409353,211.93378360091526,207.7511348984003,211.87416076660156,30979400,0.0,0
2020-12-14,211.71521692543263,214.80500779826332,211.49664534011603,212.8080596923828,28798400,0.0,0
2020-12-15,213.7717451628634,214.02012057182145,210.8607926464983,212.73851013183594,27000600,0.0,0
2020-12-16,213.35448022348754,218.6796496959864,213.32467638663434,217.85504150390625,35023300,0.0,0
2020-12-17,218.44121335690474,219.45458933295293,216.50388807889556,217.994140625,32515800,0.0,0
2020-12-18,217.16952514648438,218.26238304099414,214.61623375241314,217.16952514648438,63354900,0.0,0
2020-12-21,216.13628262526478,222.5443651064482,215.8680329404842,221.14352416992188,37181900,0.0,0
2020-12-22,221.2428946113025,224.1637920165291,220.4083568268471,222.48477172851562,22612200,0.0,0
2020-12-23,221.6601550569194,222.10722777015337,219.36516865730377,219.583740234375,18699600,0.0,0
2020-12-24,219.98113123447072,222.1569022508683,219.76255966097486,221.302490234375,10550600,0.0,0
2020-12-28,222.99144288276963,224.56117731295342,221.57074279624754,223.49813842773438,17933500,0.0,0
2020-12-29,224.83935710557597,225.7036986942978,222.12710183226693,222.69338989257812,17403200,0.0,0
2020-12-30,223.76639034933544,224.16380013701976,220.03082930290267,220.2394561767578,20272300,0.0,0
2020-12-31,220.25931747653243,221.55087268103898,218.2524398559802,220.97463989257812,20942100,0.0,0
2021-01-04,221.08391968615567,221.55086667173214,213.41408577963725,216.27537536621094,37130100,0.0,0
2021-01-05,215.84816832382842,217.09999013574387,214.29830813729734,216.4840087890625,23823000,0.0,0
2021-01-06,210.7912455870297,215.08318003900655,210.5627444497056,210.8707275390625,35930700,0.0,0
2021-01-07,212.64907811484977,217.9146396842502,212.3212359237469,216.8714599609375,27694500,0.0,0
2021-01-08,217.2589465437568,219.14660888747295,215.6196747870337,218.19284057617188,22956200,0.0,0
2021-01-11,217.05030276976473,217.48744591341392,215.32160447250612,216.07667541503906,23031300,0.0,0
2021-01-12,215.09311485900687,215.68922193401653,211.93378677650057,213.53330993652344,23249300,0.0,0
2021-01-13,212.6292271241633,215.35141193975286,212.5398004544495,214.93414306640625,20087100,0.0,0
2021-01-14,214.5069615729215,216.04689228211484,211.35756291663537,211.6357421875,29480800,0.0,0
2021-01-15,212.1324688954668,213.11602579129934,210.65214603293364,211.2681121826172,31746500,0.0,0
2021-01-19,212.36098632800108,215.56999254337148,211.24826928580933,215.03350830078125,30480900,0.0,0
2021-01-20,216.2853208340741,224.32274608908295,215.8779814916507,222.88217163085938,37777300,0.0,0
2021-01-21,223.23983744430868,224.82944628858917,220.97465469497067,223.50808715820312,30709400,0.0,0
2021-01-22,225.60436647713922,228.57494199946245,224.33268552167743,224.48170471191406,30172700,0.0,0
2021-01-25,227.63111279854925,228.28682758232546,222.7629603581987,228.0384521484375,33152100,0.0,0
2021-01-26,230.353304453711,232.65822051155325,228.58487264289738,230.82025146484375,49169600,0.0,0
2021-01-27,236.45340028594015,238.8775468152532,228.6444764600276,231.38653564453125,69870600,0.0,0
2021-01-28,234.07893214881244,241.06324776785397,233.56230702893146,237.37734985351562,49111200,0.0,0
2021-01-29,234.4564469350858,236.47325396079813,229.84660013922456,230.45263671875,42503100,0.0,0
2021-02-01,233.53249764736228,240.9241524192933,230.91958343189754,238.09266662597656,33314200,0.0,0
2021-02-02,239.73195926657638,240.73539050946917,237.1389192661901,237.95358276367188,25916300,0.0,0
2021-02-03,238.0132101334961,243.49732861610576,237.70521187164377,241.42091369628906,27158100,0.0,0
2021-02-04,241.08311733044764,241.65935011449858,238.8079900313816,240.4373321533203,25296100,0.0,0
2021-02-05,240.65590246979397,241.69908224304154,238.8576668936292,240.6260986328125,18054800,0.0,0
2021-02-08,241.56992199511362,242.09647666090055,239.2451317545112,240.89434814453125,22211900,0.0,0
2021-02-09,240.29823562472512,243.1694547437092,239.81142952570232,242.18589782714844,23565000,0.0,0
2021-02-10,243.4079070336216,244.32192674291852,239.32461459903965,241.24208068847656,22186700,0.0,0
2021-02-11,243.1893233968803,243.5569141422749,240.57640930597722,242.90121459960938,15751100,0.0,0
2021-02-12,242.34485523140708,243.70596282867112,241.1526562586206,243.39797973632812,16561100,0.0,0
2021-02-16,243.43770727585607,244.53056515106869,241.34141819495338,242.11634826660156,26728500,0.0,0
2021-02-17,240.30402568241107,243.28142775544381,239.925620658595,243.17189025878906,21653500,0.56,0
