Date,BA,CAT,CSCO,CVX,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM,^DJI
2019-03-21,-0.009198229140264358,0.007894257992888232,0.012767623399644545,0.009383122294900126,-0.016465978176725238,0.0013381064400797005,0.020795157421117816,0.0131803962101682,0.015235798474462214,0.005899776706999038,-0.015786478761882772,-0.0004392604700315106,0.0075684982457202565,0.010599500928651917,0.022974740747469413,0.01522667459371263,0.004268240309418303,0.0075699225772336565,0.012528933521041674,0.023147706107284005,0.0060678913843690285,0.013333218752037856,0.010750680619767472,0.012900138577252696,0.00425800064401427,0.005779683704082217,0.008422381099734366
2019-03-22,-0.028253244115357345,-0.03200060859201159,-0.02224694895430812,-0.02200857725491212,-0.0077583482064537135,-0.02888279093917201,-0.00642210094848783,-0.014069423216810706,-0.025256176636166416,-0.00861697041709164,-0.030232355446227266,0.009228889426456055,0.002361114344077153,-0.007956577010409527,-0.026368354255396298,-0.06612893858045055,-0.011806092983500327,-0.008098243287492202,-0.013634948752921705,0.003944284770504014,-0.019561955285134935,-0.017522260129612333,0.02521880113155639,-0.018710729070194443,-0.007873968075475135,-0.016016797514433967,-0.017725152817633316
2019-03-25,0.022889600444535363,0.012406570945647788,-0.00018953833740886772,-0.0016248454753511332,0.011317176326717693,-0.0023814585921929643,0.004927190811282678,-0.0019361086788720616,-0.00901238867251597,-0.0021913509142100773,-0.008320024827309869,0.0021770839978889622,-0.005834900123429909,0.0007291747160496076,0.0052116552271614935,0.0017035313626143633,0.0009554871725092617,0.0029508284464809797,0.0019974735042918024,0.00037084910847240415,-0.0009307504031650371,-0.0002613903856270028,0.005354796435283582,-0.01153657846206635,-0.001119273497440787,-0.006958296677657905,0.0005689586456134599
2019-03-26,-0.0002158598899764108,0.003501438805299628,0.009482349987303795,0.010090322346931968,-0.006104017309330523,0.01156433794975964,-0.0017923729136803956,0.007472405238577506,0.01250477092315938,0.014347490182225364,0.010007076673063331,0.013252231130427283,0.009476717470484841,0.0069215297973737044,0.002124758149517403,0.012753471545062345,0.012652421744953735,0.010396385682805098,0.005901347207570851,0.00022214906534578915,-0.014056555262622394,0.01483366897699745,0.00915447919670287,0.003728219109460751,0.0015278960154228027,0.01301296893763837,0.005521861069482492
2019-03-27,0.010340731498631461,-0.004854492989721515,-0.001690690091940561,-0.01079510526447991,0.02558848784749501,-0.003461169379884166,-0.00047545258156922454,-0.006989267417321532,-0.005239621505609526,0.0009380151841877904,-0.0034026128935189526,-0.0006432541664271874,0.00015996839750953562,-0.007597586285212232,-0.009668463745213907,-0.003478038476564582,-0.009429669101345795,-0.0011647654424569165,0.0012683413450815806,0.010149782315691303,-0.006902532375280046,-0.0069542979541178385,0.00412335345536885,0.005006602942199567,-0.011289686083482242,-0.007658109813328484,-0.0012526682762976638
2019-03-28,0.0006147016492392687,0.00891768040475549,0.0041398668455530085,0.0018731771321327528,0.014970103834948345,0.0060517962714212725,0.004279991879870826,0.004883637675104691,-0.0009404726351189829,0.0012977471695070353,0.011347683698089472,-0.0006434003112610887,0.0100261967467703,0.004131672057301916,0.00137022061064207,0.011433421256114684,0.0064256985055055615,0.0063167496787948085,0.007680108864341451,0.004033566332541261,0.0021512489867507867,0.0029181597894070155,-0.029566432690013467,0.004499454445793694,-0.000822864968541448,0.004978840867353451,0.0035851308910419544
2019-03-29,0.01864119971865108,0.0235702472878887,0.01180662327418247,0.0013005872172107136,0.015339344442593328,0.004236814636553232,0.009628633085512428,0.008433381684730401,0.011108969430047466,0.006552402329468077,0.005163344272254733,0.006010931354357929,0.0026928148528797546,0.0065352529222475475,0.00863766524302334,0.0020229507187374818,0.004256235293089938,0.004828812312991149,0.012728577985237077,0.0018994566055696716,0.020765325439396687,0.009827167556106353,0.0008464388927971189,0.012158070745427185,0.004118207142007391,0.0007434269987034448,0.008213048345375729
2019-04-01,0.026532406330188385,0.0351316599721192,0.01833672569179945,0.014287948466294553,0.03621921187614818,0.024740923055244002,0.019542408834401392,0.01559174603894542,0.015083736190756758,-0.00579426757922008,0.033685573357375986,-0.002987463560476744,-0.007951405196236494,0.0015629000133090543,0.009157169416979194,0.012112455108496123,0.008712095938495867,-0.003940621388241028,0.033362121639405995,0.006270101929428673,-0.006955982133680316,0.00685077790171551,-0.0006765637352138532,0.0034771356216234395,0.0029734364266746915,0.01150979477490277,0.012717201120501453
2019-04-02,-0.002017800412387305,-0.0004278405552670117,0.005638422918718966,-7.995801179283557e-05,0.05140198628380599,0.0038629642261167607,-0.006798169636620721,-0.0020933855032940762,-0.00275161797916057,-0.009137951874602313,0.004778288497706562,-0.003210584898758473,-0.0002123767504462748,-0.0010801340057284836,0.0014282545972130745,-0.010090166960146418,0.001633882282866983,0.0010612813445582958,-0.009685517217853157,-0.008766757397320801,-0.00460214560876715,0.0033067464487368525,-0.009477054903032633,-0.12805179897382268,-0.00899604997829162,-0.004282631476618115,-0.003019567161158365
2019-04-03,-0.01538066840405583,-0.006633779436176934,0.006149274909403646,-0.008324570361005756,0.011199947441818958,0.01701255791699996,0.02212947650219399,0.004405739050049817,0.02060332500019868,-0.003921409401978604,0.001997370632392803,-0.008374693485610707,0.0,-0.000360713527208012,0.006544365849350697,0.0011853273644475415,-0.0016312170662030612,-0.0005783246457879976,-0.004473002078373645,-0.0015351530379522638,0.005850695019386176,0.004309507842441329,0.005808964939831629,-0.009392967612897318,0.002578748721596913,-0.005898053767251388,0.001489736241034656
2019-04-04,0.02890273459455428,0.006247198290574296,-0.0025323197859644653,0.007345260091720762,0.04975374453076631,0.006820586039568477,0.009264472556044456,-0.005918026914849772,0.007930683806968597,-0.01166423126228322,0.009660404210128926,0.006496526455235907,0.008070031768541597,-0.015989433708211598,-0.0050846741362103876,0.0095889864251546,-0.0023344630750701256,-0.002507497204996323,0.010585316992764104,-0.0005856397923735823,0.0063048852507126,-0.005174664928404571,0.0020382865137336115,-0.012581954151983155,0.009466005178459636,0.01421498163232715,0.00635056712826132
2019-04-05,-0.009927905771887846,0.0016414600281966507,0.0012693743547766978,0.012980607296570135,-0.0413665421365339,0.0007418912921837162,0.008032062063309198,0.0035018329177993746,-0.0057225080458277455,0.004499187376810321,-0.0023684112512276645,-0.00021518596840630622,0.004424113418431075,-0.008552236849537098,0.004440350194260034,0.0014071047482200338,0.0058492341247347035,0.0021271903771018508,0.007686727602039589,-0.0008790341720279482,0.00561875653912014,6.330524992814723e-05,0.001695313382169994,0.009972110105964216,0.007338989661219486,0.005362707321159288,0.0015296547150918105
