date,AUD,EUR,GBP,CAD,CNY,JPY,KRW,MYR,SGD,CHF,THB
2000-01-03,0.6591,1.0155,1.627,1.4465,8.2798,101.7,1128,3.8,1.6563,1.5808,36.97
2000-01-04,0.6562,1.0309,1.637,1.4518,8.2799,103.09,1122.5,3.8,1.6535,1.5565,37.13
2000-01-05,0.655,1.0335,1.6415,1.4518,8.2798,103.77,1135,3.8,1.656,1.5526,37.1
2000-01-06,0.654,1.0324,1.6475,1.4571,8.2797,105.19,1146.5,3.8,1.6655,1.554,37.62
2000-01-07,0.6548,1.0294,1.6384,1.4505,8.2794,105.17,1138,3.8,1.6625,1.5623,37.3
2000-01-10,0.6561,1.0252,1.6374,1.4568,8.2794,105.28,1133.5,3.8,1.6618,1.5704,37.27
2000-01-11,0.6575,1.0322,1.648,1.457,8.2795,106.09,1147,3.8,1.669,1.5605,37.61
2000-01-12,0.6578,1.0281,1.6465,1.455,8.2796,105.76,1144.5,3.8,1.669,1.566,37.54
2000-01-13,0.6687,1.027,1.6482,1.4495,8.2798,106.09,1135.5,3.8,1.67,1.5707,37.49
2000-01-14,0.6665,1.0128,1.6353,1.4497,8.2797,105.86,1125,3.8,1.6752,1.5945,37.55
2000-01-18,0.664,1.0121,1.638,1.4502,8.2793,105.49,1127,3.8,1.6735,1.5942,37.4
2000-01-19,0.6634,1.0115,1.6438,1.4527,8.2797,105.39,1134,3.8,1.6753,1.5965,37.4
2000-01-20,0.6666,1.0133,1.6538,1.4484,8.2794,105.45,1126,3.8,1.6765,1.5915,37.28
2000-01-21,0.6621,1.01,1.6504,1.442,8.2795,104.96,1128,3.8,1.681,1.5973,37.23
2000-01-24,0.6544,1.0019,1.652,1.44,8.2789,105.52,1124.5,3.8,1.6825,1.609,37.3
2000-01-25,0.6542,1.0041,1.6482,1.4389,8.2786,105.87,1127,3.8,1.6867,1.6085,37.27
2000-01-26,0.6505,1.0011,1.6395,1.4379,8.2782,105.85,1127.8,3.8,1.695,1.6102,37.48
2000-01-27,0.655,0.989,1.6363,1.435,8.2783,104.91,1125,3.8,1.693,1.6317,37.46
2000-01-28,0.6265,0.9765,1.621,1.4495,8.2781,107.15,1121,3.8,1.71,1.6485,37.65
2000-01-31,0.6382,0.9757,1.6182,1.4517,8.2777,107.33,1124,3.8,1.701,1.6495,37.55
2000-02-01,0.6315,0.9731,1.615,1.4468,8.2774,107.67,1127,3.8,1.699,1.654,37.51
2000-02-02,0.636,0.9768,1.606,1.4435,8.2773,108.4,1131,3.8,1.6985,1.6502,37.65
2000-02-03,0.6387,0.9887,1.6025,1.4417,8.2781,107.92,1130.5,3.8,1.6925,1.6255,37.59
2000-02-04,0.6315,0.976,1.5915,1.4467,8.2788,107.54,1130,3.8,1.693,1.647,37.55
2000-02-07,0.6339,0.9783,1.5917,1.4457,8.2788,108.75,1129.6,3.8,1.6958,1.6426,37.75
2000-02-08,0.6353,0.9862,1.6105,1.4473,8.2788,109.59,1129.5,3.8,1.6968,1.6301,37.64
2000-02-09,0.6345,0.9914,1.6115,1.4443,8.2788,109.11,1124,3.8,1.6918,1.6232,37.55
2000-02-10,0.632,0.9865,1.6057,1.45,8.2788,108.74,1121,3.8,1.6929,1.628,37.42
2000-02-11,0.6282,0.9847,1.5923,1.4515,8.2788,108.99,1115,3.8,1.6947,1.6305,37.43
2000-02-14,0.6279,0.9783,1.589,1.4547,8.2779,108.65,1128,3.8,1.6975,1.6435,37.49
2000-02-15,0.63,0.9834,1.595,1.4585,8.2777,108.75,1128,3.8,1.696,1.633,37.52
2000-02-16,0.6301,0.9842,1.604,1.452,8.2777,109.38,1126,3.8,1.7033,1.6302,37.7
2000-02-17,0.632,0.9863,1.605,1.4522,8.2772,110.27,1128,3.8,1.706,1.6274,37.77
2000-02-18,0.6292,0.985,1.5984,1.4512,8.2772,110.88,1129,3.8,1.7058,1.6282,38.11
2000-02-22,0.6257,1.006,1.6165,1.4595,8.2773,111.04,1135,3.8,1.7085,1.5983,38.22
2000-02-23,0.6196,1.0017,1.6047,1.4651,8.278,111.11,1136,3.8,1.714,1.6082,38.09
2000-02-24,0.6144,0.9931,1.5981,1.4587,8.278,110.95,1144,3.8,1.7165,1.62,38.22
2000-02-25,0.6175,0.9763,1.5908,1.4505,8.2786,110.98,1137,3.8,1.711,1.6475,37.88
2000-02-28,0.6116,0.9669,1.5935,1.4538,8.2786,109.17,1135,3.8,1.7185,1.6615,37.95
2000-02-29,0.6155,0.9643,1.578,1.4505,8.2786,109.88,1131.31,3.8,1.7237,1.6665,38.13
2000-03-01,0.6067,0.97,1.5849,1.447,8.2786,107.1,1128.5,3.8,1.7182,1.6568,38.11
2000-03-02,0.6077,0.9619,1.5765,1.4543,8.2787,107.37,1120.5,3.8,1.7214,1.6714,38
2000-03-03,0.6082,0.9618,1.581,1.451,8.2789,107.8,1120.5,3.8,1.7253,1.6712,38.01
2000-03-06,0.6016,0.9603,1.5732,1.4555,8.2785,107.74,1119.3,3.8,1.7252,1.675,38.1
2000-03-07,0.6035,0.956,1.5772,1.4527,8.2784,106.2,1118.7,3.8,1.7199,1.681,38.06
2000-03-08,0.6094,0.9576,1.5855,1.4592,8.2786,106.89,1119.2,3.8,1.714,1.677,37.94
2000-03-09,0.6155,0.9684,1.5815,1.457,8.2787,106.45,1123,3.8,1.708,1.6595,37.93
2000-03-10,0.6136,0.9659,1.5793,1.4575,8.2785,106.27,1120.2,3.8,1.7035,1.6661,37.85
2000-03-13,0.6165,0.9648,1.5782,1.4614,8.2781,105.32,1121,3.8,1.7068,1.6702,37.93
2000-03-14,0.614,0.9644,1.5725,1.4632,8.278,104.85,1118.4,3.8,1.7095,1.6715,37.87
2000-03-15,0.6125,0.9696,1.573,1.468,8.2778,105.58,1118.5,3.8,1.715,1.6618,38.16
2000-03-16,0.6107,0.971,1.5747,1.4724,8.2777,105.63,1118,3.8,1.712,1.6593,37.96
2000-03-17,0.6067,0.9694,1.5705,1.4728,8.2785,106.1,1117.3,3.8,1.7161,1.662,37.97
2000-03-20,0.6065,0.971,1.5686,1.4703,8.2786,106.5,1118.18,3.8,1.72,1.6605,38.04
2000-03-21,0.61,0.9703,1.5725,1.4662,8.2783,106.91,1117,3.8,1.7188,1.6615,37.9
2000-03-22,0.6056,0.9608,1.5705,1.472,8.2783,106.77,1113,3.8,1.7125,1.675,37.8
2000-03-23,0.6041,0.9691,1.583,1.4727,8.2787,107.45,1110,3.8,1.7115,1.6522,37.75
2000-03-24,0.6064,0.9724,1.591,1.465,8.2789,107.25,1108.7,3.8,1.716,1.6333,37.72
2000-03-27,0.6114,0.9645,1.5855,1.4605,8.2792,107.13,1112.1,3.8,1.716,1.6468,37.8
2000-03-28,0.6141,0.9614,1.5872,1.4541,8.2795,105.9,1112.5,3.8,1.715,1.6551,37.8
2000-03-29,0.6124,0.9524,1.587,1.4555,8.2789,105.6,1109.4,3.8,1.7168,1.6725,37.79
2000-03-30,0.6125,0.9594,1.5922,1.4557,8.2788,105.53,1107.5,3.8,1.7194,1.6605,37.88
2000-03-31,0.6062,0.9574,1.5922,1.4538,8.2787,102.73,1105.5,3.8,1.712,1.663,37.85
2000-04-03,0.6073,0.956,1.598,1.4548,8.2786,104.82,1113,3.8,1.7173,1.6587,37.8
2000-04-04,0.6032,0.9588,1.5965,1.4531,8.2791,105.33,1114,3.8,1.7183,1.65,37.86
2000-04-05,0.6053,0.9647,1.59,1.4548,8.2795,105,1115.5,3.8,1.716,1.633,38.05
2000-04-06,0.6016,0.958,1.58,1.4515,8.2795,104.78,1112,3.8,1.715,1.639,38.05
2000-04-07,0.6003,0.959,1.583,1.4574,8.2795,105.33,1107.5,3.8,1.7162,1.6383,37.995
2000-04-10,0.5991,0.9588,1.5828,1.4615,8.2798,106.37,1110.5,3.8,1.719,1.6435,38.05
2000-04-11,0.5957,0.9591,1.5873,1.4635,8.2791,106.95,1110,3.8,1.72,1.6415,38.07
2000-04-12,0.597,0.9551,1.5882,1.4623,8.2796,105.86,1108.5,3.8,1.7193,1.649,38.05
2000-04-13,0.5963,0.9524,1.5881,1.4661,8.2794,105.76,1107,3.8,1.716,1.652,37.85
2000-04-14,0.5972,0.9564,1.586,1.4767,8.2794,105.12,1111.2,3.8,1.7078,1.6408,37.9
2000-04-17,0.5913,0.955,1.5853,1.4855,8.2794,104.19,1113.8,3.8,1.7069,1.644,37.97
2000-04-18,0.5946,0.9477,1.5764,1.4837,8.279,104.59,1110,3.8,1.699,1.6603,37.92
2000-04-19,0.5957,0.9369,1.5777,1.4761,8.2793,104.94,1109.5,3.8,1.6992,1.6755,37.98
2000-04-20,0.5931,0.9376,1.5801,1.4725,8.2791,105.45,1109,3.8,1.6978,1.6772,37.97
2000-04-21,0.5925,0.9379,1.5785,1.475,8.2785,105.88,1108.5,3.8,1.699,1.676,37.95
2000-04-24,0.5945,0.9396,1.58,1.4763,8.2786,105.66,1108.8,3.8,1.702,1.6712,37.98
2000-04-25,0.5956,0.9265,1.5787,1.4699,8.2791,105.71,1108.5,3.8,1.704,1.6985,38.04
2000-04-26,0.589,0.9217,1.5795,1.4758,8.2795,106.46,1108.1,3.8,1.7055,1.7085,38.15
2000-04-27,0.5875,0.9083,1.5748,1.4792,8.2798,106.36,1111,3.8,1.707,1.731,38.13
2000-04-28,0.5837,0.9089,1.556,1.4818,8.2799,107.98,1110,3.8,1.7065,1.725,38.09
2000-05-01,0.58,0.912,1.5558,1.4783,8.2799,108.89,1110,3.8,1.709,1.7135,38.12
2000-05-02,0.5857,0.9068,1.559,1.4857,8.2799,108.63,1110.1,3.8,1.7178,1.7185,38.35
2000-05-03,0.59,0.8891,1.5605,1.4923,8.2799,109.14,1110,3.8,1.7215,1.7369,38.5
2000-05-04,0.5914,0.8907,1.5435,1.498,8.2799,108.17,1111.5,3.8,1.722,1.7353,38.51
2000-05-05,0.5935,0.8953,1.5288,1.498,8.2799,108.53,1111,3.8,1.7222,1.7323,38.55
2000-05-08,0.587,0.895,1.531,1.4927,8.2798,109.03,1109.7,3.8,1.7235,1.7305,38.5
2000-05-09,0.5828,0.9023,1.5315,1.4945,8.279,109.61,1109.5,3.8,1.7295,1.7219,38.68
2000-05-10,0.5815,0.9097,1.5153,1.4955,8.2785,109.33,1109.2,3.8,1.729,1.715,38.71
2000-05-11,0.579,0.9021,1.4997,1.49,8.2782,108.47,1113,3.8,1.7263,1.7252,39
2000-05-12,0.581,0.908,1.5172,1.4872,8.2778,108.74,1113.5,3.8,1.7278,1.709,38.9
2000-05-15,0.5739,0.9138,1.5075,1.4897,8.2777,109.48,1114.9,3.8,1.7335,1.7033,39.35
2000-05-16,0.5773,0.9053,1.5008,1.4862,8.2772,109.75,1115,3.8,1.7325,1.7152,39.45
2000-05-17,0.5685,0.8921,1.4905,1.4992,8.2768,109.53,1115.6,3.8,1.734,1.7398,39.4
2000-05-18,0.5703,0.8952,1.4818,1.5007,8.2773,108.7,1118.8,3.8,1.734,1.7377,39.34
2000-05-19,0.5728,0.8946,1.4855,1.4963,8.2768,106.89,1122.5,3.8,1.7275,1.7347,39.03
2000-05-22,0.574,0.9036,1.4907,1.4983,8.277,107.02,1131.5,3.8,1.7317,1.7185,39.18
2000-05-23,0.5747,0.9032,1.4728,1.5036,8.2768,106.72,1135,3.8,1.735,1.7295,39.25
2000-05-24,0.5713,0.9096,1.4755,1.5085,8.2769,107.58,1133.5,3.8,1.737,1.7208,39.3
2000-05-25,0.57,0.9072,1.4705,1.5057,8.2773,107.48,1129.9,3.8,1.7328,1.721,39.15
2000-05-26,0.5716,0.931,1.4875,1.5045,8.2771,107.18,1137.5,3.8,1.7343,1.6828,39.19
2000-05-30,0.5768,0.9314,1.495,1.5036,8.2772,106.44,1137,3.8,1.7332,1.6885,39.25
2000-05-31,0.5708,0.9328,1.4968,1.4977,8.2773,107.74,1130,3.8,1.7345,1.6883,39.22
2000-06-01,0.5721,0.9307,1.4915,1.491,8.2771,108.74,1133,3.8,1.732,1.6878,39.19
2000-06-02,0.579,0.9432,1.5079,1.4785,8.2771,108.15,1125.2,3.8,1.724,1.668,38.92
2000-06-05,0.5812,0.9471,1.5135,1.4779,8.277,107.44,1118,3.8,1.7205,1.663,38.81
2000-06-06,0.5887,0.957,1.5235,1.478,8.2773,105.64,1117,3.8,1.7205,1.643,38.84
2000-06-07,0.59,0.96,1.5225,1.4785,8.2773,105.5,1113.2,3.8,1.722,1.6365,38.92
2000-06-08,0.5878,0.9548,1.506,1.48,8.2775,105.86,1116,3.8,1.7205,1.641,39.01
2000-06-09,0.5864,0.9526,1.5079,1.4765,8.2772,106.78,1115.5,3.8,1.723,1.6443,39.12
2000-06-12,0.5912,0.9544,1.512,1.4765,8.2771,106.65,1113.4,3.8005,1.7225,1.6356,39.05
2000-06-13,0.5973,0.9619,1.513,1.4697,8.277,106.79,1114.4,3.8,1.7213,1.6255,38.99
2000-06-14,0.6007,0.959,1.5023,1.4695,8.2768,106.89,1114.5,3.8,1.7215,1.6318,39.07
2000-06-15,0.6015,0.953,1.5103,1.4758,8.2768,106.52,1115,3.8,1.7245,1.6386,39.07
2000-06-16,0.6083,0.9648,1.5165,1.4708,8.2768,106.22,1116.4,3.8,1.7258,1.6178,39.18
2000-06-19,0.6024,0.9622,1.5154,1.4657,8.2768,105.74,1122.22,3.8,1.7322,1.623,39.2
2000-06-20,0.6037,0.9557,1.51,1.4708,8.2772,105.42,1120,3.8,1.733,1.628,39.13
2000-06-21,0.6026,0.9455,1.497,1.4729,8.2772,105.5,1119.3,3.8,1.734,1.639,39.2
2000-06-22,0.5993,0.9398,1.511,1.4725,8.2771,104.4,1118.8,3.8,1.7345,1.6455,39.25
2000-06-23,0.5964,0.9358,1.501,1.4793,8.2769,104.59,1119.5,3.8,1.7325,1.6565,39.1
2000-06-26,0.5965,0.9382,1.499,1.483,8.2773,105.66,1118.2,3.8,1.7341,1.651,39.13
2000-06-27,0.6012,0.9444,1.5,1.4825,8.2774,105.53,1118.3,3.8,1.7343,1.6379,39.17
2000-06-28,0.6023,0.9444,1.5107,1.4838,8.2775,105.51,1116.5,3.8,1.735,1.642,39.16
2000-06-29,0.6029,0.9515,1.5194,1.482,8.278,105.09,1115,3.8,1.7345,1.6375,39.2
2000-06-30,0.5971,0.9545,1.513,1.4798,8.2782,106.14,1115.15,3.8,1.7275,1.6317,39.2
2000-07-03,0.5996,0.9526,1.5135,1.4793,8.2786,105.64,1113.9,3.8,1.7327,1.6323,39.39
2000-07-05,0.5907,0.9548,1.512,1.4909,8.2787,106.91,1117.5,3.8,1.738,1.622,39.6
2000-07-06,0.5909,0.9527,1.512,1.485,8.2791,107.37,1117.5,3.8,1.7367,1.625,39.6
2000-07-07,0.5901,0.9484,1.5143,1.481,8.2793,107.81,1119,3.8,1.737,1.6278,39.75
2000-07-10,0.5912,0.9521,1.5137,1.4798,8.2795,107.1,1118.5,3.8,1.7385,1.6275,39.92
2000-07-11,0.5891,0.9497,1.514,1.4785,8.2794,106.93,1116.7,3.8,1.7435,1.6335,40.01
2000-07-12,0.589,0.9401,1.5068,1.4815,8.2795,108.36,1115.7,3.8,1.7435,1.651,40.03
2000-07-13,0.5855,0.9339,1.499,1.4809,8.2791,108.27,1111.3,3.8,1.7435,1.6608,39.98
2000-07-14,0.5847,0.9374,1.499,1.4845,8.2796,107.88,1113,3.8,1.7432,1.6532,40.05
2000-07-17,0.5855,0.9351,1.492,1.4813,8.2791,108.53,1113.1,3.8,1.7478,1.6575,40.31
2000-07-18,0.5844,0.9322,1.4945,1.4783,8.2796,108.3,1113.7,3.8,1.7465,1.6608,40.25
2000-07-19,0.575,0.9237,1.4942,1.4758,8.2796,108.2,1112.3,3.8,1.746,1.6781,40.17
2000-07-20,0.5816,0.9292,1.5094,1.4748,8.2796,107.89,1111.6,3.8,1.7458,1.668,40.23
2000-07-21,0.5865,0.9343,1.5167,1.4715,8.2795,109.08,1113,3.8,1.748,1.6638,40.443
2000-07-24,0.586,0.9314,1.514,1.4639,8.2798,108.92,1114.2,3.8,1.7447,1.67,40.76
2000-07-25,0.5849,0.9391,1.519,1.4653,8.2797,109.3,1116,3.8,1.7455,1.6528,40.99
2000-07-26,0.5904,0.9413,1.5154,1.4665,8.2796,109.28,1115.6,3.8,1.7428,1.6493,41.19
2000-07-27,0.5891,0.9331,1.5116,1.4713,8.2793,109.15,1115,3.8,1.7346,1.6605,40.92
2000-07-28,0.5872,0.9246,1.5025,1.4776,8.2794,109.63,1117,3.8,1.735,1.6753,41.42
2000-07-31,0.5787,0.9266,1.4983,1.488,8.2792,109.68,1116.9,3.8,1.7342,1.6689,41.34
2000-08-01,0.5805,0.9228,1.4992,1.4892,8.2788,109.47,1115.8,3.8,1.732,1.6758,41.09
2000-08-02,0.583,0.9137,1.4926,1.4813,8.2791,108.77,1115.8,3.8,1.727,1.6887,40.84
2000-08-03,0.5844,0.9042,1.4947,1.4844,8.2796,108.36,1115,3.8,1.7248,1.7087,40.7
2000-08-04,0.5832,0.9075,1.5022,1.4889,8.2798,108.54,1116,3.8,1.7215,1.7053,40.68
2000-08-07,0.5862,0.9105,1.507,1.4875,8.2799,108.99,1118,3.8,1.7268,1.7005,41.26
2000-08-08,0.5868,0.9019,1.5022,1.4889,8.2799,108.64,1116.5,3.8,1.7255,1.7147,41.1
2000-08-09,0.5786,0.8991,1.4992,1.4848,8.2798,107.99,1115.3,3.8,1.721,1.7187,40.9
2000-08-10,0.5818,0.9077,1.498,1.4826,8.2799,108.7,1114.5,3.8,1.7145,1.7065,40.85
2000-08-11,0.5795,0.9046,1.504,1.4839,8.2796,108.68,1116,3.8,1.7133,1.7181,40.7
2000-08-14,0.581,0.9037,1.506,1.4847,8.2795,109.52,1117,3.8,1.7163,1.7214,40.74
2000-08-15,0.5831,0.9135,1.5056,1.487,8.2788,109,1116.3,3.8,1.719,1.7095,40.88
2000-08-16,0.5897,0.9143,1.4988,1.4774,8.2797,108.55,1115.2,3.8,1.7175,1.7093,40.83
2000-08-17,0.5935,0.9152,1.4992,1.4759,8.2799,108.48,1115,3.8,1.7163,1.7085,40.85
2000-08-18,0.5905,0.9068,1.4895,1.4747,8.2797,108.43,1115.1,3.8,1.7187,1.7235,41.04
2000-08-21,0.589,0.9027,1.49,1.4765,8.2799,108.53,1114.5,3.8,1.717,1.7275,40.92
2000-08-22,0.5802,0.8965,1.4797,1.4756,8.2799,108.34,1114.14,3.8,1.717,1.7405,40.83
2000-08-23,0.5708,0.8967,1.4813,1.4877,8.2793,107.02,1114.8,3.8,1.719,1.7282,40.77
2000-08-24,0.5725,0.9028,1.4806,1.4871,8.2799,106.89,1114.2,3.8,1.7215,1.7117,41.01
2000-08-25,0.5737,0.9024,1.4745,1.4828,8.2799,107.17,1114.1,3.8,1.721,1.7095,40.86
2000-08-28,0.5715,0.9002,1.4716,1.4845,8.2799,106.45,1111.9,3.8,1.719,1.713,40.8
2000-08-29,0.5713,0.8966,1.4616,1.4868,8.2799,106.2,1110.2,3.8,1.7208,1.7238,40.95
2000-08-30,0.572,0.8924,1.456,1.4805,8.2788,106.47,1108.6,3.8,1.7228,1.736,40.96
2000-08-31,0.5764,0.8878,1.4515,1.472,8.2786,106.66,1108.8,3.8,1.7213,1.7425,40.89
2000-09-01,0.5765,0.8993,1.4605,1.4742,8.2787,105.78,1105.7,3.8,1.721,1.723,40.9
2000-09-05,0.5699,0.8876,1.4522,1.4752,8.279,105.88,1105.5,3.8,1.727,1.7488,41.25
2000-09-06,0.5655,0.8702,1.4455,1.4843,8.2794,106.08,1107.4,3.8,1.732,1.778,41.4
2000-09-07,0.5579,0.874,1.438,1.4777,8.279,105.1,1111,3.8,1.7323,1.772,41.42
2000-09-08,0.5557,0.8664,1.4196,1.4781,8.2794,106.03,1109.5,3.8,1.7372,1.7869,41.61
2000-09-11,0.559,0.8624,1.4123,1.48,8.2786,105.97,1109.5,3.8,1.738,1.7715,41.47
2000-09-12,0.5586,0.8596,1.402,1.4825,8.2787,106.93,1109.5,3.8,1.742,1.771,41.61
2000-09-13,0.555,0.864,1.4125,1.4838,8.277,107.11,1110,3.8,1.7455,1.7635,41.81
2000-09-14,0.549,0.8617,1.406,1.4869,8.2773,107.25,1115.2,3.8,1.7405,1.7736,41.8
2000-09-15,0.545,0.8572,1.4005,1.4844,8.2771,107.33,1119.9,3.8,1.7442,1.7805,41.99
2000-09-18,0.5417,0.8523,1.4015,1.4905,8.2772,106.87,1140,3.8,1.7478,1.787,42.4
2000-09-19,0.542,0.8514,1.408,1.488,8.2779,107.02,1127,3.8,1.744,1.7765,42.32
2000-09-20,0.5372,0.8462,1.4107,1.4833,8.2775,106.77,1127,3.8,1.7485,1.7845,42.64
2000-09-21,0.5428,0.8558,1.428,1.4873,8.2778,106.5,1128,3.8,1.747,1.7715,42.63
2000-09-22,0.5455,0.8793,1.4568,1.4892,8.2787,107.94,1135,3.8,1.749,1.7295,42.8
2000-09-25,0.549,0.8738,1.454,1.489,8.2793,107.63,1126,3.8,1.747,1.739,42.7
2000-09-26,0.5506,0.8815,1.46,1.488,8.2791,107.63,1120,3.8,1.7415,1.7279,42.23
2000-09-27,0.551,0.8805,1.4607,1.4962,8.2795,107.44,1114,3.8,1.7435,1.7325,42.21
2000-09-28,0.549,0.8826,1.4635,1.503,8.2799,107.59,1115.9,3.8,1.744,1.7288,42.5
2000-09-29,0.5415,0.8837,1.4787,1.507,8.2798,107.9,1115.3,3.8,1.7395,1.7265,42.15
2000-10-02,0.545,0.8806,1.4675,1.5108,8.279,108.81,1118.18,3.8,1.742,1.7322,42.3
2000-10-03,0.54,0.8741,1.4565,1.506,8.279,108.66,1120,3.8,1.7442,1.7365,42.4
2000-10-04,0.5365,0.8726,1.4558,1.499,8.279,109.29,1120,3.8,1.7505,1.7395,42.75
2000-10-05,0.535,0.8685,1.4502,1.4954,8.279,109.3,1120,3.8,1.7496,1.7491,42.52
2000-10-06,0.5339,0.868,1.4445,1.5013,8.279,108.81,1119,3.8,1.749,1.7515,42.56
2000-10-10,0.5339,0.8682,1.4484,1.5014,8.2789,107.9,1121.9,3.8,1.75,1.7515,42.86
2000-10-11,0.536,0.8715,1.462,1.5043,8.2786,107.63,1124,3.8,1.7504,1.7328,43.14
2000-10-12,0.532,0.8644,1.4735,1.5085,8.2786,107.58,1124,3.8,1.7555,1.7415,43.5
2000-10-13,0.5297,0.8568,1.4597,1.5135,8.2784,107.67,1132,3.8,1.7545,1.7595,43.58
2000-10-16,0.523,0.8489,1.4455,1.5195,8.2781,108.3,1130,3.8,1.754,1.779,43.31
2000-10-17,0.5188,0.8507,1.4426,1.5184,8.2784,108.15,1136,3.8,1.7555,1.7773,43.45
2000-10-18,0.5187,0.8391,1.4464,1.52,8.2781,107.78,1140,3.8,1.757,1.7875,43.75
2000-10-19,0.521,0.8406,1.4422,1.5112,8.278,108.55,1140,3.8,1.7523,1.7875,43.39
2000-10-20,0.528,0.84,1.4448,1.5119,8.2778,109.04,1132,3.8,1.7547,1.7885,43.72
2000-10-23,0.5274,0.8364,1.455,1.508,8.2784,108.45,1141,3.8,1.7547,1.7985,43.97
2000-10-24,0.5256,0.8364,1.449,1.5118,8.2784,108.08,1138,3.8,1.7515,1.8005,43.77
2000-10-25,0.5191,0.827,1.4335,1.5164,8.2782,108.05,1140,3.8,1.7545,1.8165,43.6
2000-10-26,0.5185,0.8271,1.4313,1.5187,8.2785,108.36,1140,3.8,1.7553,1.825,43.82
2000-10-27,0.5233,0.8406,1.4517,1.5275,8.2788,108.75,1138,3.8,1.7558,1.8065,43.77
2000-10-30,0.5235,0.8432,1.453,1.5311,8.278,108.99,1140,3.8,1.7556,1.8068,43.79
2000-10-31,0.5181,0.8486,1.4505,1.5273,8.2775,109.15,1139,3.8,1.7568,1.7978,44.06
2000-11-01,0.5227,0.8584,1.4452,1.5263,8.2773,108.48,1138.3,3.8,1.7447,1.7765,43.82
2000-11-02,0.5208,0.8594,1.444,1.5333,8.277,108.39,1134.8,3.8,1.7433,1.7799,43.8
2000-11-03,0.5249,0.8614,1.4484,1.5348,8.2768,107.58,1136.3,3.8,1.7335,1.7667,43.48
2000-11-06,0.528,0.8584,1.432,1.5305,8.2771,107.34,1135,3.8,1.7323,1.7725,43.4
2000-11-07,0.528,0.8583,1.431,1.5315,8.2769,107.3,1139,3.8,1.7364,1.7728,43.63
2000-11-08,0.5264,0.8559,1.4236,1.5432,8.2772,107.57,1136.5,3.8,1.7383,1.7775,43.6
2000-11-09,0.5252,0.8574,1.4242,1.5455,8.2768,107.41,1132,3.8,1.7405,1.7739,43.6
2000-11-10,0.522,0.8625,1.4305,1.546,8.2772,107.83,1137,3.8,1.7432,1.7657,43.73
2000-11-13,0.5205,0.8607,1.4388,1.5472,8.2768,107.7,1141,3.8,1.7435,1.7637,43.67
2000-11-14,0.519,0.8573,1.4306,1.5445,8.2773,108.15,1139,3.8,1.744,1.7723,43.73
2000-11-15,0.5203,0.857,1.4257,1.551,8.2768,108.75,1138.7,3.8,1.7455,1.7815,43.69
2000-11-16,0.5183,0.8532,1.4228,1.5523,8.2773,109.08,1141.3,3.8,1.7525,1.7883,44.165
2000-11-17,0.519,0.8516,1.423,1.56,8.2769,108.86,1144.5,3.8,1.7545,1.7915,44.26
2000-11-20,0.5134,0.8486,1.4222,1.5592,8.2779,109.79,1157,3.8,1.757,1.8,44.38
2000-11-21,0.5112,0.8458,1.416,1.5553,8.2786,110.29,1168,3.8,1.7569,1.7995,44.23
2000-11-22,0.5194,0.8423,1.4077,1.5473,8.2782,110.16,1179,3.8,1.7555,1.805,43.7
2000-11-24,0.5215,0.8382,1.3997,1.5396,8.2779,111.38,1191,3.8,1.76,1.8085,43.77
2000-11-27,0.5261,0.85,1.4155,1.5348,8.278,110.7,1189,3.8,1.7542,1.7803,43.52
2000-11-28,0.5223,0.8547,1.4182,1.5371,8.2777,110.23,1189,3.8,1.756,1.7633,43.72
2000-11-29,0.5228,0.8577,1.4209,1.5405,8.2774,111.28,1204,3.8,1.7575,1.7595,43.92
2000-11-30,0.5262,0.8694,1.421,1.5355,8.2777,110.93,1217,3.8,1.7547,1.7365,43.805
2000-12-01,0.5372,0.8765,1.4373,1.5389,8.2775,111.15,1211,3.8,1.749,1.7285,43.77
2000-12-04,0.5431,0.8875,1.4523,1.5458,8.2771,111.07,1220,3.8,1.7445,1.706,43.7
2000-12-05,0.5405,0.8804,1.441,1.5438,8.277,111,1204,3.8,1.7438,1.7153,43.68
2000-12-06,0.5448,0.8877,1.4365,1.5323,8.277,110.42,1201,3.8,1.743,1.7078,43.62
2000-12-07,0.547,0.8891,1.44,1.5223,8.277,110.7,1201,3.8,1.7335,1.7015,43.44
2000-12-08,0.5445,0.8838,1.4442,1.5205,8.2769,111.29,1192,3.8,1.7363,1.7063,43.61
2000-12-11,0.54,0.8771,1.4554,1.5227,8.2773,110.77,1184,3.8,1.7332,1.715,43.49
2000-12-12,0.542,0.8775,1.448,1.5249,8.2771,111.5,1191,3.8,1.7355,1.7144,43.55
2000-12-13,0.538,0.8755,1.451,1.5205,8.277,112.4,1192.1,3.8,1.7415,1.7175,43.6
2000-12-14,0.5397,0.8858,1.4665,1.5165,8.2768,112.42,1203,3.8,1.738,1.699,43.55
2000-12-15,0.5458,0.8981,1.4763,1.5174,8.2768,112.55,1208,3.8,1.7355,1.6795,43.45
2000-12-18,0.5416,0.8929,1.4677,1.5254,8.2774,112.06,1206,3.8,1.7373,1.6845,43.36
2000-12-19,0.5435,0.8902,1.462,1.522,8.2772,112.55,1209,3.8,1.7375,1.694,42.97
2000-12-20,0.5491,0.9058,1.4737,1.5215,8.2769,112.58,1218,3.8,1.7318,1.6765,42.68
2000-12-21,0.5533,0.9112,1.4707,1.5185,8.2768,112.18,1228.8,3.8,1.7317,1.6722,42.55
