date,AUD,EUR,GBP,CAD,CNY,JPY,KRW,MYR,SGD,CHF,THB
2006-08-10,0.7671,1.2765,1.8888,1.1262,7.969,115.59,957.6,3.66,1.572,1.2373,37.5
2006-08-11,0.7673,1.2757,1.8952,1.1206,7.9725,116.18,961.4,3.673,1.5792,1.2388,37.32
2006-08-14,0.7599,1.2735,1.8902,1.124,7.9928,116.53,965.6,3.678,1.5795,1.2403,37.35
2006-08-15,0.7649,1.2788,1.8948,1.1225,8,115.96,965.5,3.68,1.5772,1.2372,37.39
2006-08-16,0.7699,1.2864,1.8999,1.116,7.9827,115.71,964.9,3.68,1.5728,1.2272,37.37
2006-08-17,0.7639,1.287,1.894,1.116,7.9685,115.44,960.6,3.67,1.5727,1.2276,37.54
2006-08-18,0.7579,1.281,1.8808,1.1234,7.9736,115.79,958.3,3.668,1.5736,1.2339,37.53
2006-08-21,0.764,1.2914,1.8968,1.1183,7.9698,115.86,956.4,3.667,1.5712,1.2226,37.46
2006-08-22,0.7625,1.2804,1.8881,1.1153,7.9663,116.61,956.1,3.6745,1.574,1.2341,37.61
2006-08-23,0.7628,1.2794,1.8929,1.11,7.9698,116.43,955.4,3.674,1.5728,1.2357,37.59
2006-08-24,0.7632,1.276,1.8884,1.111,7.9694,116.38,958.9,3.678,1.5775,1.2381,37.65
2006-08-25,0.7568,1.2767,1.8884,1.1078,7.969,117.31,961.8,3.6785,1.5802,1.2375,37.67
2006-08-28,0.7586,1.2784,1.8968,1.112,7.9706,117.15,963.7,3.6795,1.5783,1.2358,37.65
2006-08-29,0.7607,1.2768,1.8914,1.111,7.9615,116.92,960.8,3.6795,1.5755,1.2356,37.56
2006-08-30,0.7645,1.2825,1.9042,1.1099,7.959,117.07,961.1,3.677,1.574,1.2293,37.58
2006-08-31,0.763,1.2793,1.9024,1.1066,7.9538,117.35,961.1,3.68,1.573,1.2336,37.56
2006-09-01,0.7663,1.2833,1.905,1.1056,7.9533,117.21,960.3,3.6655,1.5721,1.2308,37.48
2006-09-05,0.7704,1.281,1.8926,1.1111,7.9495,116.04,956.5,3.64,1.5676,1.2347,37.35
2006-09-06,0.7659,1.2787,1.881,1.1052,7.947,116.73,957,3.647,1.5704,1.2378,37.35
2006-09-07,0.76,1.2757,1.8763,1.1099,7.9409,116.3,956.1,3.645,1.5697,1.2405,37.35
2006-09-08,0.754,1.2673,1.8655,1.1191,7.9485,116.89,956.2,3.659,1.5722,1.248,37.44
2006-09-11,0.751,1.2699,1.863,1.1216,7.9545,117.57,957.3,3.67,1.5764,1.2451,37.49
2006-09-12,0.7528,1.2693,1.8747,1.1186,7.9464,117.82,959.2,3.673,1.5771,1.2482,37.42
2006-09-13,0.7537,1.2708,1.8767,1.1191,7.949,117.47,958.7,3.67,1.5756,1.2491,37.35
2006-09-14,0.7548,1.2736,1.8886,1.1158,7.9462,117.47,957.4,3.672,1.5782,1.2499,37.3
2006-09-15,0.7517,1.2648,1.8783,1.1192,7.9429,117.72,956.2,3.669,1.5839,1.258,37.24
2006-09-18,0.7537,1.2671,1.8773,1.1169,7.9465,118.02,956.2,3.678,1.5878,1.2541,37.27
2006-09-19,0.7539,1.2683,1.8828,1.1229,7.9357,117.6,951.8,3.68,1.59,1.2512,37.42
2006-09-20,0.7544,1.2701,1.8894,1.1272,7.9264,117.29,950.7,3.678,1.5846,1.2498,37.78
2006-09-21,0.756,1.273,1.897,1.12,7.9248,116.76,944.1,3.67,1.5807,1.2519,37.42
2006-09-22,0.7513,1.2796,1.9012,1.1171,7.9195,116.45,946.7,3.674,1.5843,1.2349,37.33
2006-09-25,0.7517,1.2747,1.9001,1.1163,7.9212,116.43,943.7,3.6785,1.586,1.2385,37.46
2006-09-26,0.7513,1.2687,1.8954,1.1159,7.9135,117.16,943.7,3.678,1.589,1.2436,37.49
2006-09-27,0.7495,1.2699,1.8866,1.115,7.9019,117.53,943.4,3.681,1.5877,1.2451,37.53
2006-09-28,0.7487,1.2697,1.8746,1.1108,7.8965,117.84,944.6,3.685,1.5867,1.2474,37.51
2006-09-29,0.7461,1.2687,1.8716,1.1151,7.904,117.99,946,3.685,1.5859,1.2504,37.56
2006-10-02,0.7484,1.2744,1.8861,1.1154,7.904,117.66,947.6,3.687,1.5841,1.2426,37.59
2006-10-03,0.7442,1.2727,1.8873,1.121,7.904,117.84,947.6,3.6855,1.5818,1.2453,37.55
2006-10-04,0.7437,1.2687,1.8839,1.1286,7.904,118.02,948.9,3.69,1.5845,1.2517,37.58
2006-10-05,0.7449,1.2687,1.8772,1.1269,7.904,117.69,948.9,3.6835,1.5841,1.2529,37.57
2006-10-06,0.7434,1.26,1.8712,1.1261,7.904,118.89,948.9,3.69,1.5893,1.2607,37.51
2006-10-10,0.7442,1.2541,1.8548,1.1318,7.91,119.68,959.2,3.693,1.5904,1.2691,37.46
2006-10-11,0.7444,1.2547,1.8568,1.1357,7.9168,119.49,957.9,3.694,1.5876,1.2702,37.42
2006-10-12,0.7507,1.2537,1.8558,1.1356,7.9143,119.53,957.6,3.6925,1.5836,1.2708,37.48
2006-10-13,0.7506,1.2502,1.8551,1.1367,7.9,119.81,953.9,3.681,1.5876,1.2752,37.44
2006-10-16,0.7537,1.2518,1.8606,1.1384,7.912,119.25,955.2,3.682,1.5843,1.2715,37.4
2006-10-17,0.754,1.2564,1.8734,1.1379,7.9081,118.63,954.2,3.674,1.5775,1.2645,37.33
2006-10-18,0.7538,1.2516,1.8675,1.1375,7.9066,119.09,955.2,3.671,1.5761,1.2721,37.37
2006-10-19,0.7586,1.2594,1.876,1.1325,7.9102,118.35,957.1,3.673,1.5739,1.2621,37.28
2006-10-20,0.758,1.2613,1.8828,1.125,7.9028,118.73,957.1,3.674,1.5742,1.2587,37.28
2006-10-23,0.7576,1.2544,1.871,1.1281,7.8981,119.32,959.3,3.674,1.5766,1.268,37.26
2006-10-24,0.7584,1.2565,1.8745,1.1271,7.9023,119.25,958.2,3.674,1.5743,1.2658,37.2
2006-10-25,0.7603,1.2591,1.8772,1.1249,7.901,119.13,955.5,3.674,1.5716,1.2648,37.07
2006-10-26,0.7621,1.2669,1.8876,1.1254,7.8949,118.62,949.5,3.666,1.5675,1.2567,36.98
2006-10-27,0.7685,1.2725,1.8968,1.1185,7.8886,117.61,947.2,3.65,1.5597,1.2496,36.7
2006-10-30,0.7692,1.2717,1.9025,1.1235,7.8728,117.38,944.3,3.641,1.5612,1.2488,36.73
2006-10-31,0.7743,1.2773,1.9084,1.1227,7.8785,116.82,942.2,3.651,1.5575,1.2424,36.71
2006-11-01,0.7752,1.2771,1.9091,1.1313,7.8714,117.01,939.1,3.6485,1.5602,1.2433,36.66
2006-11-02,0.7741,1.278,1.9088,1.1361,7.872,117.12,938.7,3.648,1.5612,1.2443,36.67
2006-11-03,0.7699,1.2705,1.9011,1.129,7.8715,118.06,937,3.6455,1.5618,1.2549,36.71
2006-11-06,0.7707,1.2715,1.8967,1.129,7.875,118.4,942.1,3.657,1.5662,1.2566,36.7
2006-11-07,0.776,1.2806,1.9098,1.1276,7.872,117.44,938.2,3.646,1.5592,1.246,36.64
2006-11-08,0.7707,1.2775,1.9057,1.1275,7.8651,117.74,934.7,3.64,1.5603,1.2494,36.68
2006-11-09,0.7688,1.2835,1.9067,1.1291,7.8645,117.92,936.2,3.64,1.5593,1.2421,36.64
2006-11-10,0.7673,1.2861,1.912,1.1306,7.8635,117.47,933.7,3.636,1.5553,1.2388,36.58
2006-11-13,0.7629,1.281,1.9024,1.1377,7.8642,118.14,934.7,3.634,1.5588,1.2441,36.52
2006-11-14,0.7656,1.2812,1.8946,1.1393,7.864,117.72,936.7,3.645,1.5571,1.2449,36.4
2006-11-15,0.7643,1.2808,1.8883,1.1389,7.8677,118.06,941.1,3.645,1.5596,1.2472,36.51
2006-11-16,0.7683,1.2808,1.8902,1.1401,7.8713,118.12,937.2,3.645,1.5575,1.2467,36.51
2006-11-17,0.7686,1.2823,1.8936,1.1458,7.8717,117.73,938.5,3.65,1.5573,1.2443,36.57
2006-11-20,0.7682,1.281,1.8963,1.1472,7.8694,118.16,935.2,3.6485,1.5567,1.2434,36.6
2006-11-21,0.7693,1.2824,1.8984,1.1474,7.8683,118,935,3.6485,1.5583,1.2419,36.57
2006-11-22,0.7758,1.2928,1.9145,1.1414,7.8731,116.61,933.6,3.643,1.5526,1.2276,36.55
2006-11-24,0.7782,1.3081,1.9315,1.1346,7.8515,115.93,931.8,3.633,1.5502,1.2114,36.5
2006-11-27,0.7785,1.312,1.9368,1.133,7.8426,116.12,930.3,3.636,1.5494,1.2083,36.41
2006-11-28,0.7825,1.3162,1.948,1.131,7.844,116.14,930.5,3.638,1.5498,1.2062,36.25
2006-11-29,0.7836,1.3146,1.9492,1.1356,7.8303,116.29,930.4,3.625,1.5446,1.2098,35.99
2006-11-30,0.7896,1.3261,1.9693,1.1413,7.834,115.55,929,3.616,1.5373,1.1966,35.86
2006-12-01,0.7914,1.3316,1.9794,1.1445,7.835,115.33,928.3,3.591,1.5397,1.1947,35.8
2006-12-04,0.7894,1.3327,1.9788,1.1454,7.8274,115.37,927.1,3.5875,1.54,1.1947,35.75
2006-12-05,0.7863,1.3327,1.9746,1.1415,7.8217,114.98,924.1,3.555,1.539,1.1911,35.54
2006-12-06,0.7876,1.3307,1.9692,1.1468,7.8224,115.07,915.7,3.547,1.5383,1.1933,35.65
2006-12-07,0.7909,1.3296,1.9628,1.1482,7.8226,115.13,913.7,3.541,1.5376,1.1953,35.55
2006-12-08,0.7861,1.3215,1.9564,1.1499,7.8235,116.23,919.8,3.546,1.5442,1.2039,35.55
2006-12-11,0.7841,1.3223,1.9552,1.1474,7.834,117.02,925.4,3.5555,1.5436,1.2036,35.56
2006-12-12,0.7846,1.3233,1.9655,1.1546,7.8283,117.15,922.3,3.538,1.5428,1.203,35.27
2006-12-13,0.7867,1.3215,1.9663,1.1544,7.8265,117.43,922.1,3.543,1.5392,1.2063,35.23
2006-12-14,0.784,1.3174,1.9646,1.1565,7.8229,117.61,920.5,3.5435,1.5394,1.2126,35.19
2006-12-15,0.7826,1.3095,1.9538,1.1574,7.8265,117.84,922.8,3.549,1.5414,1.2207,35.19
2006-12-18,0.7795,1.3073,1.9458,1.1571,7.8192,118.14,926.9,3.553,1.5456,1.2243,35.81
2006-12-19,0.7843,1.3194,1.9666,1.1557,7.8243,117.93,931.6,3.5738,1.5411,1.2141,35.92
2006-12-20,0.7859,1.3183,1.9648,1.1483,7.8158,118.39,925.7,3.542,1.5388,1.2169,36.1
2006-12-21,0.7852,1.3175,1.9622,1.1538,7.816,118.26,927.2,3.534,1.5428,1.2165,36.5
2006-12-22,0.783,1.3131,1.957,1.1575,7.8153,118.9,928.3,3.532,1.5416,1.2207,36.31
2006-12-26,0.7829,1.3132,1.9568,1.1596,7.8199,118.93,929.6,3.537,1.5403,1.22,35.87
2006-12-27,0.7841,1.3125,1.9566,1.161,7.8215,118.76,929.1,3.53,1.5377,1.2253,35.77
2006-12-28,0.7881,1.3158,1.9621,1.1599,7.8116,118.95,929.4,3.5295,1.5344,1.2207,35.22
2006-12-29,0.7884,1.3197,1.9586,1.1652,7.8041,119.02,930,3.527,1.5338,1.2195,36.1
2007-01-02,0.796,1.3286,1.9736,1.1647,7.8051,118.83,925.4,3.53,1.5316,1.2125,35.5
2007-01-03,0.7914,1.3169,1.9498,1.1699,7.8051,119.58,926,3.51,1.534,1.2263,35.45
2007-01-04,0.7859,1.3094,1.9443,1.1766,7.809,119.28,931.3,3.52,1.5383,1.2314,35.7
2007-01-05,0.7797,1.3005,1.9305,1.1753,7.8047,118.77,934.1,3.511,1.5377,1.2366,35.7
2007-01-08,0.7813,1.3023,1.9385,1.1777,7.8127,118.49,937.9,3.5125,1.5362,1.2357,35.5
2007-01-09,0.7795,1.2995,1.94,1.1782,7.8055,119.45,938.3,3.507,1.5361,1.2417,35.89
2007-01-10,0.7766,1.294,1.9334,1.177,7.8075,119.52,937.7,3.514,1.5382,1.2459,35.96
2007-01-11,0.7823,1.2904,1.9439,1.1761,7.7945,120.49,938.6,3.517,1.5426,1.2482,35.86
2007-01-12,0.7826,1.2926,1.9577,1.1706,7.7984,120.36,939.6,3.512,1.5428,1.2485,35.88
2007-01-16,0.7826,1.2918,1.9605,1.1748,7.79,120.64,938.1,3.501,1.5393,1.248,35.79
2007-01-17,0.7865,1.2948,1.972,1.1737,7.7752,120.54,936.7,3.5,1.5373,1.2456,35.65
2007-01-18,0.7886,1.2942,1.9715,1.1752,7.7705,121.32,936.4,3.5,1.538,1.2496,35.2
2007-01-19,0.7892,1.2968,1.9759,1.1722,7.7752,121.22,936.2,3.499,1.5375,1.2479,35.17
2007-01-22,0.7893,1.2957,1.9772,1.1758,7.7759,121.56,940.5,3.5005,1.5377,1.2484,35.03
2007-01-23,0.7921,1.3025,1.9847,1.1813,7.7756,121.54,940,3.5005,1.5343,1.2404,35
2007-01-24,0.7818,1.2964,1.9675,1.1824,7.7705,120.77,935.5,3.4995,1.5353,1.2481,35.19
2007-01-25,0.7774,1.298,1.9703,1.1781,7.7705,120.97,935.9,3.5,1.5347,1.2439,34.07
2007-01-26,0.7724,1.2909,1.9598,1.1798,7.7748,121.53,940.5,3.5,1.5385,1.2534,33.4
2007-01-29,0.7726,1.2948,1.9592,1.1815,7.773,121.81,940.1,3.501,1.5392,1.2528,34
2007-01-30,0.7724,1.2954,1.9617,1.1814,7.775,121.7,942.2,3.5013,1.5375,1.253,34.25
2007-01-31,0.774,1.2998,1.9611,1.1792,7.7714,121.02,941,3.5,1.5362,1.247,34.78
2007-02-01,0.7746,1.3021,1.9686,1.1756,7.7575,120.67,937,3.5,1.5342,1.2427,35.13
2007-02-02,0.7747,1.296,1.9662,1.1838,7.7555,121.02,937,3.5,1.5358,1.2476,34.92
2007-02-05,0.7769,1.2933,1.96,1.1816,7.7602,120.34,935.5,3.5,1.5337,1.2481,34.48
2007-02-06,0.7769,1.2969,1.9693,1.1819,7.7565,120.35,932.5,3.4955,1.533,1.2414,34.08
2007-02-07,0.7786,1.302,1.9699,1.1851,7.7474,120.65,933.2,3.4925,1.5315,1.2398,34.18
2007-02-08,0.7812,1.3034,1.9586,1.1852,7.7484,121.19,934.5,3.493,1.5322,1.2471,34.22
2007-02-09,0.7765,1.3005,1.9512,1.1736,7.7476,121.59,934.3,3.4928,1.5335,1.2484,33.6
2007-02-12,0.7726,1.2962,1.9474,1.1746,7.757,121.77,937.4,3.4923,1.5409,1.2532,33.6
2007-02-13,0.7774,1.3024,1.9443,1.1686,7.7632,121.24,939.4,3.499,1.5424,1.2489,33.4
2007-02-14,0.7833,1.3126,1.9628,1.166,7.7565,120.8,938.2,3.4955,1.5368,1.2399,33.36
2007-02-15,0.7847,1.314,1.9532,1.1642,7.7545,119.49,934.2,3.495,1.5349,1.2362,33.33
2007-02-16,0.7868,1.3137,1.9499,1.1638,7.7426,119.23,936,3.492,1.5315,1.2341,33.21
2007-02-20,0.7852,1.3134,1.9547,1.1697,7.7466,120.1,938.2,3.4925,1.5342,1.2369,33.63
2007-02-21,0.7899,1.3126,1.9524,1.1609,7.7426,120.99,938.2,3.4925,1.5332,1.2393,33.7
2007-02-22,0.7895,1.3134,1.9571,1.1616,7.7436,121.3,938.7,3.494,1.5335,1.2383,33.82
2007-02-23,0.792,1.3164,1.9639,1.1586,7.7416,121.1,937.5,3.492,1.5306,1.2332,33.52
2007-02-26,0.7931,1.3159,1.9631,1.1601,7.75,120.76,938.5,3.491,1.5275,1.2327,33.77
2007-02-27,0.7933,1.3246,1.9661,1.1639,7.7416,118.67,938.5,3.494,1.5258,1.2205,34.13
2007-02-28,0.7892,1.323,1.9613,1.17,7.741,118.33,942.3,3.5,1.5281,1.2189,33.8
2007-03-01,0.7863,1.3173,1.9579,1.1711,7.7435,117.53,941.4,3.505,1.5267,1.2226,33.68
2007-03-02,0.7834,1.3182,1.9458,1.1752,7.7445,116.82,947.4,3.507,1.5265,1.2173,33.56
2007-03-05,0.7728,1.3094,1.9235,1.181,7.7415,116.01,949.1,3.516,1.5312,1.2218,33.13
2007-03-06,0.7737,1.3108,1.927,1.1759,7.7453,116.5,947.6,3.512,1.5286,1.2241,32.65
2007-03-07,0.7765,1.3148,1.9315,1.1785,7.743,116.41,947.1,3.509,1.526,1.2208,32.7
2007-03-08,0.7758,1.3129,1.93,1.1802,7.74,117.35,945.6,3.506,1.5277,1.2287,33.05
2007-03-09,0.7806,1.3118,1.9318,1.1712,7.7445,118.15,945.1,3.502,1.526,1.2332,32.71
2007-03-12,0.7839,1.3186,1.9291,1.1689,7.7454,117.51,943.8,3.5,1.5268,1.225,32.82
2007-03-13,0.7871,1.3199,1.9322,1.1687,7.741,116.96,944.3,3.506,1.5288,1.2218,32.91
2007-03-14,0.786,1.3227,1.9337,1.1755,7.737,116.33,946.2,3.5145,1.5338,1.2139,32.85
2007-03-15,0.7884,1.3249,1.9365,1.1757,7.743,117.26,944.1,3.511,1.5326,1.2142,32.9
2007-03-16,0.7948,1.3307,1.9423,1.1738,7.728,116.77,944.6,3.5115,1.5254,1.2079,32.8
2007-03-19,0.7996,1.3299,1.946,1.175,7.7355,117.58,943.6,3.5015,1.5251,1.2125,32.95
2007-03-20,0.8016,1.3291,1.958,1.1638,7.732,117.32,941.3,3.4956,1.5259,1.2137,32.75
2007-03-21,0.8015,1.3305,1.9596,1.1578,7.735,117.83,937.7,3.47,1.523,1.2151,31.9
2007-03-22,0.8083,1.3359,1.9672,1.1574,7.7286,117.79,937.9,3.4695,1.5176,1.2115,31.8
2007-03-23,0.8062,1.3302,1.9632,1.1601,7.729,117.82,937.2,3.4575,1.5177,1.2169,32.1
2007-03-26,0.8097,1.3336,1.9694,1.1627,7.7396,117.84,937.65,3.453,1.5151,1.2144,32.45
2007-03-27,0.8089,1.3357,1.9664,1.1584,7.7334,117.8,940.7,3.4527,1.5156,1.213,31.92
2007-03-28,0.8064,1.3331,1.9611,1.1579,7.7318,116.83,939.6,3.4615,1.5174,1.2147,31.95
2007-03-29,0.8078,1.3336,1.9627,1.1577,7.728,117.75,940.4,3.45,1.5174,1.2166,32.3
2007-03-30,0.8104,1.3374,1.9685,1.153,7.7232,117.56,941.1,3.456,1.5173,1.2126,32.25
2007-04-02,0.8166,1.3374,1.9786,1.1556,7.7296,117.69,937,3.458,1.5208,1.2139,32.45
2007-04-03,0.8131,1.3363,1.9781,1.1573,7.7267,118.83,936.4,3.46,1.5184,1.2192,32.45
2007-04-04,0.818,1.3364,1.9756,1.1583,7.7345,118.72,936.1,3.455,1.5145,1.2194,32.17
2007-04-05,0.8193,1.3426,1.9708,1.1509,7.725,118.66,932.1,3.449,1.5127,1.2145,32.2
2007-04-06,0.8177,1.338,1.9655,1.1511,7.7248,119.33,931.6,3.448,1.5134,1.2215,32.43
2007-04-09,0.8167,1.3367,1.9608,1.1522,7.729,119.28,932.6,3.445,1.5133,1.225,32.4
2007-04-10,0.825,1.3436,1.9718,1.1479,7.7304,119.07,933.6,3.4465,1.5163,1.2165,32.6
2007-04-11,0.8259,1.3436,1.9786,1.1449,7.7317,119.36,932.2,3.449,1.5175,1.2194,32.19
2007-04-12,0.8276,1.3484,1.9769,1.1362,7.724,118.99,931.6,3.446,1.5182,1.2157,32.33
2007-04-13,0.8326,1.3518,1.9829,1.1379,7.7222,119.27,929,3.441,1.5163,1.2154,32.4
2007-04-16,0.8327,1.355,1.9907,1.1309,7.7283,119.84,931.4,3.439,1.514,1.2132,32.55
2007-04-17,0.8367,1.3569,2.0061,1.1293,7.7288,118.96,928.6,3.434,1.513,1.2092,32.4
2007-04-18,0.8353,1.3574,2.0041,1.1288,7.7208,118.27,927.9,3.428,1.5119,1.2056,32.3
2007-04-19,0.8356,1.3605,2.0029,1.1286,7.7125,118.36,928.5,3.427,1.5124,1.2044,32.49
2007-04-20,0.8363,1.3601,2.0047,1.1227,7.715,118.81,927.4,3.42,1.5109,1.2081,32.35
2007-04-23,0.8339,1.358,2.0017,1.1225,7.728,118.47,926.1,3.42,1.5122,1.2088,32.4
2007-04-24,0.8284,1.3622,2.0028,1.1228,7.7345,118.52,927.25,3.42,1.5142,1.2031,32.58
2007-04-25,0.8333,1.3647,2.0042,1.1146,7.7203,118.62,926.6,3.419,1.511,1.203,32.2
2007-04-26,0.8254,1.359,1.9903,1.1202,7.73,119.5,928.55,3.42,1.5156,1.2092,32.35
2007-04-27,0.8311,1.3625,1.9985,1.1152,7.7139,119.59,929,3.42,1.5182,1.2081,32.8
2007-04-30,0.8326,1.366,2,1.1068,7.709,119.44,931,3.42,1.5197,1.2064,32.8
2007-05-01,0.8287,1.36,1.9993,1.1088,7.7065,119.77,930.7,3.42,1.521,1.2151,32.95
2007-05-02,0.8247,1.3598,1.991,1.1087,7.7039,120.05,929.8,3.4255,1.526,1.2138,32.65
2007-05-03,0.8241,1.3566,1.9878,1.1069,7.705,120.33,926.7,3.4145,1.5233,1.2151,32.82
2007-05-04,0.8207,1.3587,1.9931,1.1069,7.7035,120.16,927.3,3.4155,1.5154,1.2115,32.55
2007-05-07,0.8254,1.3616,1.9944,1.1024,7.7039,119.96,922.3,3.413,1.5138,1.2096,32.51
2007-05-08,0.8277,1.3532,1.9902,1.1048,7.6951,119.89,922.7,3.4065,1.516,1.2182,32.65
2007-05-09,0.8285,1.3549,1.9963,1.1063,7.6941,119.8,923.2,3.397,1.5157,1.2165,32.65
2007-05-10,0.832,1.3512,1.9833,1.1073,7.6936,120.37,925.65,3.4015,1.5179,1.2192,32.53
2007-05-11,0.8326,1.3519,1.9824,1.1136,7.6835,120.19,926.1,3.3995,1.5171,1.2188,32.75
2007-05-14,0.8333,1.3544,1.9803,1.1067,7.6719,120.37,923.15,3.3985,1.5158,1.2194,33.35
2007-05-15,0.8348,1.3603,1.9862,1.0976,7.6938,120.22,924.2,3.398,1.5149,1.2135,33.08
2007-05-16,0.8248,1.3522,1.9774,1.1028,7.683,120.74,923.6,3.3975,1.5223,1.222,33.4
2007-05-17,0.8219,1.3494,1.9748,1.0976,7.673,121.3,927.8,3.4015,1.5266,1.2268,33.16
2007-05-18,0.825,1.3511,1.9755,1.0883,7.6636,121.09,934,3.3915,1.5257,1.2267,32.87
2007-05-21,0.82,1.3457,1.9695,1.0854,7.6656,121.57,929.9,3.391,1.5275,1.2306,32.9
2007-05-22,0.8213,1.3464,1.9768,1.0854,7.656,121.47,931.7,3.383,1.5331,1.23,32.8
2007-05-23,0.8246,1.3482,1.9879,1.0816,7.649,121.52,931.2,3.3855,1.5289,1.2266,32.68
2007-05-24,0.8207,1.3429,1.9852,1.0841,7.6525,121.46,932.7,3.384,1.5288,1.2294,32.73
2007-05-25,0.819,1.3452,1.9845,1.0794,7.6527,121.72,928,3.39,1.5286,1.2281,32.55
2007-05-29,0.8202,1.3483,1.9814,1.0719,7.6514,121.79,927.5,3.392,1.5279,1.2227,32.78
2007-05-30,0.822,1.3419,1.9747,1.0753,7.6463,121.48,930.8,3.4015,1.5307,1.2259,32.6
2007-05-31,0.8272,1.3453,1.9797,1.0701,7.6516,121.76,927.4,3.397,1.5307,1.2252,33.03
2007-06-01,0.8313,1.344,1.9804,1.0602,7.6483,122.1,928.1,3.397,1.5312,1.2299,32.9
2007-06-04,0.8341,1.3488,1.9922,1.0579,7.6503,121.72,927.3,3.394,1.53,1.2231,32.81
2007-06-05,0.8371,1.3526,1.9941,1.0605,7.6397,121.49,926.5,3.406,1.53,1.2187,32.75
2007-06-06,0.8408,1.3492,1.9915,1.0586,7.6377,121.08,926.8,3.432,1.5332,1.2176,32.71
2007-06-07,0.8447,1.3456,1.9798,1.0611,7.6525,121.34,926.5,3.4355,1.536,1.2243,32.59
2007-06-08,0.8427,1.3359,1.9657,1.0622,7.6666,121.62,932.3,3.4605,1.5415,1.2345,32.6
2007-06-11,0.8426,1.3359,1.9686,1.0614,7.668,121.78,931.7,3.469,1.5415,1.2386,32.38
2007-06-12,0.8439,1.3325,1.975,1.0636,7.6456,121.76,930.2,3.454,1.5411,1.2424,32.4
2007-06-13,0.8402,1.3295,1.9728,1.0668,7.637,122.37,931.5,3.464,1.5439,1.2447,32.45
2007-06-14,0.8349,1.3311,1.9696,1.0684,7.642,122.97,929.7,3.455,1.5423,1.2452,32.4
2007-06-15,0.84,1.3365,1.9765,1.0678,7.6245,123.55,927.6,3.4405,1.539,1.2428,32.5
2007-06-18,0.8421,1.3401,1.9822,1.072,7.6193,123.67,928.4,3.4255,1.5371,1.2409,32.43
2007-06-19,0.846,1.3416,1.9884,1.0638,7.6175,123.39,927.6,3.435,1.5378,1.2402,32.15
2007-06-20,0.8458,1.3426,1.9937,1.0646,7.618,123.6,927.6,3.427,1.5359,1.2374,32.21
2007-06-21,0.8468,1.3399,1.9924,1.0727,7.6208,123.68,926.6,3.4525,1.5356,1.2404,32.2
2007-06-22,0.8482,1.3438,1.9975,1.0676,7.622,124.09,927.9,3.451,1.5385,1.2316,32.18
2007-06-25,0.848,1.345,1.9962,1.0712,7.6187,123.84,926.2,3.463,1.5365,1.2305,32.15
2007-06-26,0.8474,1.3468,1.9997,1.0692,7.6178,123.49,926.1,3.474,1.5376,1.2284,31.98
2007-06-27,0.8375,1.3433,1.9965,1.0716,7.621,122.52,927.4,3.481,1.538,1.2291,31.55
2007-06-28,0.8461,1.3466,2.0022,1.0626,7.6198,123.01,926.6,3.465,1.5333,1.2286,31.65
2007-06-29,0.8491,1.352,2.0063,1.0634,7.612,123.39,922.6,3.45,1.53,1.224,31.68
2007-07-02,0.8596,1.3627,2.0161,1.0553,7.6055,122.32,921.3,3.432,1.523,1.2112,31.65
2007-07-03,0.8543,1.3615,2.0168,1.0593,7.5948,122.4,917.7,3.444,1.5228,1.2152,31.7
2007-07-05,0.8561,1.3592,2.0114,1.0567,7.6,122.82,921.7,3.445,1.5211,1.2178,31.06
2007-07-06,0.8569,1.3626,2.0119,1.0478,7.6,123.27,919.4,3.447,1.5195,1.2181,31.28
2007-07-09,0.8605,1.3623,2.0166,1.0479,7.6055,123.34,920.9,3.438,1.5203,1.217,31.6
2007-07-10,0.8622,1.3714,2.0248,1.052,7.5855,122.19,919.6,3.4375,1.5163,1.2074,31.26
2007-07-11,0.8614,1.3757,2.032,1.0557,7.566,122.13,919.1,3.449,1.5152,1.2044,30.52
2007-07-12,0.8638,1.3776,2.0288,1.0467,7.569,122.5,918.4,3.4485,1.5155,1.2033,30.9
2007-07-13,0.8688,1.3788,2.0344,1.0476,7.571,121.99,916.4,3.438,1.5157,1.2019,30.42
2007-07-16,0.8722,1.3785,2.0374,1.043,7.566,121.9,917.9,3.44,1.5169,1.2018,29.85
2007-07-17,0.8732,1.3782,2.0455,1.0435,7.5651,122.36,917.9,3.442,1.5179,1.203,30.05
2007-07-18,0.8778,1.3808,2.0534,1.0435,7.5655,121.83,916.2,3.441,1.5167,1.1997,30.19
2007-07-19,0.8796,1.3811,2.049,1.0425,7.558,122.06,915.7,3.431,1.5123,1.2023,30.06
2007-07-20,0.8796,1.3831,2.0566,1.044,7.5727,121.15,914.7,3.4215,1.5115,1.1998,29.7
2007-07-23,0.8835,1.3817,2.0585,1.045,7.5652,121.31,914.9,3.408,1.5076,1.2054,29.28
2007-07-24,0.8841,1.3824,2.0626,1.0372,7.566,120.57,913.8,3.402,1.5046,1.205,29.5
2007-07-25,0.8828,1.3711,2.0511,1.0423,7.5596,120.33,913.6,3.4295,1.5108,1.214,30.08
2007-07-26,0.878,1.373,2.0488,1.0504,7.568,119.14,917.9,3.455,1.5146,1.2068,29.5
2007-07-27,0.856,1.3647,2.029,1.059,7.564,118.56,921.4,3.4665,1.5153,1.2073,29.75
2007-07-30,0.8509,1.3681,2.0238,1.0689,7.57,118.41,923,3.461,1.5133,1.2015,29.8
