date,TBIL,AMZN,INTC,JNJ,JPM,KO,META,NFLX,PG,TSLA,XOM
27/09/24,0.045,188.9900055,22.77000046,165.1199951,225.3699951,69.90975952,576.0053711,763.8900146,171.2799988,220.6999969,120.0100021
30/09/24,0.0452,189.0700073,22.84000015,162.8300018,223,68.92720795,574.6964111,772.0700073,169.5399933,218.8500061,120.0800018
01/10/24,0.045,189.6999969,22.39999962,163.4499969,224.1199951,68.92720795,581.5409546,764.2399902,169.6999969,217.9700012,120.6999969
02/10/24,0.0448,184.7100067,21.97999954,165.8600006,223.4100037,67.4980545,563.2356567,749.289978,169.5800018,213.6499939,120.2699966
03/10/24,0.0448,186.3800049,22.34000015,163.6699982,224.9799957,66.79340363,567.3223877,754.5499878,169.6199951,260.480011,119.5899963
04/10/24,0.0453,187.8300018,22.68000031,160.8800049,222.3099976,66.41625214,572.7879639,754.6799927,168.2200012,269.1900024,119.4899979
07/10/24,0.0455,188.3899994,22.92000008,161.6000061,225.5,66.1681366,577.6939697,749.1199951,169.3000031,262.5100098,118.9000015
08/10/24,0.0453,190.8300018,22.89999962,160.0899963,222.8999939,65.06649017,592.8018799,759.4400024,167.1699982,259.519989,117.2799988
09/10/24,0.0454,192.7299957,22.29999924,160.6100006,224.4100037,65.42378235,591.322998,753.7399902,166.1600037,257.5499878,116.6900024
10/10/24,0.0454,186.3999939,21.52000046,159.8600006,221.9199982,64.81837463,567.1225586,756.0300293,165.1799927,249.8500061,116.7799988
11/10/24,0.0453,197.9299927,23.20000076,160.1300049,222.9400024,64.52063751,566.7028809,756.0999756,165.1000061,248.9799957,114.9499969
15/10/24,0.0452,195.7799988,22.52000046,158.2400055,219.7799988,64.61988068,560.2280884,755.5100098,165.0800018,242.8399963,118.6100006
16/10/24,0.0451,199.5,23.31999969,158.3500061,221.4900055,64.87792969,571.9686279,763.9099731,165.7599945,251.4400024,118.9599991
17/10/24,0.0454,207.0899963,25.04999924,157.8800049,247.0599976,63.22049713,571.5889282,780.210022,161.0500031,288.5299988,121
18/10/24,0.0453,210.0500031,26.22999954,156.7299957,236.3800049,63.18079758,591.2231445,796.539978,163.4100037,296.9100037,121.1500015
21/10/24,0.0451,208.1799927,26.20000076,155.4700012,236.9799957,63.43883896,588.8650513,795.039978,167.7100067,321.2200012,121.1100006
22/10/24,0.0451,206.8399963,25.04999924,155.0399933,239.2899933,62.88305664,582.6999512,805.4400024,166.0299988,350,120.4700012
23/10/24,0.0452,208.9100037,24.15999985,152.6399994,239.5599976,62.72426224,584.3486328,819.5,165.8399963,328.4899902,120.3499985
24/10/24,0.045,214.1000061,24.92000008,153.2400055,241.1600037,62.52576447,579.5325317,830.4699707,166.5800018,330.2399902,121.4700012
25/10/24,0.0452,211.4799957,25.03000069,151.8699951,241.8699951,62.07915115,576.6948242,837.2600098,167.0800018,311.1799927,120.5599976
28/10/24,0.0449,202.6100006,24.35000038,154,245.3099976,61.2752533,553.6334229,823.960022,169.5399933,320.7200012,119.3099976
29/10/24,0.0449,201.6999969,24.84000015,154.7700043,245.0299988,61.39434814,553.953186,847.0499878,170.75,338.7399902,120.3099976
30/10/24,0.0447,204.6100006,24.20000076,153,243.0899963,62.11885071,560.6378174,871.3200073,170.7599945,346,118.6299973
31/10/24,0.0444,202.8800049,24.01000023,153.1100006,240.7799988,62.51584244,565.064209,883.8499756,170.8899994,342.0299988,120.3199997
01/11/24,0.0441,198.3800049,24.44000053,155.5,244.7599945,63.28004456,562.6361694,897.4799805,172.75,339.6400146,121.9300003
04/11/24,0.0444,197.1199951,24.5,155.1699982,248.5500031,63.43883896,558.6893921,897.789978,176.2799988,352.5599976,121.7900009
05/11/24,0.0443,201.4499969,24.87000084,155.7799988,250.2899933,63.8953743,564.654541,865.5900269,177.3899994,338.5899963,119.9700012
06/11/24,0.0444,207.8600006,24.04999924,154.5200043,249.9700012,64.06410217,573.0776978,872.5999756,179.3099976,338.230011,117.9700012
07/11/24,0.0443,205.7400055,23.64999962,155.3999939,249.7899933,63.94499969,568.741272,877.3400269,179.3600006,332.8900146,117.6600037
08/11/24,0.0443,207.8899994,24.04999924,155.0099945,249.7200012,64.08000183,573.8571167,886.8099976,179.2599945,345.1600037,117.9599991
12/11/24,0.0443,210.7100067,23.93000031,154.8000031,246.25,63.65000153,592.3522339,897.7399902,179.6999969,357.0899963,117.8499985
13/11/24,0.044,213.4400024,22.46999931,152.3600006,244.8200073,63.52000046,613.1554565,902.1699829,175.4199982,351.4200134,117.6699982
14/11/24,0.0441,218.1600037,21.95999908,150.4700012,243.3999939,62.20999908,613.2853394,911.0599976,175.1100006,357.9299927,114.2799988
15/11/24,0.0441,220.5500031,20.79999924,149.5200043,245.4799957,62.91999817,608.439209,917.8699951,176.0299988,369.4899902,114.7799988
18/11/24,0.0442,227.0299988,20.92000008,149.3099976,247.3600006,62.52999878,623.2672729,934.7399902,173.8200073,389.2200012,113.5699997
19/11/24,0.0441,226.0899963,20.80999947,149.6000061,243.8099976,62.59999847,613.0755005,913.6900024,170.7899933,389.7900085,112.9000015
20/11/24,0.0442,225.0399933,20.15999985,149.2299957,242.8600006,62.90999985,618.8208618,913.3499756,172.2799988,400.9899902,112.6699982
21/11/24,0.0443,230.2599945,20.12000084,146.6399994,243.5299988,62.63999939,632.1700439,936.5599976,170.6300049,424.769989,111.9199982
22/11/24,0.0443,228.9700012,20.78000069,146.2400055,241.5299988,63.84000015,630.2815552,925.5499878,170.8500061,418.1000061,111.8199997
25/11/24,0.0442,227.4600067,20.34000015,146.6199951,239.9400024,63.11999893,619.8499756,918.8699951,171.0599976,436.230011,110.8399963
26/11/24,0.044,232.9299927,20.82999992,143.8500061,239.5800018,62.54999924,624.2399902,921.0800171,171.1399994,463.019989,108.4700012
27/11/24,0.044,231.1499939,20.44000053,146.4100037,238.3600006,63.40000153,619.4400024,919.1300049,170.3300018,479.8599854,108.0100021
29/11/24,0.0439,220.5200043,19.29999924,144.75,230.3699951,62.84999847,597.1900024,889.5499878,169.0800018,440.1300049,106.4199982
02/12/24,0.0438,223.2899933,19.05999947,143.5800018,232.9600067,62.45000076,595.5700073,902.039978,169.1900024,436.1700134,105.5100021
03/12/24,0.0436,224.9199982,19.52000046,144.4700012,237.6000061,62.54999924,585.25,909.0499878,168.0599976,421.0599976,105.8700027
04/12/24,0.0435,225.0599976,20.20000076,145.2700043,238.3899994,62.38000107,599.8499756,911.4500122,168.1100006,430.6000061,106.3000031
05/12/24,0.0434,229.0500031,20.39999962,145.8500061,242.3099976,62.84000015,607.75,932.1199951,168.9400024,462.2799988,106.4000015
06/12/24,0.0431,227.0500031,20.44000053,145.5800018,243.1399994,62.56999969,603.3499756,924.1400146,170.1600037,454.1300049,106.4899979
09/12/24,0.043,223.75,20.29999924,145.0500031,241.1699982,62.45000076,599.8099976,907.5499878,169.5299988,431.6600037,106.4800034
