Date,BMW.DE,SIE.DE
2010-01-05,0.008112244827297665,0.0006109413122863394
2010-01-06,0.01547502494713493,0.003663688289289091
2010-01-07,0.00883888751023365,0.011863083273040642
2010-01-08,-0.013444140955955253,0.00631304288996426
2010-01-11,-0.014852182106037226,0.0025391017859293097
2010-01-12,-0.029064414411661965,-0.012216957151750973
2010-01-13,0.006082934620583069,0.00904985387391899
2010-01-14,0.01479697008128289,0.004484207898282966
2010-01-15,-0.008152848257321432,-0.011458306745152247
2010-01-18,0.014859246288972505,0.005268666560027446
2010-01-19,0.010280399217132308,0.01123098442302739
2010-01-20,-0.019426504465949068,-0.024878051109143318
2010-01-21,-0.02028287001748308,-0.016704490064880617
2010-01-22,-0.01460453332008993,0.0004633010954553374
2010-01-25,-0.018241087558129143,-0.0027788009645195455
2010-01-26,0.0038154319759078348,0.051393498082326516
2010-01-27,-0.02197979083253876,0.01073092090675365
2010-01-28,-0.0013515972184571234,-0.03105416874181477
2010-01-29,0.04771574137815593,0.002003135557302027
2010-02-01,0.0033913784474601805,0.00030763583910986547
2010-02-02,0.0035409711716118952,0.01614148976583807
2010-02-03,0.0016038531529545264,-0.009530833059722021
2010-02-04,-0.02850277016199987,-0.03696360356950101
2010-02-05,-0.013680599889042577,-0.021887539559721003
2010-02-08,-0.010360987819422851,0.024208708753067798
2010-02-09,0.0005065868605866886,0.006713327003131875
2010-02-10,0.0013502142940773343,0.00031769708068685176
2010-02-11,-0.0058991154426345505,0.001111026829319961
2010-02-12,-0.01661594878210415,-0.014745588527632192
2010-02-15,-0.012068777204849446,0.009816773117516941
2010-02-16,0.026352481117869475,0.007968071137209431
2010-02-17,0.00714144386943949,0.01660073908895887
2010-02-18,-0.006753244751083631,0.013530358496771866
2010-02-19,0.03467616379813965,0.0026084158933341595
2010-02-22,-0.00574986912937836,-0.005203529400440443
2010-02-23,-0.018836479242781423,-0.018307571910460507
2010-02-24,-0.0069050168268404155,0.005641676314336985
2010-02-25,-0.0037307197577172158,-0.028829554034735194
2010-02-26,0.013957481457879783,0.010750941750806264
2010-03-01,0.022158859019523414,0.028258322452724416
2010-03-02,0.029397344186254726,0.017600833894705126
2010-03-03,0.00989143429287509,0.019572137297119818
2010-03-04,-0.0028436087324212878,-0.011160767587485076
2010-03-05,0.02550703234880447,0.015199446684908136
2010-03-08,-0.011586617694124501,-0.005781238291576507
2010-03-09,0.004376278913124754,-0.00029814827311502867
2010-03-10,0.0042017897176935826,0.01088732314850116
2010-03-11,0.013172002515241976,-0.008261918513392308
2010-03-12,-0.004588279795158301,0.017256808572965188
2010-03-15,0.0030728553273364767,-0.009944557424730327
2010-03-16,0.0035236817641819407,0.02909900578331781
