days,rates
0,0.041
90,0.0390022
182,0.038888250000000006
217,0.0387846059
308,0.0386811568
399,0.0385777777
490,0.038492743986
581,0.0383709895
672,0.03824675403
763,0.0380640412
1097,0.0378312
1462,0.0375018
1827,0.0376
2192,0.0378724
2560,0.038573500000000004
2924,0.03922395
3288,0.03983665
3653,0.0404156
4384,0.041487100000000006
5480,0.0427691
7306,0.04390395000000001
9133,0.04414375000000001
10960,0.04393645
