Date,Adj Close_KO,Adj Close_^NDX
2016-01-04,32.3402709960938,4497.85986328125
2016-01-05,32.4546699523926,4484.18017578125
2016-01-06,32.2792358398438,4443.990234375
2016-01-07,31.7453212738037,4305.72021484375
2016-01-08,31.6614246368408,4270.77978515625
2016-01-11,31.7148017883301,4283.5498046875
2016-01-12,32.1266860961914,4333.72021484375
2016-01-13,31.9207553863525,4183.1201171875
2016-01-14,31.9436302185059,4272.97021484375
2016-01-15,31.653787612915,4141.080078125
2016-01-19,31.9741306304932,4147.06982421875
2016-01-20,31.5622577667236,4136.27978515625
2016-01-21,31.5699005126953,4142.60009765625
2016-01-22,32.0809326171875,4259.77001953125
2016-01-25,32.1571922302246,4196.52978515625
2016-01-26,32.0961837768555,4233.85009765625
2016-01-27,32.1038055419922,4128.85986328125
2016-01-28,32.4699211120605,4186.06005859375
2016-01-29,32.736873626709,4279.169921875
2016-02-01,32.7979049682617,4286.56005859375
2016-02-02,32.3707733154297,4193.10009765625
2016-02-03,32.5843391418457,4171.97021484375
2016-02-04,32.4394073486328,4167.77001953125
2016-02-05,32.3707733154297,4024.46997070313
2016-02-08,32.5309410095215,3960.669921875
2016-02-09,33.0267295837402,3947.80004882812
2016-02-10,32.4546699523926,3966.28002929687
2016-02-11,32.3478851318359,3962.21997070312
2016-02-12,32.8818130493164,4019.18994140625
2016-02-16,33.0724868774414,4104.330078125
2016-02-17,33.1716461181641,4199.10009765625
2016-02-18,33.2631797790527,4151.490234375
2016-02-19,33.3852195739746,4164.08984375
2016-02-22,33.5148811340332,4231.27001953125
2016-02-23,33.3241958618164,4162.5400390625
2016-02-24,33.492000579834,4200.66015625
2016-02-25,33.6826858520508,4241.06005859375
2016-02-26,32.9046821594238,4235.6201171875
2016-02-29,32.8970603942871,4201.1201171875
2016-03-01,33.3241958618164,4333.60986328125
2016-03-02,33.3852195739746,4334.39013671875
2016-03-03,33.5301284790039,4325.85986328125
2016-03-04,33.6445465087891,4329
2016-03-07,33.5682678222656,4303.330078125
2016-03-08,33.8047142028809,4265.509765625
2016-03-09,34.1784782409668,4293.22998046875
2016-03-10,34.4988098144531,4286.97021484375
2016-03-11,34.7447967529297,4361.830078125
2016-03-14,34.8139801025391,4367.330078125
2016-03-15,34.7755508422852,4367.080078125
2016-03-16,34.6295013427734,4404.2001953125
2016-03-17,35.1829528808594,4400.259765625
2016-03-18,35.0522651672363,4410.830078125
2016-03-21,35.1060829162598,4426.97998046875
2016-03-22,34.9754104614258,4437.6201171875
2016-03-23,34.9446487426758,4402.56005859375
2016-03-24,35.0369033813477,4405.52978515625
2016-03-28,35.2060050964355,4398.06982421875
2016-03-29,35.7287254333496,4467.72021484375
2016-03-30,35.8055839538574,4490.8798828125
2016-03-31,35.659538269043,4483.66015625
2016-04-01,35.9977569580078,4532.080078125
2016-04-04,36.043872833252,4511.7001953125
2016-04-05,35.7671585083008,4470.75
2016-04-06,35.9055252075195,4543.77978515625
2016-04-07,35.6364784240723,4475.2900390625
2016-04-08,36.0285034179687,4474.93017578125
2016-04-11,35.6979789733887,4458.7099609375
2016-04-12,35.8593978881836,4496.0400390625
2016-04-13,35.390495300293,4554.72021484375
2016-04-14,35.2290649414063,4554.6298828125
2016-04-15,35.4366188049316,4543.16015625
2016-04-18,35.5288581848145,4569.31005859375
2016-04-19,35.8209609985352,4537.08984375
2016-04-20,34.1067848205566,4540.43994140625
