Date,BTC,EEM,Gold,TLX,SPY
2025-03-03,86065.671875,41.82059097290039,2890.199951171875,89.2218017578125,5849.72021484375
2025-03-04,87222.1953125,42.17210006713867,2909.60009765625,88.123046875,5778.14990234375
2025-03-05,90623.5625,43.431697845458984,2915.300048828125,87.41944885253906,5842.6298828125
2025-03-06,89961.7265625,43.158302307128906,2916.60009765625,87.13031005859375,5738.52001953125
2025-03-07,86742.671875,43.373111724853516,2904.699951171875,86.85079193115234,5770.2001953125
2025-03-08,86154.59375,43.373111724853516,2904.699951171875,86.85079193115234,5770.2001953125
2025-03-09,80601.0390625,43.373111724853516,2904.699951171875,86.85079193115234,5770.2001953125
2025-03-10,78532.0,42.33809280395508,2891.0,87.75679016113281,5614.56005859375
2025-03-11,82862.2109375,42.689613342285156,2912.89990234375,87.13031005859375,5572.06982421875
2025-03-12,83722.359375,42.923954010009766,2939.10009765625,86.60983276367188,5599.2998046875
2025-03-13,81066.703125,42.74819564819336,2984.300048828125,87.37126922607422,5521.52001953125
2025-03-14,83969.1015625,43.52934265136719,2994.5,86.90861511230469,5638.93994140625
2025-03-15,84343.109375,43.52934265136719,2994.5,86.90861511230469,5638.93994140625
2025-03-16,82579.6875,43.52934265136719,2994.5,86.90861511230469,5638.93994140625
2025-03-17,84075.6875,44.27143096923828,3000.0,87.34233856201172,5675.1201171875
2025-03-18,82718.5,44.046852111816406,3035.10009765625,87.42909240722656,5614.66015625
2025-03-19,86854.2265625,44.154258728027344,3035.89990234375,87.88208770751953,5675.2900390625
2025-03-20,84167.1953125,43.74415969848633,3040.0,87.93991088867188,5662.89013671875
2025-03-21,84043.2421875,43.52934265136719,3018.199951171875,87.41944885253906,5667.56005859375
2025-03-22,83832.484375,43.52934265136719,3018.199951171875,87.41944885253906,5667.56005859375
2025-03-23,86054.375,43.52934265136719,3018.199951171875,87.41944885253906,5667.56005859375
2025-03-24,87498.9140625,43.72462463378906,3013.10009765625,86.52308654785156,5767.56982421875
2025-03-25,87471.703125,43.597694396972656,3023.699951171875,86.51344299316406,5776.64990234375
2025-03-26,86900.8828125,43.33405685424805,3020.89990234375,85.94478607177734,5712.2001953125
2025-03-27,87177.1015625,43.54887008666992,3060.199951171875,85.69420623779297,5693.31005859375
2025-03-28,84353.1484375,42.738433837890625,3086.5,86.87969970703125,5580.93994140625
2025-03-29,82597.5859375,42.738433837890625,3086.5,86.87969970703125,5580.93994140625
2025-03-30,82334.5234375,42.738433837890625,3086.5,86.87969970703125,5580.93994140625
2025-03-31,82548.9140625,42.670082092285156,3122.800048828125,87.73751068115234,5611.85009765625
2025-04-01,85169.171875,42.80678176879883,3118.89990234375,88.49778747558594,5633.06982421875
2025-04-02,82485.7109375,42.8653678894043,3139.89990234375,88.43977355957031,5670.97021484375
2025-04-03,83102.828125,41.95729064941406,3097.0,88.84603118896484,5396.52001953125
2025-04-04,83843.8046875,39.62361526489258,3012.0,89.8133316040039,5074.080078125
2025-04-05,83504.796875,39.62361526489258,3012.0,89.8133316040039,5074.080078125
2025-04-06,78214.484375,39.62361526489258,3012.0,89.8133316040039,5074.080078125
2025-04-07,79235.3359375,38.149200439453125,2951.300048828125,87.10491180419922,5062.25
2025-04-08,76271.953125,37.61216354370117,2968.39990234375,85.46049499511719,4982.77001953125
2025-04-09,82573.953125,40.219234466552734,3056.5,85.96348571777344,5456.89990234375
2025-04-10,79626.140625,39.525970458984375,3155.199951171875,83.59362030029297,5268.0498046875
2025-04-11,83404.8359375,40.76604080200195,3222.199951171875,84.04826354980469,5363.35986328125
2025-04-12,85287.109375,40.76604080200195,3222.199951171875,84.04826354980469,5363.35986328125
2025-04-13,83684.9765625,40.76604080200195,3222.199951171875,84.04826354980469,5363.35986328125
2025-04-14,84542.390625,41.1370849609375,3204.800048828125,84.64797973632812,5405.97021484375
2025-04-15,83668.9921875,41.098026275634766,3218.699951171875,84.94783782958984,5396.6298828125
2025-04-16,84033.8671875,40.61957550048828,3326.60009765625,85.42181396484375,5275.7001953125
2025-04-17,84895.75,40.932029724121094,3308.699951171875,84.66731262207031,5282.7001953125
2025-04-18,84450.8046875,40.932029724121094,3308.699951171875,84.66731262207031,5282.7001953125
2025-04-19,85063.4140625,40.932029724121094,3308.699951171875,84.66731262207031,5282.7001953125
2025-04-20,85174.3046875,40.932029724121094,3308.699951171875,84.66731262207031,5282.7001953125
2025-04-21,87518.90625,40.92226791381836,3406.199951171875,83.1873550415039,5158.2001953125
2025-04-22,93441.890625,41.53742218017578,3400.800048828125,83.65166473388672,5287.759765625
2025-04-23,93699.109375,42.015872955322266,3276.300048828125,84.46419525146484,5375.85986328125
2025-04-24,93943.796875,42.50408935546875,3332.0,85.3541030883789,5484.77001953125
2025-04-25,94720.5,42.42597198486328,3282.39990234375,85.98283386230469,5525.2099609375
2025-04-26,94646.9296875,42.42597198486328,3282.39990234375,85.98283386230469,5525.2099609375
2025-04-27,93754.84375,42.42597198486328,3282.39990234375,85.98283386230469,5525.2099609375
2025-04-28,94978.75,42.50408935546875,3332.5,86.52452850341797,5528.75
2025-04-29,94284.7890625,42.62126159667969,3318.800048828125,87.24999237060547,5560.830078125
2025-04-30,94207.3125,42.728668212890625,3305.0,86.54386138916016,5569.06005859375
2025-05-01,96492.3359375,42.718902587890625,3210.0,86.10505676269531,5604.14013671875
2025-05-02,96910.0703125,43.93944549560547,3231.89990234375,85.17302703857422,5686.669921875
2025-05-03,95891.796875,43.93944549560547,3231.89990234375,85.17302703857422,5686.669921875
2025-05-04,94315.9765625,43.93944549560547,3231.89990234375,85.17302703857422,5686.669921875
2025-05-05,94748.0546875,44.27143096923828,3311.300048828125,84.69730377197266,5650.3798828125
2025-05-06,96802.4765625,44.095672607421875,3411.39990234375,84.97885131835938,5606.91015625
2025-05-07,97032.3203125,43.587928771972656,3381.39990234375,85.33808135986328,5631.27978515625
2025-05-08,103241.4609375,43.55863571166992,3296.60009765625,84.38663482666016,5663.93994140625
2025-05-09,102970.8515625,43.851566314697266,3335.39990234375,84.51284790039062,5659.91015625
2025-05-10,104696.328125,43.851566314697266,3335.39990234375,84.51284790039062,5659.91015625
2025-05-11,104106.359375,43.851566314697266,3335.39990234375,84.51284790039062,5659.91015625
2025-05-12,102812.953125,44.7987060546875,3220.0,83.72644805908203,5844.18994140625
2025-05-13,104169.8125,44.87681579589844,3240.300048828125,83.38665771484375,5886.5498046875
2025-05-14,103539.4140625,45.218570709228516,3181.39990234375,82.83328247070312,5892.580078125
2025-05-15,103744.640625,45.19904327392578,3220.699951171875,83.56139373779297,5916.93017578125
2025-05-16,103489.2890625,45.16974639892578,3182.0,83.78469848632812,5958.3798828125
2025-05-17,103191.0859375,45.16974639892578,3182.0,83.78469848632812,5958.3798828125
2025-05-18,106446.0078125,45.16974639892578,3182.0,83.78469848632812,5958.3798828125
2025-05-19,105606.1796875,45.267391204833984,3228.89990234375,83.5419921875,5963.60009765625
2025-05-20,106791.0859375,45.218570709228516,3280.300048828125,82.9400634765625,5940.4599609375
2025-05-21,109678.078125,45.10139846801758,3309.300048828125,81.52262115478516,5844.60986328125
2025-05-22,111673.28125,44.954933166503906,3292.300048828125,81.94979095458984,5842.009765625
2025-05-23,107287.796875,45.14045715332031,3363.60009765625,82.08572387695312,5802.81982421875
2025-05-24,107791.15625,45.14045715332031,3363.60009765625,82.08572387695312,5802.81982421875
2025-05-25,109035.390625,45.14045715332031,3363.60009765625,82.08572387695312,5802.81982421875
2025-05-26,109440.3671875,45.14045715332031,3363.60009765625,82.08572387695312,5802.81982421875
2025-05-27,108994.640625,45.03304672241211,3299.10009765625,83.23131561279297,5921.5400390625
2025-05-28,107802.328125,44.82799530029297,3293.60009765625,82.8720932006836,5888.5498046875
2025-05-29,105641.7578125,44.99399185180664,3317.10009765625,83.63907623291016,5912.169921875
2025-05-30,103998.5703125,44.44718933105469,3288.89990234375,83.7652816772461,5911.68994140625
2025-05-31,104638.09375,44.44718933105469,3288.89990234375,83.7652816772461,5911.68994140625
2025-06-01,105652.1015625,44.44718933105469,3288.89990234375,83.7652816772461,5911.68994140625
2025-06-02,105881.53125,44.7694091796875,3370.60009765625,82.9857177734375,5935.93994140625
2025-06-03,105432.46875,44.87681579589844,3350.199951171875,82.83954620361328,5970.3701171875
2025-06-04,104731.984375,45.43338394165039,3373.5,84.1843032836914,5970.81005859375
2025-06-05,101575.953125,45.667728424072266,3350.699951171875,84.24278259277344,5939.2998046875
2025-06-06,104390.34375,45.81419372558594,3322.699951171875,83.17086029052734,6000.35986328125
2025-06-07,105615.625,45.81419372558594,3322.699951171875,83.17086029052734,6000.35986328125
2025-06-08,105793.6484375,45.81419372558594,3322.699951171875,83.17086029052734,6000.35986328125
2025-06-09,110294.1015625,46.20476531982422,3332.10009765625,83.25857543945312,6005.8798828125
2025-06-10,110257.234375,46.46840286254883,3320.89990234375,83.68732452392578,6038.81005859375
2025-06-11,108686.625,46.663692474365234,3321.300048828125,83.9406967163086,6022.240234375
2025-06-12,105929.0546875,46.74180221557617,3380.89990234375,84.94440460205078,6045.259765625
2025-06-13,106090.96875,45.999717712402344,3431.199951171875,84.12583923339844,5976.97021484375
2025-06-14,105472.40625,45.999717712402344,3431.199951171875,84.12583923339844,5976.97021484375
2025-06-15,105552.0234375,45.999717712402344,3431.199951171875,84.12583923339844,5976.97021484375
2025-06-16,106796.7578125,46.56364440917969,3396.39990234375,83.27806091308594,6033.10986328125
2025-06-17,104601.1171875,45.952392578125,3386.60009765625,84.29149627685547,5982.72021484375
2025-06-18,104883.328125,45.94253158569336,3389.800048828125,84.43766784667969,5980.8701171875
2025-06-19,104684.2890625,45.94253158569336,3389.800048828125,84.43766784667969,5980.8701171875
2025-06-20,103309.6015625,45.67634582519531,3368.10009765625,84.28175354003906,5967.83984375
2025-06-21,102257.40625,45.67634582519531,3368.10009765625,84.28175354003906,5967.83984375
2025-06-22,100987.140625,45.67634582519531,3368.10009765625,84.28175354003906,5967.83984375
2025-06-23,105577.7734375,46.05097961425781,3377.699951171875,84.55459594726562,6025.169921875
2025-06-24,106045.6328125,47.2439079284668,3317.39990234375,85.16851043701172,6092.18017578125
2025-06-25,107361.2578125,47.28334426879883,3327.10009765625,85.27571868896484,6092.16015625
2025-06-26,106960.0,47.59883117675781,3333.5,85.70447540283203,6141.02001953125
2025-06-27,107088.4296875,47.4115104675293,3273.699951171875,85.15877532958984,6173.06982421875
2025-06-28,107327.703125,47.4115104675293,3273.699951171875,85.15877532958984,6173.06982421875
2025-06-29,108385.5703125,47.4115104675293,3273.699951171875,85.15877532958984,6173.06982421875
2025-06-30,107135.3359375,47.55939865112305,3294.39990234375,85.99681854248047,6204.9501953125
2025-07-01,105698.28125,47.648128509521484,3336.699951171875,86.21004486083984,6198.009765625
2025-07-02,108859.3203125,47.85516357421875,3348.0,85.66230773925781,6227.419921875
2025-07-03,109647.9765625,48.07205581665039,3331.60009765625,85.065673828125,6279.35009765625
2025-07-04,108034.3359375,48.07205581665039,3332.5,85.065673828125,6279.35009765625
2025-07-05,108231.1796875,48.07205581665039,3332.5,85.065673828125,6279.35009765625
2025-07-06,109232.0703125,48.07205581665039,3332.5,85.065673828125,6279.35009765625
2025-07-07,108299.8515625,47.39179229736328,3332.199951171875,84.25383758544922,6229.97998046875
2025-07-08,108950.2734375,47.68756103515625,3307.0,84.146240234375,6225.52001953125
2025-07-09,111326.5546875,47.60869216918945,3311.60009765625,85.02654266357422,6263.259765625
2025-07-10,115987.203125,47.736854553222656,3317.39990234375,85.0852279663086,6280.4599609375
2025-07-11,117516.9921875,47.5791130065918,3356.0,83.9114990234375,6259.75
2025-07-12,117435.2265625,47.5791130065918,3356.0,83.9114990234375,6259.75
2025-07-13,119116.1171875,47.5791130065918,3356.0,83.9114990234375,6259.75
2025-07-14,119849.703125,47.648128509521484,3351.5,83.73544311523438,6268.56005859375
2025-07-15,117777.1875,47.993186950683594,3329.800048828125,83.14859008789062,6243.759765625
2025-07-16,118738.5078125,48.21994400024414,3352.5,83.26594543457031,6263.7001953125
2025-07-17,119289.84375,48.49599075317383,3340.10009765625,83.24639129638672,6297.35986328125
2025-07-18,118003.2265625,48.38754653930664,3353.0,83.37355041503906,6296.7900390625
2025-07-19,117939.9765625,48.38754653930664,3353.0,83.37355041503906,6296.7900390625
2025-07-20,117300.7890625,48.38754653930664,3353.0,83.37355041503906,6296.7900390625
2025-07-21,117439.5390625,48.70302963256836,3401.89990234375,84.11690521240234,6305.60009765625
2025-07-22,119995.4140625,48.73260498046875,3439.199951171875,84.62550354003906,6309.6201171875
2025-07-23,118754.9609375,49.22555160522461,3394.10009765625,84.1560287475586,6358.91015625
2025-07-24,118368.0,48.9593620300293,3371.0,84.00930786132812,6363.35009765625
2025-07-25,117635.8828125,48.81147384643555,3334.0,84.53749084472656,6388.64013671875
2025-07-26,117947.3671875,48.81147384643555,3334.0,84.53749084472656,6388.64013671875
2025-07-27,119448.4921875,48.81147384643555,3334.0,84.53749084472656,6388.64013671875
2025-07-28,117924.4765625,48.48613357543945,3309.10009765625,83.98975372314453,6389.77001953125
2025-07-29,117922.1484375,48.50585174560547,3323.39990234375,85.40799713134766,6370.85986328125
2025-07-30,117831.1875,48.15092849731445,3295.800048828125,84.96785736083984,6362.89990234375
2025-07-31,115758.203125,47.874881744384766,3293.199951171875,85.01675415039062,6339.39013671875
2025-08-01,113320.0859375,47.519962310791016,3347.699951171875,86.22541046142578,6238.009765625
2025-08-02,112526.9140625,47.519962310791016,3347.699951171875,86.22541046142578,6238.009765625
2025-08-03,114217.671875,47.519962310791016,3347.699951171875,86.22541046142578,6238.009765625
2025-08-04,115071.8828125,48.01290512084961,3374.39990234375,86.46105194091797,6329.93994140625
2025-08-05,114141.4453125,48.15092849731445,3381.89990234375,86.72615051269531,6299.18994140625
2025-08-06,115028.0,48.377685546875,3380.0,86.22541046142578,6345.06005859375
2025-08-07,117496.8984375,48.781898498535156,3400.300048828125,86.078125,6340.0
2025-08-08,116688.7265625,48.742462158203125,3439.10009765625,85.70503234863281,6389.4501953125
2025-08-09,116500.359375,48.742462158203125,3439.10009765625,85.70503234863281,6389.4501953125
2025-08-10,119306.7578125,48.742462158203125,3439.10009765625,85.70503234863281,6389.4501953125
2025-08-11,118731.4453125,48.60443878173828,3353.10009765625,85.80321502685547,6373.4501953125
2025-08-12,120172.90625,49.19597625732422,3348.89990234375,85.37120056152344,6445.759765625
2025-08-13,123344.0625,49.78750991821289,3358.699951171875,86.078125,6466.580078125
2025-08-14,118359.578125,49.1762580871582,3335.199951171875,85.43992614746094,6468.5400390625
2025-08-15,117398.3515625,49.235408782958984,3336.0,84.83119201660156,6449.7998046875
2025-08-16,117491.3515625,49.235408782958984,3336.0,84.83119201660156,6449.7998046875
2025-08-17,117453.0625,49.235408782958984,3336.0,84.83119201660156,6449.7998046875
2025-08-18,116252.3125,49.52132034301758,3331.699951171875,84.58573913574219,6449.14990234375
2025-08-19,112831.1796875,49.117103576660156,3313.39990234375,85.07666015625,6411.3701171875
2025-08-20,114274.7421875,49.048091888427734,3343.39990234375,85.26319122314453,6395.77978515625
2025-08-21,112419.03125,48.93964385986328,3336.89990234375,84.84101104736328,6370.169921875
2025-08-22,116874.0859375,49.91567611694336,3374.39990234375,85.46939086914062,6466.91015625
2025-08-23,115374.328125,49.91567611694336,3374.39990234375,85.46939086914062,6466.91015625
2025-08-24,113458.4296875,49.91567611694336,3374.39990234375,85.46939086914062,6466.91015625
2025-08-25,110124.3515625,49.62976837158203,3373.800048828125,85.22392272949219,6439.31982421875
2025-08-26,111802.65625,49.50160217285156,3388.60009765625,85.17483520507812,6465.93994140625
2025-08-27,111222.0625,49.205833435058594,3404.60009765625,85.07666015625,6481.39990234375
2025-08-28,112544.8046875,49.393150329589844,3431.800048828125,85.63630676269531,6501.85986328125
2025-08-29,108410.8359375,49.15653991699219,3473.699951171875,85.02755737304688,6460.259765625
2025-08-30,108808.0703125,49.15653991699219,3473.699951171875,85.02755737304688,6460.259765625
2025-08-31,108236.7109375,49.15653991699219,3473.699951171875,85.02755737304688,6460.259765625
2025-09-01,109250.59375,49.15653991699219,3473.699951171875,85.02755737304688,6460.259765625
2025-09-02,111200.5859375,49.117103576660156,3549.39990234375,84.39481353759766,6415.5400390625
2025-09-03,111723.2109375,49.304420471191406,3593.199951171875,85.32125854492188,6448.259765625
2025-09-04,110723.6015625,49.14667892456055,3565.800048828125,85.97174835205078,6502.080078125
2025-09-05,110650.984375,49.738216400146484,3613.199951171875,87.28254699707031,6481.5
2025-09-06,110224.6953125,49.738216400146484,3613.199951171875,87.28254699707031,6481.5
2025-09-07,111167.6171875,49.738216400146484,3613.199951171875,87.28254699707031,6481.5
2025-09-08,112071.4296875,50.19172668457031,3638.10009765625,88.4455337524414,6495.14990234375
2025-09-09,111530.546875,50.4677734375,3643.300048828125,87.94288635253906,6512.60986328125
2025-09-10,113955.359375,50.81283950805664,3643.60009765625,88.4455337524414,6532.0400390625
2025-09-11,115507.5390625,51.5522575378418,3636.89990234375,89.03688049316406,6587.47021484375
2025-09-12,116101.578125,51.52267837524414,3649.39990234375,88.65249633789062,6584.2900390625
2025-09-13,115950.5078125,51.52267837524414,3649.39990234375,88.65249633789062,6584.2900390625
2025-09-14,115407.65625,51.52267837524414,3649.39990234375,88.65249633789062,6584.2900390625
2025-09-15,115444.875,51.897315979003906,3682.199951171875,88.85948181152344,6615.27978515625
2025-09-16,116843.1875,52.28181457519531,3688.89990234375,89.0467300415039,6606.759765625
2025-09-17,116468.5078125,52.508567810058594,3681.800048828125,88.82005310058594,6600.35009765625
2025-09-18,117137.203125,52.38040542602539,3643.699951171875,87.9034652709961,6631.9599609375
2025-09-19,115688.859375,52.2620964050293,3671.5,87.73591613769531,6664.35986328125
2025-09-20,115721.9609375,52.2620964050293,3671.5,87.73591613769531,6664.35986328125
2025-09-21,115306.09375,52.2620964050293,3671.5,87.73591613769531,6664.35986328125
2025-09-22,112748.5078125,52.518428802490234,3740.699951171875,87.4205322265625,6693.75
2025-09-23,112014.5,52.548004150390625,3780.60009765625,88.03158569335938,6656.919921875
2025-09-24,113328.6328125,52.37054443359375,3732.10009765625,87.69650268554688,6637.97021484375
2025-09-25,109049.2890625,52.064918518066406,3736.89990234375,87.69650268554688,6604.72021484375
2025-09-26,109712.828125,51.96632766723633,3775.300048828125,87.6176528930664,6643.7001953125
2025-09-27,109681.9453125,51.96632766723633,3775.300048828125,87.6176528930664,6643.7001953125
2025-09-28,112122.640625,51.96632766723633,3775.300048828125,87.6176528930664,6643.7001953125
2025-09-29,114400.3828125,52.43955612182617,3820.89990234375,88.33711242675781,6661.2099609375
2025-09-30,114056.0859375,52.6465950012207,3840.800048828125,88.08087921142578,6688.4599609375
2025-10-01,118648.9296875,53.0606689453125,3867.5,88.30834197998047,6711.2001953125
2025-10-02,120681.2578125,53.3071403503418,3839.699951171875,88.56549072265625,6715.35009765625
2025-10-03,122266.53125,53.464881896972656,3880.800048828125,88.39734649658203,6715.7900390625
2025-10-04,122425.4296875,53.464881896972656,3880.800048828125,88.39734649658203,6715.7900390625
2025-10-05,123513.4765625,53.464881896972656,3880.800048828125,88.39734649658203,6715.7900390625
2025-10-06,124752.53125,53.71135711669922,3948.5,87.69515228271484,6740.27978515625
2025-10-07,121451.3828125,53.29728317260742,3976.60009765625,88.19955444335938,6714.58984375
2025-10-08,123354.8671875,53.72121810913086,4043.300048828125,88.26878356933594,6753.72021484375
2025-10-09,121705.5859375,53.16911697387695,3946.300048828125,88.19955444335938,6735.10986328125
2025-10-10,113214.3671875,51.207191467285156,3975.89990234375,89.62372589111328,6552.509765625
2025-10-11,110807.8828125,51.207191467285156,3975.89990234375,89.62372589111328,6552.509765625
2025-10-12,115169.765625,51.207191467285156,3975.89990234375,89.62372589111328,6552.509765625
2025-10-13,115271.078125,52.69588851928711,4108.60009765625,89.57426452636719,6654.72021484375
2025-10-14,113118.6640625,52.22266387939453,4138.7001953125,89.861083984375,6644.31005859375
2025-10-15,110783.1640625,53.080387115478516,4176.89990234375,89.66328430175781,6671.06005859375
2025-10-16,108186.0390625,53.425445556640625,4280.2001953125,90.3357925415039,6629.06982421875
2025-10-17,106467.7890625,53.41558837890625,4189.89990234375,90.19733428955078,6664.009765625
2025-10-18,107198.265625,53.41558837890625,4189.89990234375,90.19733428955078,6664.009765625
2025-10-19,108666.7109375,53.41558837890625,4189.89990234375,90.19733428955078,6664.009765625
2025-10-20,110588.9296875,54.14514923095703,4336.39990234375,90.54350280761719,6735.1298828125
2025-10-21,108476.890625,53.543758392333984,4087.699951171875,90.9885482788086,6735.35009765625
2025-10-22,107688.5859375,53.49446105957031,4044.39990234375,91.04788208007812,6699.39990234375
2025-10-23,110069.7265625,53.967689514160156,4125.5,90.42481231689453,6738.43994140625
2025-10-24,111033.921875,54.322608947753906,4118.39990234375,90.4643783569336,6791.68994140625
2025-10-25,111641.7265625,54.322608947753906,4118.39990234375,90.4643783569336,6791.68994140625
2025-10-26,114472.4453125,54.322608947753906,4118.39990234375,90.4643783569336,6791.68994140625
2025-10-27,114119.328125,54.92400360107422,4001.89990234375,90.7709732055664,6875.16015625
2025-10-28,112956.1640625,54.9042854309082,3966.199951171875,91.0083236694336,6890.89013671875
2025-10-29,110055.3046875,55.21976852416992,3983.699951171875,90.08855438232422,6890.58984375
2025-10-30,108305.546875,54.647953033447266,4001.300048828125,89.56437683105469,6822.33984375
2025-10-31,109556.1640625,54.5197868347168,3982.199951171875,89.29734802246094,6840.2001953125
2025-11-01,110064.015625,54.5197868347168,3982.199951171875,89.29734802246094,6840.2001953125
2025-11-02,110639.625,54.5197868347168,3982.199951171875,89.29734802246094,6840.2001953125
2025-11-03,106547.5234375,54.86485290527344,4000.300048828125,89.07401275634766,6851.97021484375
2025-11-04,101590.5234375,53.8592414855957,3947.699951171875,89.27253723144531,6771.5498046875
2025-11-05,103891.8359375,54.34232711791992,3980.300048828125,88.2998046875,6796.2900390625
2025-11-06,101301.2890625,53.9381103515625,3979.89990234375,89.0938720703125,6720.31982421875
2025-11-07,103372.40625,53.78036880493164,3999.39990234375,88.90528106689453,6728.7998046875
2025-11-08,102282.1171875,53.78036880493164,3999.39990234375,88.90528106689453,6728.7998046875
2025-11-09,104719.640625,53.78036880493164,3999.39990234375,88.90528106689453,6728.7998046875
2025-11-10,105996.59375,54.72682189941406,4111.7998046875,88.88542938232422,6832.43017578125
2025-11-11,102997.46875,54.78597640991211,4106.7998046875,89.29238891601562,6846.60986328125
