,K,vol,price
0,10.0,0.1,3.7357157920537922
1,10.0,0.10500000000000001,3.735863098141211
2,10.0,0.11000000000000001,3.736095615725583
3,10.0,0.11500000000000002,3.7364415419082047
4,10.0,0.12000000000000002,3.736931372943179
5,10.0,0.12500000000000003,3.737596723274466
6,10.0,0.13000000000000003,3.7384692010549863
7,10.0,0.13500000000000004,3.739579426673572
8,10.0,0.14000000000000004,3.740956240044987
9,10.0,0.14500000000000005,3.74262610998845
10,10.0,0.15000000000000005,3.744612736600482
11,10.0,0.15500000000000005,3.7469368241973005
12,10.0,0.16000000000000006,3.7496159961614968
13,10.0,0.16500000000000006,3.7526648217218135
14,10.0,0.17000000000000007,3.7560949264578554
15,10.0,0.17500000000000007,3.759915161732753
16,10.0,0.18000000000000008,3.764131812329234
17,10.0,0.18500000000000008,3.7687488256723984
18,10.0,0.19000000000000009,3.773768049807451
19,10.0,0.1950000000000001,3.779189470590355
20,10.0,0.2000000000000001,3.785011441288747
21,10.0,0.2050000000000001,3.791230899996231
22,10.0,0.2100000000000001,3.797843571987354
23,10.0,0.2150000000000001,3.8048441554522565
24,10.0,0.2200000000000001,3.81222649002005
25,10.0,0.22500000000000012,3.819983708175201
26,10.0,0.23000000000000012,3.828108370150801
27,10.0,0.23500000000000013,3.836592583195964
28,10.0,0.24000000000000013,3.845428106303345
29,10.0,0.24500000000000013,3.854606441579037
30,10.0,0.2500000000000001,3.8641189134675518
31,10.0,0.2550000000000001,3.8739567370283847
32,10.0,0.2600000000000001,3.8841110764138396
33,10.0,0.2650000000000001,3.894573094630875
34,10.0,0.27000000000000013,3.905333995591864
35,10.0,0.27500000000000013,3.916385059375809
36,10.0,0.28000000000000014,3.927717671537284
37,10.0,0.28500000000000014,3.9393233472178704
38,10.0,0.29000000000000015,3.9511937507363637
39,10.0,0.29500000000000015,3.9633207112601507
40,10.0,0.30000000000000016,3.9756962350921405
41,10.0,0.30500000000000016,3.988312515045365
42,10.0,0.31000000000000016,4.001161937320683
43,10.0,0.31500000000000017,4.014237086252471
44,10.0,0.3200000000000002,4.027530747241308
45,10.0,0.3250000000000002,4.0410359081523675
46,10.0,0.3300000000000002,4.054745759422094
47,10.0,0.3350000000000002,4.068653693083975
48,10.0,0.3400000000000002,4.08275330089609
49,10.0,0.3450000000000002,4.0970383717285355
50,10.0,0.3500000000000002,4.1115028883471245
51,10.0,0.3550000000000002,4.1261410237108045
52,10.0,0.3600000000000002,4.140947136883673
53,10.0,0.3650000000000002,4.155915768648088
54,10.0,0.3700000000000002,4.171041636892644
55,10.0,0.3750000000000002,4.186319631838003
56,10.0,0.3800000000000002,4.201744811153904
57,10.0,0.38500000000000023,4.217312395012534
58,10.0,0.39000000000000024,4.2330177611162645
59,10.0,0.39500000000000024,4.248856439731518
60,10.0,0.40000000000000024,4.264824108755326
61,10.0,0.40500000000000025,4.280916588836381
62,10.0,0.41000000000000025,4.297129838568539
