,Date,ticker,Adj Close,return,CUR_MKT_CAP,BoP
1,2019-01-03,GE,61.30062103271485,0.0012414989470113473,70106.8069,0.45941103505306197
2,2019-01-04,GE,62.59356689453125,0.02087253363202149,71585.4864,0.4499235130027896
3,2019-01-07,GE,66.47238159179689,0.0601240394235613,76021.5251,0.42367495657331694
4,2019-01-08,GE,65.10337829589844,-0.020810105171531784,74455.8644,0.4325820824501449
5,2019-01-09,GE,64.64704895019531,-0.007033984193631349,73933.9775,0.43563493792202135
6,2019-01-10,GE,67.99349975585939,0.05046965116065893,77761.1481,0.4141987325518784
7,2019-01-11,GE,67.99349975585939,0.0,77761.1481,0.4141987325518784
8,2019-01-14,GE,67.68927001953125,-0.004484434488974209,77413.2235,0.4160599126274183
9,2019-01-15,GE,66.39633941650389,-0.01928574859915058,75934.54400000001,0.4241601628775025
10,2019-01-16,GE,68.29770660400389,0.028234262047516133,78109.0727,0.4123541297266092
11,2019-01-17,GE,69.51458740234375,0.017660433487273274,79500.7711,0.4051371389215249
12,2019-01-18,GE,68.90615081787111,-0.00879117552563469,78804.9219,0.4087137777414477
13,2019-01-22,GE,65.86394500732422,-0.04515427064942177,75325.6759,0.4275879762261085
14,2019-01-23,GE,66.39633941650389,0.008050750640266854,75934.54400000001,0.4241601628775025
15,2019-01-24,GE,66.77660369873047,0.005710849468658382,76369.4497,0.42174518156130064
16,2019-01-25,GE,69.66670227050781,0.04236969919463837,79674.7334,0.4042527388123055
17,2019-01-28,GE,67.91743469238281,-0.025429702613465256,77674.1669,0.4146624647536905
18,2019-01-29,GE,67.68927001953125,-0.003365097450680944,77413.2235,0.4160599126274183
19,2019-01-30,GE,69.21037292480469,0.02222307485502556,79152.8465,0.4069175991861648
20,2019-01-31,GE,77.27222442626953,0.11018382009270007,88372.8484,0.3644580508783439
21,2019-02-01,GE,77.50041198730469,0.0029486830703224433,88633.7918,0.363385297430866
22,2019-02-04,GE,77.65251922607422,0.0019607401073423324,88807.7542,0.3626736300003627
23,2019-02-05,GE,80.84684753417969,0.040312601307524086,92460.9625,0.3483470930435085
24,2019-02-06,GE,79.62996673583984,-0.01516610519001542,91069.26400000001,0.3536693191865605
25,2019-02-07,GE,76.51168060302734,-0.03994707173705018,87503.0369,0.3680800942285041
26,2019-02-08,GE,74.61031341552734,-0.025164669606165663,85328.5082,0.37745819650473705
27,2019-02-11,GE,76.28352355957031,0.0221782249165912,87242.0934,0.3691807878318013
28,2019-02-12,GE,75.90325164794922,-0.0049974474132418465,86807.1877,0.3710299792223212
29,2019-02-13,GE,78.86941528320312,0.03833398900887521,90199.4525,0.3570790930191037
30,2019-02-14,GE,76.35957336425781,-0.03234010202499374,87329.0746,0.36881315925352215
