Dates,ticker,return,momentum,dividend_yield,Industrials,United States,market_intercept,Healthcare,Technology,Utilities,Financial Services,Basic Materials,Consumer Defensive,Ireland,Energy,Communication Services,Consumer Cyclical,value,size,trading_activity,growth,leverage,profitability
2019-08-12,VZ,0.012969778,-0.888895088,0.398816844,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.091887609,0.556748751,-0.801681771,-0.110177061,1.256746969,0.362583436
2019-08-19,VZ,-0.03927577,-0.836780078,-0.111662117,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.150265526,0.668063168,-0.680707362,-0.008780831,1.291956502,0.423436975
2019-08-26,VZ,-0.01535607,-0.782055339,-0.128542116,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.197304287,0.622082883,-0.92069746,-0.05891542,1.355066696,0.439178743
2019-09-02,VZ,-0.015123683,-0.84102823,-0.108718422,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.164017845,0.674960428,-0.747664532,-0.02505534,1.291956502,0.424951591
2019-09-09,VZ,-0.005488634,-0.83309509,-0.097961163,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.152560682,0.672218152,-0.880467595,-0.026617956,1.164808589,0.426898728
2019-09-16,VZ,-0.000165851,-0.826040672,-0.109375953,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.135785191,0.669885024,-0.751833397,-0.024124006,1.164808589,0.41065492
2019-09-23,VZ,0.00665558,0.029289443,-0.115179943,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.159496118,0.674607754,-0.596262745,-0.023617148,1.164808589,0.41065492
2019-09-30,VZ,-0.000500708,0.026185183,-0.126004164,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.174120847,0.678198994,-0.905007114,-0.023669633,1.164808589,0.41065492
2019-10-14,VZ,0.011200837,-0.878420631,-0.276998201,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.148645266,0.683679778,-0.485236926,-0.021683674,1.067671316,0.445825882
2019-10-21,VZ,0,-0.85890507,-0.276299024,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.154163307,0.684883852,-0.896092196,-0.025139966,1.067671316,0.446764043
2019-10-28,VZ,0.017040203,-0.932701675,-0.272232981,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.13313995,0.678430341,-0.582272809,-0.02739168,1.067671316,0.378701216
2019-11-04,VZ,-0.002692174,-1.021263713,-0.264998829,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.117777893,0.671271983,-0.878760803,-0.025155185,1.068231026,0.39011506
2019-11-11,VZ,-0.004024894,-0.983023719,-0.278274206,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.108269244,0.598720427,-0.692957087,-0.070508269,1.019518218,0.639643527
2019-11-18,VZ,-0.008167408,-0.931125554,-0.283424836,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.135500456,0.732406998,-0.919811109,-0.004381995,1.028469362,0.729389473
2019-11-25,VZ,-0.015647106,-0.853447692,-0.269983168,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.095042494,0.660002573,-0.913980123,-0.019799938,1.068231026,0.605013033
2019-12-02,VZ,0.006229356,-0.862114891,-0.271307648,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.09585823,0.660356023,-0.856931365,-0.019918004,1.068231026,0.605013033
2019-12-09,VZ,-0.020508492,-0.853294197,-0.264937849,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.09932353,0.668200242,-1.022743884,-0.017509722,1.072714393,0.607916437
2019-12-16,VZ,0.008737884,-0.864943605,-0.266039308,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.081028155,0.66378062,-0.773313346,-0.016510604,1.072714393,0.602038115
2019-12-23,VZ,0.018535768,-0.840426565,-0.264264837,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.099587532,0.669010265,-0.439008734,-0.015771387,1.072714393,0.607526151
2019-12-30,VZ,0.023621178,-1.632966362,-0.262606922,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.091969599,0.656049158,-0.636456717,-0.015782919,1.072714393,0.607526151
2020-01-06,VZ,-0.029494153,-2.208552111,-0.259147232,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.074839476,0.653713644,-0.851504012,-0.015572996,1.066182867,0.685909482
2020-01-13,VZ,-0.002491397,-2.276914821,-0.262931857,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.060207963,0.644487901,-0.667880421,-0.017408659,1.066182867,0.685932133
2020-01-20,VZ,0.01403294,-2.261654981,-0.268035844,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.066998472,0.645785756,-0.810817279,-0.016285942,1.066182867,0.686606951
2020-01-27,VZ,-0.008376813,-2.267460907,-0.27066791,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.076156373,0.650029569,-0.772590402,-0.013628765,1.066182867,0.691716561
2020-02-03,VZ,0.024146513,-2.249990891,-0.272756071,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.092921228,0.646056857,-0.746624724,-0.00916449,1.064154167,0.664182038
2020-02-10,VZ,0.005312365,-2.322353623,-0.267524697,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.083734625,0.641691483,-0.80724557,-0.007937788,1.064154167,0.67998166
2020-02-17,VZ,0.071942623,-2.295624446,-0.270010329,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.061265737,0.632919423,-0.517821015,-0.008607448,1.064154167,0.679038074
2020-02-24,VZ,-0.048825267,-2.34915511,-0.280049742,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.064944419,0.63610573,-0.647409305,-0.006614387,1.064154167,0.617484658
2020-03-02,VZ,0.048640704,-2.456484792,-0.295505359,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.113445511,0.649039343,-0.842597412,-0.006504411,1.064154167,0.61725341
2020-03-09,VZ,0.044737167,-2.36005645,-0.239690674,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.167777749,0.600516715,-0.925604614,-0.053211529,1.01006545,0.565506121
2020-03-16,VZ,-0.018552752,-2.39312179,-0.292086019,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.232871516,0.753078427,-1.056626449,0.238889138,1.021965073,0.536831829
2020-03-23,VZ,-0.03592087,-2.486954415,-0.244617939,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.308436815,0.703940373,-0.863366228,0.005776701,1.061180718,0.597335962
2020-03-30,VZ,-0.048877278,-2.400236098,-0.264088352,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.247448277,0.690533171,-0.624606326,0.013343737,1.061180718,0.587211271
2020-04-06,VZ,-0.028298979,-2.159269097,-0.248552896,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.27740561,0.653672795,-0.790909464,-0.019245079,0.965588919,0.429497384
2020-04-13,VZ,0.009107383,-2.178694072,-0.244458665,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.230155095,0.691458482,-0.820710223,0.034998169,0.987600448,0.467960486
2020-04-20,VZ,0.019171087,-2.246776164,-0.245841382,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.233217089,0.688029322,-0.931079704,0.037612434,0.987600448,0.468894283
2020-04-27,VZ,-0.002986933,-2.256744243,-0.240084695,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.233848063,0.690730098,-0.974515605,0.033422195,0.987600448,0.485678472
2020-05-04,VZ,0.041004671,-2.194346981,-0.251403608,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.258926373,0.801594492,-0.884724688,0.094452228,0.964349404,0.99083872
2020-05-11,VZ,0.011212412,-2.199427168,-0.238316394,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.212138076,0.681979812,-0.838284533,0.016233555,0.981899843,0.540439288
2020-05-18,VZ,-0.058861563,-2.134125368,-0.21145828,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.219085404,0.678900019,-1.042034737,0.018553736,0.981899843,0.540383759
2020-05-25,VZ,-0.006254424,-2.146090568,-0.21953502,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.178131026,0.665208785,-0.636575363,0.017613414,0.981899843,0.532709
2020-06-01,VZ,0.021178652,-2.294033926,-0.167852447,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.189410049,0.677080912,-0.540381694,0.01915574,0.981899843,0.532663945
2020-06-08,VZ,0.006566782,-2.265571329,-0.190392832,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.137438017,0.661701151,-0.43296299,0.018437766,0.969609691,0.536801336
2020-06-15,VZ,0.054898479,-2.113652392,-0.211846201,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.173826234,0.709348167,-0.804387117,0.080941522,0.917324794,0.508897744
2020-06-22,VZ,-0.030201382,-2.11514387,-0.183826769,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.15937259,0.664308037,-0.854355347,0.016999656,0.969609691,0.535737379
2020-06-29,VZ,0.005490425,-2.110353782,-0.179662611,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.147624675,0.658753096,-0.57177562,0.016278815,0.969609691,0.48645419
2020-07-06,VZ,-0.043844601,-2.130198398,-0.168844735,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.030824392,0.651966284,-0.549868775,0.014870241,0.867186473,0.63001959
2020-07-13,VZ,-0.00972167,-2.139370489,-0.164132214,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.021872247,0.644946653,-0.70839518,0.015105143,0.867186473,0.59525158
2020-07-20,VZ,-0.01102073,-2.150365351,-0.172344487,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.016894972,0.647465034,-0.671793516,0.016652976,0.867186473,0.595156381
2020-07-27,VZ,-0.018102363,-2.198863205,-0.188119948,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.031363663,0.651942097,-0.556908141,0.014188828,0.867186473,0.594007244
2020-08-03,VZ,-0.004432469,-2.252947088,-0.175239365,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.056418823,0.652694567,-0.841927589,0.011510387,0.876893608,0.624907689
2020-08-10,VZ,-0.003396204,-2.150221219,-0.174121133,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.022139756,0.609336739,-0.932815168,-0.03141255,0.887685876,0.586875621
2020-08-17,VZ,-0.004566441,-2.146335991,-0.179488993,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.029350612,0.64635732,-0.78196149,0.01443502,0.876893608,0.621314897
2020-08-24,VZ,-0.020378293,-2.167895913,-0.165896952,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.046803116,0.647692685,-0.953875932,0.014954518,0.876893608,0.621006066
2020-08-31,VZ,0.011474301,-2.197941249,-0.176429155,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.030491575,0.640818201,-0.865546034,0.015105321,0.876893608,0.620913504
2020-09-07,VZ,-0.009322483,-2.241107284,-0.17743121,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.053807256,0.649793165,-0.673684629,0.015116084,0.8781998,0.620997303
2020-09-14,VZ,0.016035052,-2.19424218,-0.167769984,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.056345098,0.655029531,-0.727852543,0.011767199,0.8781998,0.620997303
2020-09-21,VZ,0.00252885,-2.064648032,-0.188837897,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.0535644,0.655527393,-0.671860042,0.010504809,0.8781998,0.618172639
2020-09-28,VZ,-0.001518037,1.726097166,-0.177083018,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.07437457,0.65543984,-0.792866077,0.008985194,0.8781998,0.61879784
2020-10-12,VZ,0.001551564,-0.230849364,-0.133732756,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.090160012,0.643624362,-0.752336461,0.008597786,1.006754356,0.618671806
2020-10-19,VZ,0.016877258,-0.236275001,-0.118951553,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.066378389,0.633067092,-0.512047254,0.007055727,1.006754356,0.621362812
2020-10-26,VZ,-0.026663666,-0.381602626,-0.135639629,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.042845461,0.633268287,-0.46114961,0.012460547,1.006754356,0.651495911
2020-11-02,VZ,-0.042317493,-0.529567515,-0.12510986,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.0661886,0.636890434,-0.727866221,0.007929642,1.006754356,0.582669766
2020-11-09,VZ,0.016845997,-0.489762572,-0.124746983,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.072356462,0.562820319,-0.778242331,-0.038358188,0.987274199,0.577265494
2020-11-16,VZ,-0.008953842,-0.507729245,-0.117025396,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.086905173,0.709737299,-0.786535472,0.025898202,0.960285589,0.679638931
2020-11-23,VZ,-0.015885004,-0.554206215,-0.067848555,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.030576452,0.624997512,-0.739001186,0.007350875,1.011405253,0.589166706
2020-11-30,VZ,0.01968887,-0.589158464,-0.06134057,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.012056729,0.61995766,-0.736462945,0.007427649,1.011405253,0.588948359
2020-12-07,VZ,-0.00182104,-0.607901301,-0.055035344,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.012803074,0.618174634,-0.794056876,0.00669829,1.027892962,0.588552584
2020-12-14,VZ,0.027160159,-0.676923541,-0.060950007,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.00039108,0.611483087,-0.717414852,0.004598023,1.027892962,0.596032802
2020-12-21,VZ,0.001530716,1.344102394,-0.050767937,0,1,1,0,0,0,0,1,0,0,0,0,0,-0.009508729,0.614142723,-0.659443086,0.004093194,1.027892962,0.594282986
2020-12-28,VZ,0.016302377,2.599512013,-0.045881591,0,1,1,0,0,0,0,1,0,0,0,0,0,0.005704242,0.60753817,-0.566311817,0.004103776,1.027892962,0.601290517
2021-01-11,VZ,-0.001567261,1.198232834,0.011102618,0,1,1,0,0,0,0,1,0,0,0,0,0,0.150057032,0.609971844,-0.442859347,0.003870184,1.216143737,0.517395111
2021-01-18,VZ,0.048485647,1.154756969,0.052189891,0,1,1,0,0,0,0,1,0,0,0,0,0,0.181639669,0.609780502,-0.438758363,0.001867829,1.216143737,0.527445136
2021-01-25,VZ,-0.010357059,1.207977839,0.037203078,0,1,1,0,0,0,0,1,0,0,0,0,0,0.222058759,0.600935773,-0.369785862,-0.001854223,1.216143737,0.526393881
2021-02-01,VZ,0.020453537,1.170368315,0.091163726,0,1,1,0,0,0,0,1,0,0,0,0,0,0.230768787,0.595537081,-0.191124375,-0.009334061,1.216143737,0.516260642
2021-02-08,VZ,-0.040674354,1.139248793,0.106153256,0,1,1,0,0,0,0,1,0,0,0,0,0,0.277230739,0.583221843,-0.568900799,-0.010346286,1.219171866,0.518928857
2021-02-15,VZ,0.020582392,1.097128393,0.098960938,0,1,1,0,0,0,0,1,0,0,0,0,0,0.303394542,0.575863738,-0.363379567,-0.010928163,1.219171866,0.800309557
2021-02-22,VZ,-0.012578727,1.168305706,0.111352333,0,1,1,0,0,0,0,1,0,0,0,0,0,0.261235645,0.587770607,0.051483,-0.01041494,1.219171866,0.799809773
2021-03-01,VZ,0.006629015,1.08953501,0.138795621,0,1,1,0,0,0,0,1,0,0,0,0,0,0.278743268,0.584694984,-0.488161703,-0.011472132,1.219171866,0.799809773
2021-03-08,VZ,-0.010905569,0.803331118,0.188229205,0,1,1,0,0,0,0,1,0,0,0,0,0,0.303579141,0.579664142,-0.454202607,-0.01315819,1.228378335,0.806336236
2021-03-15,VZ,-0.033913498,1.093552689,0.122130573,0,1,1,0,0,0,0,1,0,0,0,0,0,0.348899559,0.644643618,-0.410991726,0.219870836,1.170276605,0.76488353
2021-03-22,VZ,-0.002060371,0.987438704,0.107335401,0,1,1,0,0,0,0,1,0,0,0,0,0,0.318140336,0.580608663,-0.566501157,-0.019394864,1.228378335,0.78979325
2021-03-29,VZ,0.013991065,0.618665976,0.105366057,0,1,1,0,0,0,0,1,0,0,0,0,0,0.273279239,0.587257862,-0.483638836,-0.020578758,1.228378335,0.789704906
2021-04-05,VZ,-0.024340571,0.622767529,0.111505583,0,1,1,0,0,0,0,1,0,0,0,0,0,0.270932412,0.558606518,-0.631550366,-0.059124975,1.461509253,0.616209481
2021-04-12,VZ,0.016958374,0.909414355,0.155518848,0,1,1,0,0,0,0,1,0,0,0,0,0,0.290152525,0.542088932,-0.532070933,-0.066292409,1.461057064,0.633045893
2021-04-19,VZ,-0.008515135,0.805640441,0.198116271,0,1,1,0,0,0,0,1,0,0,0,0,0,0.2942289,0.603420431,-0.373882533,-0.020990793,1.522036023,0.641279454
2021-04-26,VZ,-0.015964689,0.525446381,0.168429934,0,1,1,0,0,0,0,1,0,0,0,0,0,0.305346159,0.599445437,-0.335404413,-0.018657137,1.522036023,0.36591751
2021-05-03,VZ,0.000511113,0.727885892,0.146699431,0,1,1,0,0,0,0,1,0,0,0,0,0,0.250305059,0.723661051,-0.419861281,0.06370278,1.492754816,0.91301606
2021-05-10,VZ,0.030798212,0.637379534,0.175973652,0,1,1,0,0,0,0,1,0,0,0,0,0,0.312548625,0.602574694,-0.456872747,-0.027786882,1.521555285,0.400166945
2021-05-17,VZ,0.007407478,0.408267666,0.251249155,0,1,1,0,0,0,0,1,0,0,0,0,0,0.306752433,0.607118391,-0.487350925,-0.027354168,1.521555285,0.400473514
2021-05-24,VZ,-0.01423698,0.690767052,0.2809299,0,1,1,0,0,0,0,1,0,0,0,0,0,0.344486229,0.548388877,-0.276138179,-0.074590384,1.583655589,0.418063108
2021-05-31,VZ,-0.00052344,0.556622038,0.350172014,0,1,1,0,0,0,0,1,0,0,0,0,0,0.429807591,0.592780155,-0.308195245,-0.028165712,1.521555285,0.41857249
2021-06-07,VZ,0.026691867,0.192291969,0.32238749,0,1,1,0,0,0,0,1,0,0,0,0,0,0.45867946,0.59311127,-0.384930007,-0.028559072,1.551258735,0.412680168
2021-06-14,VZ,-0.009982307,0.170481888,0.272954736,0,1,1,0,0,0,0,1,0,0,0,0,0,0.41384866,0.633428047,-0.479425468,0.026986126,1.49011975,0.375527842
2021-06-21,VZ,-0.001063607,0.518787151,0.298959748,0,1,1,0,0,0,0,1,0,0,0,0,0,0.433302127,0.556773081,-0.395770406,-0.050026184,1.597700665,0.381501927
2021-06-28,VZ,0.006577225,0.411315807,0.32397337,0,1,1,0,0,0,0,1,0,0,0,0,0,0.447783405,0.586895082,-0.542692118,-0.033935786,1.551258735,0.408883695
2021-07-05,VZ,-0.018093871,0.405249585,0.310830021,0,1,1,0,0,0,0,1,0,0,0,0,0,0.565201461,0.583224165,-0.561660673,-0.034539988,1.440564803,0.278725444
2021-07-12,VZ,0.010325817,0.376135499,0.255218052,0,1,1,0,0,0,0,1,0,0,0,0,0,0.557837239,0.582767127,-0.489832286,-0.03244706,1.437061188,0.260922029
2021-07-19,VZ,0.00179124,0.375676128,0.274338453,0,1,1,0,0,0,0,1,0,0,0,0,0,0.498395222,0.586272668,-0.74548342,-0.03278347,1.437061188,0.259624245
2021-07-26,VZ,0.010090128,0.305448847,0.283743615,0,1,1,0,0,0,0,1,0,0,0,0,0,0.542129318,0.585401292,-0.210061816,-0.026189426,1.437061188,0.289035301
2021-08-02,VZ,-0.011702305,-0.005910824,0.290037401,0,1,1,0,0,0,0,1,0,0,0,0,0,0.540730723,0.579480414,-0.528524169,-0.035341282,1.437061188,0.207459395
2021-08-09,VZ,0.006284209,0.271058827,0.270290623,0,1,1,0,0,0,0,1,0,0,0,0,0,0.576320819,0.533039744,-0.464172196,-0.082969594,1.444728745,0.220546716
2021-08-16,VZ,0.013600683,0.261756327,0.230710755,0,1,1,0,0,0,0,1,0,0,0,0,0,0.534644116,0.575152782,-0.645510041,-0.039470368,1.437853882,0.2504588
2021-08-23,VZ,-0.011978335,0.294314036,0.278265364,0,1,1,0,0,0,0,1,0,0,0,0,0,0.475198791,0.576021209,-0.59648726,-0.04166711,1.437853882,0.24574751
2021-08-30,VZ,0.021886719,0.327676732,0.250443166,0,1,1,0,0,0,0,1,0,0,0,0,0,0.544913671,0.569320826,-0.30109704,-0.042117534,1.437853882,0.24574751
2021-09-06,VZ,-0.000921548,1.750179881,0.252896139,0,1,1,0,0,0,0,1,0,0,0,0,0,0.504272233,0.571305631,-0.593706861,-0.042616934,1.435590875,0.246349499
2019-04-08,UNP,-0.041374148,-0.536388569,-0.529452132,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.660843211,-0.681452822,-0.471773862,-0.766701953,0.963580978,0.914553525
2019-04-15,UNP,-0.003164937,-0.530210282,-0.523581503,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.662809172,-0.642255247,-0.329442988,-0.749257923,0.992988193,0.975753136
2019-04-22,UNP,-0.011110443,-0.56849237,-0.535399768,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.674244608,-0.636500027,0.124785202,-0.751051816,0.992988193,0.975753136
2019-04-29,UNP,0.018473103,-0.574444891,-0.535158099,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.697031039,-0.633129707,-0.405425571,-0.747732414,0.992988193,0.964778789
2019-05-06,UNP,0.007417271,-0.552404298,-0.54056294,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.670993415,-0.567549217,-0.824698484,-0.68431059,0.927692452,0.896803581
2019-05-13,UNP,0.0141296,-0.558818635,-0.529757026,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.691713643,-0.693361342,-0.582691421,-0.804487831,1.001044016,0.436924718
2019-05-20,UNP,0.031806826,-0.609541301,-0.526006597,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.699786317,-0.687260882,-0.033227355,-0.803820674,1.001044016,0.436924718
2019-05-27,UNP,-0.035865078,-0.617220508,-0.526388341,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.69624228,-0.685884698,-0.47153816,-0.803102229,1.001044016,0.435598042
2019-06-03,UNP,0.02938608,-0.658092303,-0.522135058,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.695769207,-0.686960274,-0.199736255,-0.800865918,1.008438259,0.436884741
2019-06-10,UNP,-0.011195379,-0.591952992,-0.535107542,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.678577604,-0.640584929,-0.556263877,-0.742966426,0.957393984,0.408407394
2019-06-17,UNP,-0.001420158,-0.56514417,-0.517827776,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.667025764,-0.701471203,-0.224280566,-0.801867601,1.008438259,0.437227189
2019-06-24,UNP,-0.005425518,-0.538731491,-0.522243647,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.654625597,-0.704431642,0.143384439,-0.80464716,1.008438259,0.437475873
2019-07-01,UNP,-0.023367587,-0.586333736,-0.520739116,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.645230786,-0.706340213,-0.406427722,-0.801646842,1.008438259,0.43779986
2019-07-08,UNP,-0.007156203,-0.558157497,-0.523640041,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.695170974,-0.703094521,-0.324350297,-0.801694451,1.010800988,0.483698478
2019-07-15,UNP,0.006122539,-0.5525685,-0.529218648,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.706578377,-0.69695175,-0.639468008,-0.802428198,1.010800988,0.483195235
2019-07-22,UNP,0.004083293,-0.568297772,-0.515882257,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.713632879,-0.694760949,1.06480269,-0.805628221,1.010800988,0.485187173
2019-07-29,UNP,0.032269491,-0.749208613,-0.518656531,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.681886329,-0.700174623,-0.390269552,-0.808057155,1.010800988,0.484881972
2019-08-05,UNP,0.010530776,-0.856667713,-0.517166264,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.701463648,-0.696364062,-0.360498382,-0.798275499,1.012017273,0.426166341
2019-08-12,UNP,0.038443857,-0.095162062,-0.503025408,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.641316882,-0.801512819,-0.712789864,-0.884418918,0.987717237,0.365187177
2019-08-19,UNP,-0.012300641,0.815370729,-0.368096983,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.694725654,-0.695862611,-0.502148688,-0.796811057,1.012017273,0.426166341
2019-09-02,UNP,-0.040773122,0.79746429,-0.342857011,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.681330019,-0.70604167,0.590225599,-0.802397889,1.012017273,0.427677692
2019-09-09,UNP,0.030017253,0.802522072,-0.342392224,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.673552392,-0.713468719,-0.092700561,-0.804472692,0.897470996,0.42962026
2019-09-16,UNP,0.022427862,0.812832239,-0.339304761,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.665445129,-0.672133385,-0.413037126,-0.804200714,0.897470996,0.570119185
2019-09-23,UNP,0.039941268,0.77533907,-0.341608229,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.658867503,-0.672638163,-0.442079411,-0.804117412,0.897470996,0.570119185
2019-09-30,UNP,-0.031918505,0.890815393,-0.34123742,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.656815631,-0.674679597,-0.051294512,-0.804066494,0.897470996,0.570119185
2019-10-07,UNP,-0.000681411,0.854191592,-0.338251211,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.629812207,-0.620227929,0.099424916,-0.780765157,1.034263218,0.606875207
2019-10-14,UNP,-0.064906146,0.889875389,-0.329456665,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.641317958,-0.661842822,0.030069262,-0.802830336,0.964747624,0.598591061
2019-10-21,UNP,-0.00115985,0.888292271,-0.336502734,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.650164824,-0.679326003,0.352012947,-0.807483312,0.964747624,0.578178033
2019-10-28,UNP,-0.02048091,0.875947237,-0.334640979,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.652640412,-0.666801876,-0.295200629,-0.80953175,0.964747624,0.498827417
2019-11-04,UNP,-0.000965068,0.878903338,-0.334352207,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.644332459,-0.667476741,-0.469217994,-0.806384134,0.965322381,0.512758081
2019-11-11,UNP,0.00187406,0.856220863,-0.34509904,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.650344491,-0.774971002,-0.352547979,-0.845789624,0.919249664,0.797477453
2019-11-18,UNP,-0.000284182,0.899349838,-0.348972992,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.677852929,-0.606690872,-0.764120056,-0.76611675,0.928562736,0.897255216
2019-11-25,UNP,0.017471218,0.957833252,-0.337452587,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.636472991,-0.664611424,-0.513794714,-0.803288272,0.965322381,0.764953014
2019-12-02,UNP,-0.028824771,0.953007912,-0.335749267,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.636091247,-0.666921616,-0.573518482,-0.803593696,0.965322381,0.764953014
2019-12-09,UNP,-0.018857281,0.937255644,-0.332859338,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.615102938,-0.670798803,-0.38010067,-0.804629474,0.969555843,0.76770888
2019-12-16,UNP,-0.005583113,0.920006235,-0.333043898,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.623308756,-0.669352794,-0.479715138,-0.803207909,0.969555843,0.76354087
2019-12-23,UNP,0.002373099,0.946098357,-0.333279127,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.63894204,-0.65954004,-0.318854902,-0.803321748,0.969555843,0.767063598
2019-12-30,UNP,0.01694006,0.990901547,-0.334124901,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.633840988,-0.659435644,-0.682637023,-0.803085622,0.969555843,0.767063598
2020-01-06,UNP,-0.040637559,0.934924074,-0.332757165,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.649317747,-0.665559218,-0.713689013,-0.80292853,0.921022908,0.792330294
