kappa,theta,sigma,T,P
0.8599999999999995,0.04000000000000001,0.045,1,0.9673095953983658
0.8599999999999995,0.04000000000000001,0.045,2,0.932780834739846
0.8599999999999995,0.04000000000000001,0.045,5,0.8319937112124447
0.8599999999999995,0.04000000000000001,0.045,10,0.6859432950515272
0.8599999999999995,0.04000000000000001,0.045,15,0.5654611418533265
0.8599999999999995,0.04000000000000001,0.045,30,0.3167701241455582
0.8599999999999995,0.045000000000000005,0.01,1,0.9656671082227244
0.8599999999999995,0.045000000000000005,0.01,2,0.9271513478309971
0.8599999999999995,0.045000000000000005,0.01,5,0.812558257248168
0.8599999999999995,0.045000000000000005,0.01,10,0.6492108696286618
0.8599999999999995,0.045000000000000005,0.01,15,0.5185823021549272
0.8599999999999995,0.045000000000000005,0.01,30,0.2643074083432332
0.8599999999999995,0.045000000000000005,0.015,1,0.9656704408699329
0.8599999999999995,0.045000000000000005,0.015,2,0.9272010975882112
0.8599999999999995,0.045000000000000005,0.015,5,0.8127889898430701
0.8599999999999995,0.045000000000000005,0.015,10,0.6496684406909656
0.8599999999999995,0.045000000000000005,0.015,15,0.5191671066063803
0.8599999999999995,0.045000000000000005,0.015,30,0.26494108779163766
0.8599999999999995,0.045000000000000005,0.019999999999999997,1,0.9656751065953472
0.8599999999999995,0.045000000000000005,0.019999999999999997,2,0.9272707517331172
0.8599999999999995,0.045000000000000005,0.019999999999999997,5,0.8131121255510401
0.8599999999999995,0.045000000000000005,0.019999999999999997,10,0.6503095820310979
0.8599999999999995,0.045000000000000005,0.019999999999999997,15,0.5199869409365252
0.8599999999999995,0.045000000000000005,0.019999999999999997,30,0.265830792178911
0.8599999999999995,0.045000000000000005,0.024999999999999998,1,0.9656811054182897
0.8599999999999995,0.045000000000000005,0.024999999999999998,2,0.927360314751099
0.8599999999999995,0.045000000000000005,0.024999999999999998,5,0.8135277745222067
0.8599999999999995,0.045000000000000005,0.024999999999999998,10,0.6511348364187076
0.8599999999999995,0.045000000000000005,0.024999999999999998,15,0.5210429162434156
0.8599999999999995,0.045000000000000005,0.024999999999999998,30,0.26697908936488757
0.8599999999999995,0.045000000000000005,0.03,1,0.9656884373636041
0.8599999999999995,0.045000000000000005,0.03,2,0.9274697924099038
0.8599999999999995,0.045000000000000005,0.03,5,0.8140360784854053
0.8599999999999995,0.045000000000000005,0.03,10,0.6521449030121487
0.8599999999999995,0.045000000000000005,0.03,15,0.5223364653779617
0.8599999999999995,0.045000000000000005,0.03,30,0.2683893019949825
0.8599999999999995,0.045000000000000005,0.034999999999999996,1,0.965697102461655
0.8599999999999995,0.045000000000000005,0.034999999999999996,2,0.9275991917602612
0.8599999999999995,0.045000000000000005,0.034999999999999996,5,0.8146372108287253
0.8599999999999995,0.045000000000000005,0.034999999999999996,10,0.653340638345787
0.8599999999999995,0.045000000000000005,0.034999999999999996,15,0.5238693461847954
0.8599999999999995,0.045000000000000005,0.034999999999999996,30,0.27006552352876445
0.8599999999999995,0.045000000000000005,0.039999999999999994,1,0.9657071007483282
0.8599999999999995,0.045000000000000005,0.039999999999999994,2,0.9277485211366404
0.8599999999999995,0.045000000000000005,0.039999999999999994,5,0.815331376698089
0.8599999999999995,0.045000000000000005,0.039999999999999994,10,0.6547230575406761
0.8599999999999995,0.045000000000000005,0.039999999999999994,15,0.5256436454841557
0.8599999999999995,0.045000000000000005,0.039999999999999994,30,0.2720126380492628
0.8599999999999995,0.045000000000000005,0.045,1,0.9657184322650314
0.8599999999999995,0.045000000000000005,0.045,2,0.9279177901581445
0.8599999999999995,0.045000000000000005,0.045,5,0.8161188131139371
0.8599999999999995,0.045000000000000005,0.045,10,0.6562933357409979
0.8599999999999995,0.045000000000000005,0.045,15,0.5276617838074249
0.8599999999999995,0.045000000000000005,0.045,30,0.27423634398725444
0.8599999999999995,0.05,0.01,1,0.9640786468769597
0.8599999999999995,0.05,0.01,2,0.9223176525292017
0.8599999999999995,0.05,0.01,5,0.7970541983122924
0.8599999999999995,0.05,0.01,10,0.6211486726405023
0.8599999999999995,0.05,0.01,15,0.4839166520075532
0.8599999999999995,0.05,0.01,30,0.2288179718598977
0.8599999999999995,0.05,0.015,1,0.9640819740421741
0.8599999999999995,0.05,0.015,2,0.9223671429164992
0.8599999999999995,0.05,0.015,5,0.7972805284022444
0.8599999999999995,0.05,0.015,10,0.6215864651533592
0.8599999999999995,0.05,0.015,15,0.4844623640595271
0.8599999999999995,0.05,0.015,30,0.2293665650571225
0.8599999999999995,0.05,0.019999999999999997,1,0.964086632092765
0.8599999999999995,0.05,0.019999999999999997,2,0.9224364339201406
0.8599999999999995,0.05,0.019999999999999997,5,0.7975974985029906
0.8599999999999995,0.05,0.019999999999999997,10,0.6221998931026261
0.8599999999999995,0.05,0.019999999999999997,15,0.4852273949574116
0.8599999999999995,0.05,0.019999999999999997,30,0.23013680587150914
0.8599999999999995,0.05,0.024999999999999998,1,0.9640926210480231
0.8599999999999995,0.05,0.024999999999999998,2,0.9225255300021251
0.8599999999999995,0.05,0.024999999999999998,5,0.7980052166629347
0.8599999999999995,0.05,0.024999999999999998,10,0.6229894757966864
0.8599999999999995,0.05,0.024999999999999998,15,0.4862127815257338
0.8599999999999995,0.05,0.024999999999999998,30,0.2311309173677953
0.8599999999999995,0.05,0.03,1,0.9640999409327509
0.8599999999999995,0.05,0.03,2,0.9226344369001298
0.8599999999999995,0.05,0.03,5,0.7985038219066476
0.8599999999999995,0.05,0.03,10,0.6239558821727123
0.8599999999999995,0.05,0.03,15,0.4874198608336771
0.8599999999999995,0.05,0.03,30,0.23235177604872367
0.8599999999999995,0.05,0.034999999999999996,1,0.9641085917772633
0.8599999999999995,0.05,0.034999999999999996,2,0.9227631616281257
0.8599999999999995,0.05,0.034999999999999996,5,0.7990934843138788
0.8599999999999995,0.05,0.034999999999999996,10,0.6250999317412963
0.8599999999999995,0.05,0.034999999999999996,15,0.48885027321930463
0.8599999999999995,0.05,0.034999999999999996,30,0.23380292573140604
0.8599999999999995,0.05,0.039999999999999994,1,0.964118573617387
0.8599999999999995,0.05,0.039999999999999994,2,0.9229117124771299
0.8599999999999995,0.05,0.039999999999999994,5,0.7997744051162532
0.8599999999999995,0.05,0.039999999999999994,10,0.6264225957447953
0.8599999999999995,0.05,0.039999999999999994,15,0.4905059660052671
0.8599999999999995,0.05,0.039999999999999994,30,0.23548859469676778
0.8599999999999995,0.05,0.045,1,0.9641298864944615
0.8599999999999995,0.05,0.045,2,0.9230800990160966
0.8599999999999995,0.05,0.045,5,0.8005468168117311
0.8599999999999995,0.05,0.045,10,0.6279249985316805
0.8599999999999995,0.05,0.045,15,0.49238919791778385
0.8599999999999995,0.05,0.045,30,0.23741371622829635
0.8599999999999995,0.05500000000000001,0.01,1,0.9624927984496897
0.8599999999999995,0.05500000000000001,0.01,2,0.9175091576548502
0.8599999999999995,0.05500000000000001,0.01,5,0.7818459653573145
0.8599999999999995,0.05500000000000001,0.01,10,0.5942994665874034
0.8599999999999995,0.05500000000000001,0.01,15,0.45156829517147534
0.8599999999999995,0.05500000000000001,0.01,30,0.19809382027644318
0.8599999999999995,0.05500000000000001,0.015,1,0.9624961201419278
0.8599999999999995,0.05500000000000001,0.015,2,0.917558390024454
0.8599999999999995,0.05500000000000001,0.015,5,0.7820679769445349
0.8599999999999995,0.05500000000000001,0.015,10,0.5947183354803541
0.8599999999999995,0.05500000000000001,0.015,15,0.4520775280320146
0.8599999999999995,0.05500000000000001,0.015,30,0.19856875203697147
0.8599999999999995,0.05500000000000001,0.019999999999999997,1,0.9625007705303199
0.8599999999999995,0.05500000000000001,0.019999999999999997,2,0.9176273197800645
0.8599999999999995,0.05500000000000001,0.019999999999999997,5,0.7823788990812378
0.8599999999999995,0.05500000000000001,0.019999999999999997,10,0.5953052479525155
0.8599999999999995,0.05500000000000001,0.019999999999999997,15,0.4527914189404551
0.8599999999999995,0.05500000000000001,0.019999999999999997,30,0.19923557005049758
0.8599999999999995,0.05500000000000001,0.024999999999999998,1,0.9625067496341252
0.8599999999999995,0.05500000000000001,0.024999999999999998,2,0.9177159513604184
0.8599999999999995,0.05500000000000001,0.024999999999999998,5,0.7827788377542041
0.8599999999999995,0.05500000000000001,0.024999999999999998,10,0.59606070086512
0.8599999999999995,0.05500000000000001,0.024999999999999998,15,0.453710935412757
0.8599999999999995,0.05500000000000001,0.024999999999999998,30,0.2000961988834488
0.8599999999999995,0.05500000000000001,0.03,1,0.9625140574781054
0.8599999999999995,0.05500000000000001,0.03,2,0.9178242904732794
0.8599999999999995,0.05500000000000001,0.03,5,0.7832679293353393
0.8599999999999995,0.05500000000000001,0.03,10,0.5969853342404716
0.8599999999999995,0.05500000000000001,0.03,15,0.4548373251390941
0.8599999999999995,0.05500000000000001,0.03,30,0.2011531288009592
0.8599999999999995,0.05500000000000001,0.034999999999999996,1,0.9625226940925253
0.8599999999999995,0.05500000000000001,0.034999999999999996,2,0.9179523440960512
0.8599999999999995,0.05500000000000001,0.034999999999999996,5,0.7838463406591775
0.8599999999999995,0.05500000000000001,0.034999999999999996,10,0.5980799321657457
0.8599999999999995,0.05500000000000001,0.034999999999999996,15,0.45617211880591724
0.8599999999999995,0.05500000000000001,0.034999999999999996,30,0.20240942778000748
0.8599999999999995,0.05500000000000001,0.039999999999999994,1,0.9625326595131531
0.8599999999999995,0.05500000000000001,0.039999999999999994,2,0.9181001204765261
0.8599999999999995,0.05500000000000001,0.039999999999999994,5,0.7845142691177335
0.8599999999999995,0.05500000000000001,0.039999999999999994,10,0.5993454239012626
0.8599999999999995,0.05500000000000001,0.039999999999999994,15,0.45771713356327903
0.8599999999999995,0.05500000000000001,0.039999999999999994,30,0.2038687563561492
0.8599999999999995,0.05500000000000001,0.045,1,0.9625439537812601
0.8599999999999995,0.05500000000000001,0.045,2,0.9182676291337701
0.8599999999999995,0.05500000000000001,0.045,5,0.7852719427727785
0.8599999999999995,0.05500000000000001,0.045,10,0.6007828851954318
0.8599999999999995,0.05500000000000001,0.045,15,0.4594744771484187
0.8599999999999995,0.05500000000000001,0.045,30,0.20553538540445856
0.8699999999999996,0.02,0.01,1,0.9736766913495283
0.8699999999999996,0.02,0.01,2,0.9517675027260847
0.8699999999999996,0.02,0.01,5,0.8948285377201134
0.8699999999999996,0.02,0.01,10,0.8098220960394215
0.8699999999999996,0.02,0.01,15,0.7329980016817624
0.8699999999999996,0.02,0.01,30,0.5435565965273952
0.8699999999999996,0.02,0.015,1,0.9736800363180682
0.8699999999999996,0.02,0.015,2,0.9518178087293787
0.8699999999999996,0.02,0.015,5,0.8950777169211862
0.8699999999999996,0.02,0.015,10,0.8103807096784078
0.8699999999999996,0.02,0.015,15,0.7338065086849646
0.8699999999999996,0.02,0.015,30,0.5448305588768488
0.8699999999999996,0.02,0.019999999999999997,1,0.9736847192933294
0.8699999999999996,0.02,0.019999999999999997,2,0.9518882416010434
0.8699999999999996,0.02,0.019999999999999997,5,0.8954266843786903
0.8699999999999996,0.02,0.019999999999999997,10,0.811163416187854
0.8699999999999996,0.02,0.019999999999999997,15,0.7349399169244833
0.8699999999999996,0.02,0.019999999999999997,30,0.5466191239660657
0.8699999999999996,0.02,0.024999999999999998,1,0.9736907402946176
0.8699999999999996,0.02,0.024999999999999998,2,0.9519788058086982
0.8699999999999996,0.02,0.024999999999999998,5,0.8958755567465435
0.8699999999999996,0.02,0.024999999999999998,10,0.8121708640546279
0.8699999999999996,0.02,0.024999999999999998,15,0.7363997288032287
0.8699999999999996,0.02,0.024999999999999998,30,0.5489273378378267
0.8699999999999996,0.02,0.03,1,0.9736980993467542
0.8699999999999996,0.02,0.03,2,0.9520895070972353
0.8699999999999996,0.02,0.03,5,0.8964244841197306
0.8699999999999996,0.02,0.03,10,0.8134038885813156
0.8699999999999996,0.02,0.03,15,0.7381878816642374
0.8699999999999996,0.02,0.03,30,0.5517617288165101
0.8699999999999996,0.02,0.034999999999999996,1,0.9737067964800775
0.8699999999999996,0.02,0.034999999999999996,2,0.9522203524894262
0.8699999999999996,0.02,0.034999999999999996,5,0.8970736501179551
0.8699999999999996,0.02,0.034999999999999996,10,0.8148635130406138
0.8699999999999996,0.02,0.034999999999999996,15,0.7403067520764286
0.8699999999999996,0.02,0.034999999999999996,30,0.5551303382907246
0.8699999999999996,0.02,0.039999999999999994,1,0.9737168317304417
0.8699999999999996,0.02,0.039999999999999994,2,0.952371350286665
0.8699999999999996,0.02,0.039999999999999994,5,0.8978232719880128
0.8699999999999996,0.02,0.039999999999999994,10,0.8165509500907927
0.8699999999999996,0.02,0.039999999999999994,15,0.7427591610996924
0.8699999999999996,0.02,0.039999999999999994,30,0.5590427587473737
0.8699999999999996,0.02,0.045,1,0.9737282051392178
0.8699999999999996,0.02,0.045,2,0.9525425100698457
0.8699999999999996,0.02,0.045,5,0.8986736007249675
0.8699999999999996,0.02,0.045,10,0.8184676034549713
0.8699999999999996,0.02,0.045,15,0.7455483805456431
0.8699999999999996,0.02,0.045,30,0.5635101793090773
0.8699999999999996,0.025,0.01,1,0.9720611056550769
0.8699999999999996,0.025,0.01,2,0.9467728234444289
0.8699999999999996,0.025,0.01,5,0.8777001945948998
0.8699999999999996,0.025,0.01,10,0.7747657751577804
0.8699999999999996,0.025,0.01,15,0.6839536073046276
0.8699999999999996,0.025,0.01,30,0.47053999513899475
0.8699999999999996,0.025,0.015,1,0.9720644450734343
0.8699999999999996,0.025,0.015,2,0.9468228654522076
0.8699999999999996,0.025,0.015,5,0.8779446041371209
0.8699999999999996,0.025,0.015,10,0.7753002070177404
0.8699999999999996,0.025,0.015,15,0.6847080176578653
0.8699999999999996,0.025,0.015,30,0.47164282461719226
0.8699999999999996,0.025,0.019999999999999997,1,0.972069120278408
0.8699999999999996,0.025,0.019999999999999997,2,0.9468929287067086
0.8699999999999996,0.025,0.019999999999999997,5,0.8782868918407954
0.8699999999999996,0.025,0.019999999999999997,10,0.7760490310106617
0.8699999999999996,0.025,0.019999999999999997,15,0.6857655903281713
0.8699999999999996,0.025,0.019999999999999997,30,0.4731911296396362
0.8699999999999996,0.025,0.024999999999999998,1,0.9720751312892715
0.8699999999999996,0.025,0.024999999999999998,2,0.9469830176521064
0.8699999999999996,0.025,0.024999999999999998,5,0.8787271721269124
0.8699999999999996,0.025,0.024999999999999998,10,0.7770128675511185
0.8699999999999996,0.025,0.024999999999999998,15,0.6871277271937061
0.8699999999999996,0.025,0.024999999999999998,30,0.4751892784082041
0.8699999999999996,0.025,0.03,1,0.9720824781308054
0.8699999999999996,0.025,0.03,2,0.9470931380031447
0.8699999999999996,0.025,0.03,5,0.8792655922174164
0.8699999999999996,0.025,0.03,10,0.7781925157823533
0.8699999999999996,0.025,0.03,15,0.6887962359712102
0.8699999999999996,0.025,0.03,30,0.4776429222897285
0.8699999999999996,0.025,0.034999999999999996,1,0.9720911608332972
0.8699999999999996,0.025,0.034999999999999996,2,0.9472232967457415
0.8699999999999996,0.025,0.034999999999999996,5,0.8799023322172578
0.8699999999999996,0.025,0.034999999999999996,10,0.7795889546806967
0.8699999999999996,0.025,0.034999999999999996,15,0.6907733342150038
0.8699999999999996,0.025,0.034999999999999996,30,0.48055902246356236
0.8699999999999996,0.025,0.039999999999999994,1,0.9721011794325418
0.8699999999999996,0.025,0.039999999999999994,2,0.9473735021377265
0.8699999999999996,0.025,0.039999999999999994,5,0.8806376052148072
0.8699999999999996,0.025,0.039999999999999994,10,0.7812033444097565
0.8699999999999996,0.025,0.039999999999999994,15,0.6930616542297914
0.8699999999999996,0.025,0.039999999999999994,30,0.48394588284648227
0.8699999999999996,0.025,0.045,1,0.9721125339698418
0.8699999999999996,0.025,0.045,2,0.9475437637097155
0.8699999999999996,0.025,0.045,5,0.8814716574007112
0.8699999999999996,0.025,0.045,10,0.7830370279269995
0.8699999999999996,0.025,0.045,15,0.6956642489125126
0.8699999999999996,0.025,0.045,30,0.48781318951301433
0.8699999999999996,0.030000000000000002,0.01,1,0.9704482006421692
0.8699999999999996,0.030000000000000002,0.01,2,0.9418043552080706
0.8699999999999996,0.030000000000000002,0.01,5,0.860899713317904
0.8699999999999996,0.030000000000000002,0.01,10,0.7412270044143326
0.8699999999999996,0.030000000000000002,0.01,15,0.6381907397724518
0.8699999999999996,0.030000000000000002,0.01,30,0.40733180029440813
0.8699999999999996,0.030000000000000002,0.015,1,0.9704515345195533
0.8699999999999996,0.030000000000000002,0.015,2,0.941854134605728
0.8699999999999996,0.030000000000000002,0.015,5,0.8611394444996061
0.8699999999999996,0.030000000000000002,0.015,10,0.7417383012982729
0.8699999999999996,0.030000000000000002,0.015,15,0.6388946730455315
0.8699999999999996,0.030000000000000002,0.015,30,0.4082864853826317
0.8699999999999996,0.030000000000000002,0.019999999999999997,1,0.9704562019671324
0.8699999999999996,0.030000000000000002,0.019999999999999997,2,0.9419238301827397
0.8699999999999996,0.030000000000000002,0.019999999999999997,5,0.8614751803098296
0.8699999999999996,0.030000000000000002,0.019999999999999997,10,0.742454709512089
0.8699999999999996,0.030000000000000002,0.019999999999999997,15,0.6398814842526331
0.8699999999999996,0.030000000000000002,0.019999999999999997,30,0.40962680475763114
0.8699999999999996,0.030000000000000002,0.024999999999999998,1,0.9704622030041482
0.8699999999999996,0.030000000000000002,0.024999999999999998,2,0.9420134463599584
0.8699999999999996,0.030000000000000002,0.024999999999999998,5,0.8619070329793764
0.8699999999999996,0.030000000000000002,0.024999999999999998,10,0.7433768226132806
0.8699999999999996,0.030000000000000002,0.024999999999999998,15,0.6411524814732089
0.8699999999999996,0.030000000000000002,0.024999999999999998,30,0.41135653983555237
0.8699999999999996,0.030000000000000002,0.03,1,0.9704695376553398
0.8699999999999996,0.030000000000000002,0.03,2,0.9421229888221382
0.8699999999999996,0.030000000000000002,0.03,5,0.8624351469121453
0.8699999999999996,0.030000000000000002,0.03,10,0.7445054051510454
0.8699999999999996,0.030000000000000002,0.03,15,0.6427093514709102
0.8699999999999996,0.030000000000000002,0.03,30,0.413480582828428
0.8699999999999996,0.030000000000000002,0.034999999999999996,1,0.9704782059509448
0.8699999999999996,0.030000000000000002,0.034999999999999996,2,0.9422524645185361
0.8699999999999996,0.030000000000000002,0.034999999999999996,5,0.8630596987656111
0.8699999999999996,0.030000000000000002,0.034999999999999996,10,0.7458413937228894
0.8699999999999996,0.030000000000000002,0.034999999999999996,15,0.6445541634250161
0.8699999999999996,0.030000000000000002,0.034999999999999996,30,0.4160049598121437
0.8699999999999996,0.030000000000000002,0.039999999999999994,1,0.9704882079266985
0.8699999999999996,0.030000000000000002,0.039999999999999994,2,0.9424018816636466
0.8699999999999996,0.030000000000000002,0.039999999999999994,5,0.8637808975493174
0.8699999999999996,0.030000000000000002,0.039999999999999994,10,0.7473858982701955
0.8699999999999996,0.030000000000000002,0.039999999999999994,15,0.6466893735145259
0.8699999999999996,0.030000000000000002,0.039999999999999994,30,0.41893685922850055
0.8699999999999996,0.030000000000000002,0.045,1,0.9704995436238351
0.8699999999999996,0.030000000000000002,0.045,2,0.9425712497380706
0.8699999999999996,0.030000000000000002,0.045,5,0.8645989847414575
0.8699999999999996,0.030000000000000002,0.045,10,0.7491402036152569
0.8699999999999996,0.030000000000000002,0.045,15,0.6491178303691351
0.8699999999999996,0.030000000000000002,0.045,30,0.4222846660101616
0.8699999999999996,0.035,0.01,1,0.9688379718628497
0.8699999999999996,0.035,0.01,2,0.9368619604668575
0.8699999999999996,0.035,0.01,5,0.844420818127908
0.8699999999999996,0.035,0.01,10,0.7091400907082619
0.8699999999999996,0.035,0.01,15,0.5954898343710416
0.8699999999999996,0.035,0.01,30,0.3526144371257371
0.8699999999999996,0.035,0.015,1,0.9688413002084544
0.8699999999999996,0.035,0.015,2,0.9369114786325171
0.8699999999999996,0.035,0.015,5,0.8446559604998383
0.8699999999999996,0.035,0.015,10,0.7096292541042213
0.8699999999999996,0.035,0.015,15,0.5961466679508333
0.8699999999999996,0.035,0.015,30,0.35344087823535075
0.8699999999999996,0.035,0.019999999999999997,1,0.9688459599115106
0.8699999999999996,0.035,0.019999999999999997,2,0.9369808084615353
0.8699999999999996,0.035,0.019999999999999997,5,0.8449852698295524
0.8699999999999996,0.035,0.019999999999999997,10,0.7103146497828786
0.8699999999999996,0.035,0.019999999999999997,15,0.59706745229578
0.8699999999999996,0.035,0.019999999999999997,30,0.3546011509212607
0.8699999999999996,0.035,0.024999999999999998,1,0.9688519509912277
0.8699999999999996,0.035,0.024999999999999998,2,0.9370699543515647
0.8699999999999996,0.035,0.024999999999999998,5,0.8454088561995885
0.8699999999999996,0.035,0.024999999999999998,10,0.7111968456072725
0.8699999999999996,0.035,0.024999999999999998,15,0.5982534079626337
0.8699999999999996,0.035,0.024999999999999998,30,0.3560985286375034
0.8699999999999996,0.035,0.03,1,0.9688592734723042
0.8699999999999996,0.035,0.03,2,0.9371789219575273
0.8699999999999996,0.035,0.03,5,0.8459268612497408
0.8699999999999996,0.035,0.03,10,0.7122765730300944
0.8699999999999996,0.035,0.03,15,0.5997061088548449
0.8699999999999996,0.035,0.03,30,0.3579372464194747
0.8699999999999996,0.035,0.034999999999999996,1,0.968867927384927
0.8699999999999996,0.035,0.034999999999999996,2,0.9373077181922116
0.8699999999999996,0.035,0.034999999999999996,5,0.8465394582559989
0.8699999999999996,0.035,0.034999999999999996,10,0.7135547281045593
0.8699999999999996,0.035,0.034999999999999996,15,0.601427485704324
0.8699999999999996,0.035,0.034999999999999996,30,0.36012252085314944
0.8699999999999996,0.035,0.039999999999999994,1,0.9688779127647725
0.8699999999999996,0.035,0.039999999999999994,2,0.9374563512270044
0.8699999999999996,0.035,0.039999999999999994,5,0.8472468522271538
0.8699999999999996,0.035,0.039999999999999994,10,0.7150323727238908
0.8699999999999996,0.035,0.039999999999999994,15,0.6034198303488153
0.8699999999999996,0.035,0.039999999999999994,30,0.36266057474842767
0.8699999999999996,0.035,0.045,1,0.9688892296530064
0.8699999999999996,0.035,0.045,2,0.9376248304927541
0.8699999999999996,0.035,0.045,5,0.8480492800191489
0.8699999999999996,0.035,0.045,10,0.7167107360918172
0.8699999999999996,0.035,0.045,15,0.6056858008181519
0.8699999999999996,0.035,0.045,30,0.365558666680037
0.8699999999999996,0.04000000000000001,0.01,1,0.9672304148765429
0.8699999999999996,0.04000000000000001,0.01,2,0.9319455023924723
0.8699999999999996,0.04000000000000001,0.01,5,0.8282573533910554
0.8699999999999996,0.04000000000000001,0.01,10,0.6784421847218899
0.8699999999999996,0.04000000000000001,0.01,15,0.5556460173108857
0.8699999999999996,0.04000000000000001,0.01,30,0.3052473221575949
0.8699999999999996,0.04000000000000001,0.015,1,0.967233737699547
0.8699999999999996,0.04000000000000001,0.015,2,0.9319947606970256
0.8699999999999996,0.04000000000000001,0.015,5,0.8284879947898273
0.8699999999999996,0.04000000000000001,0.015,10,0.6789101727645759
0.8699999999999996,0.04000000000000001,0.015,15,0.5562589026056156
0.8699999999999996,0.04000000000000001,0.015,30,0.30596274645413496
0.8699999999999996,0.04000000000000001,0.019999999999999997,1,0.9672383896709303
0.8699999999999996,0.04000000000000001,0.019999999999999997,2,0.9320637266974201
0.8699999999999996,0.04000000000000001,0.019999999999999997,5,0.8288110006513841
0.8699999999999996,0.04000000000000001,0.019999999999999997,10,0.6795658984071111
0.8699999999999996,0.04000000000000001,0.019999999999999997,15,0.5571180779005428
0.8699999999999996,0.04000000000000001,0.019999999999999997,30,0.3069671583359444
0.8699999999999996,0.04000000000000001,0.024999999999999998,1,0.9672443708098707
0.8699999999999996,0.04000000000000001,0.024999999999999998,2,0.9321524047682304
0.8699999999999996,0.04000000000000001,0.024999999999999998,5,0.8292264789511216
0.8699999999999996,0.04000000000000001,0.024999999999999998,10,0.680409904930359
0.8699999999999996,0.04000000000000001,0.024999999999999998,15,0.5582246820858024
0.8699999999999996,0.04000000000000001,0.024999999999999998,30,0.30826339153010174
0.8699999999999996,0.04000000000000001,0.03,1,0.9672516811410252
0.8699999999999996,0.04000000000000001,0.03,2,0.9322608005347024
0.8699999999999996,0.04000000000000001,0.03,5,0.8297345686176382
0.8699999999999996,0.04000000000000001,0.03,10,0.6814428921232164
0.8699999999999996,0.04000000000000001,0.03,15,0.5595801837560429
0.8699999999999996,0.04000000000000001,0.03,30,0.30985511217468265
0.8699999999999996,0.04000000000000001,0.034999999999999996,1,0.9672603206945313
0.8699999999999996,0.04000000000000001,0.034999999999999996,2,0.9323889208733479
0.8699999999999996,0.04000000000000001,0.034999999999999996,5,0.8303354396101646
0.8699999999999996,0.04000000000000001,0.034999999999999996,10,0.6826657172497261
0.8699999999999996,0.04000000000000001,0.034999999999999996,15,0.5611863844592244
0.8699999999999996,0.04000000000000001,0.034999999999999996,30,0.3117468361054892
0.8699999999999996,0.04000000000000001,0.039999999999999994,1,0.9672702895060057
0.8699999999999996,0.04000000000000001,0.039999999999999994,2,0.932536773912672
0.8699999999999996,0.04000000000000001,0.039999999999999994,5,0.8310292930133204
0.8699999999999996,0.04000000000000001,0.039999999999999994,10,0.6840793962349044
0.8699999999999996,0.04000000000000001,0.039999999999999994,15,0.5630454226877971
0.8699999999999996,0.04000000000000001,0.039999999999999994,30,0.3139439502149977
0.8699999999999996,0.04000000000000001,0.045,1,0.9672815876165457
0.8699999999999996,0.04000000000000001,0.045,2,0.9327043690340318
0.8699999999999996,0.04000000000000001,0.045,5,0.8318163611492752
0.8699999999999996,0.04000000000000001,0.045,10,0.6856851050715829
0.8699999999999996,0.04000000000000001,0.045,15,0.5651597786246384
0.8699999999999996,0.04000000000000001,0.045,30,0.31645273802499546
0.8699999999999996,0.045000000000000005,0.01,1,0.9656255252500416
0.8699999999999996,0.045000000000000005,0.01,2,0.9270548448746441
0.8699999999999996,0.045000000000000005,0.01,5,0.8124032813014361
0.8699999999999996,0.045000000000000005,0.01,10,0.6490731578163874
0.8699999999999996,0.045000000000000005,0.01,15,0.5184681227674423
0.8699999999999996,0.045000000000000005,0.01,30,0.26424308784372713
0.8699999999999996,0.045000000000000005,0.015,1,0.9656288425596086
0.8699999999999996,0.045000000000000005,0.015,2,0.9271038446817886
0.8699999999999996,0.045000000000000005,0.015,5,0.81262950788234
0.8699999999999996,0.045000000000000005,0.015,10,0.6495208871638941
0.8699999999999996,0.045000000000000005,0.015,15,0.5190400003267709
0.8699999999999996,0.045000000000000005,0.015,30,0.2648624083471796
0.8699999999999996,0.045000000000000005,0.019999999999999997,1,0.965633486812148
0.8699999999999996,0.045000000000000005,0.019999999999999997,2,0.9271724487628569
0.8699999999999996,0.045000000000000005,0.019999999999999997,5,0.8129463309334533
0.8699999999999996,0.045000000000000005,0.019999999999999997,10,0.6501482271540158
0.8699999999999996,0.045000000000000005,0.019999999999999997,15,0.5198416887910289
0.8699999999999996,0.045000000000000005,0.019999999999999997,30,0.26573189639130157
0.8699999999999996,0.045000000000000005,0.024999999999999998,1,0.9656394580268058
0.8699999999999996,0.045000000000000005,0.024999999999999998,2,0.9272606614694666
0.8699999999999996,0.045000000000000005,0.024999999999999998,5,0.8133538563633627
0.8699999999999996,0.045000000000000005,0.024999999999999998,10,0.6509556975495759
0.8699999999999996,0.045000000000000005,0.024999999999999998,15,0.5208742508479924
0.8699999999999996,0.045000000000000005,0.024999999999999998,30,0.26685400504525675
0.8699999999999996,0.045000000000000005,0.03,1,0.9656467562281985
0.8699999999999996,0.045000000000000005,0.03,2,0.9273684883973436
0.8699999999999996,0.045000000000000005,0.03,5,0.8138522204413675
0.8699999999999996,0.045000000000000005,0.03,10,0.6519439678463688
0.8699999999999996,0.045000000000000005,0.03,15,0.5221390568296477
0.8699999999999996,0.045000000000000005,0.03,30,0.268231907970451
0.8699999999999996,0.045000000000000005,0.034999999999999996,1,0.9656553814464132
0.8699999999999996,0.045000000000000005,0.034999999999999996,2,0.9274959363869132
