Date,ticker,PX_TO_BOOK_RATIO,CURR_ENTP_VAL,CUR_MKT_CAP,VOLUME,Close,Volume,Dividends,return,return_for_momentum,momentum,dividend_yield
2019-04-03,DUK,1.4872,127103.0992,65488.0992,20285753,,,,,,,
2019-04-03,ECL,6.1891,58587.2366,50908.2366,4423755,,,,,,,
2019-04-03,EMR,4.9381,47082.0217,42083.0217,12235210,,,,,,,
2019-04-03,ETN,2.0997,41760.4221,34175.4221,10940237,,,,,,,
2019-04-03,F,0.9624,24657.9776,35027.9776,206474812,,,,,,,
2019-04-03,FCX,1.9118,34064.3705,18678.3705,66654651,,,,,,,
2019-04-03,GD,3.9971,63451.9717,48882.9717,4664729,,,,,,,
2019-04-03,GE,2.4782,151080.2828,87009.2828,30777420,,,,,,,
2019-04-03,MSFT,9.5308,859585.8538,904860.8538,119632716,,,,,,,
2019-04-03,UNH,4.5557,268085.4932,237255.4932,21242055,,,,,,,
2019-04-03,UNP,6.6765,146938.171,120865.171,15113853,,,,,,,
2019-04-03,VZ,4.3781,379234.16,244325.16,78901541,,,,,,,
2019-04-03,WFC,1.2485,,219467.1119,120601668,,,,,,,
2019-04-03,XOM,1.7878,388721.0364,342172.0364,46353797,,,,,,,
2019-04-08,AAPL,8.5739,816129.16,928910.16,446161780,48.61508942,528026800.0,0.0,-0.024782341,0.680832779,34.50150304,0.0
2019-04-08,DIS,2.2773,269083.4608,206726.4608,55837971,128.4897003,120523600.0,0.0,-0.018209341,0.684083957,36.17382306,0.0
2019-04-08,DUK,1.496,127488.7514,65873.7514,21221538,81.50534821,14948500.0,0.0,0.014589103,0.700468337,34.69321007,0.0
2019-04-08,ECL,6.3704,60078.0918,52399.0918,5921239,180.8496246,3614700.0,0.0,0.01026371,0.698292204,36.04662281,0.0
2019-04-08,EMR,5.1307,48723.0568,43724.0568,12635706,67.27561188,9677600.0,0.0,-0.005670363,0.690316018,34.80314176,0.0
2019-04-08,ETN,2.1698,42901.5826,35316.5826,9364449,46.86563873,7669800.0,0.0,-0.015731477,0.685312377,33.15052084,0.0
2019-04-08,F,1.0139,26533.0516,36903.0516,210353885,8.865276337,149703800.0,0.0,-0.010526575,0.687897744,36.42940218,0.0
2019-04-08,FCX,1.9771,34701.9565,19315.9565,93308780,13.40355492,89788200.0,0.0,-0.02539706,0.680529275,36.25886031,0.0
2019-04-08,FDX,2.4873,65027.1188,49483.1188,8762672,190.2043457,7292200.0,0.0,-0.00607446,0.690114563,36.29093694,0.0
2019-04-08,GD,4.0405,63983.3084,49414.3084,6210215,162.7335663,5789900.0,0.0,,,34.78477573,0.0
2019-04-08,GE,2.4832,151254.4756,87183.4756,30440626,71.85864258,54540788.0,0.0,-0.038151657,0.674253285,36.31447795,0.0
2019-04-08,GOOG,4.5876,740507.5563,840581.5563,5461755,1217.869995,4104800.0,0.0,-0.015076236,0.685637474,35.9997939,0.0
2019-04-08,MSFT,9.6884,874546.67,919821.67,99731237,117.8975601,83159600.0,0.0,-0.019810914,0.683290782,34.51620391,0.0
2019-04-08,UNH,4.5837,269543.9918,238713.9918,17316639,214.469574,30055700.0,0.0,0.006607255,0.696456265,34.57865852,0.0
2019-04-08,UNP,6.7372,148036.9453,121963.9453,13304193,160.8754883,14627400.0,0.0,-0.041374148,0.672674069,34.74124342,0.0
2019-04-08,VZ,4.3752,379068.88,244159.88,63504818,52.19248962,50944400.0,0.0,0.001738324,0.69401672,34.64944016,0.0
2019-04-08,WFC,1.2604,,221556.4098,150770453,42.93980026,176690600.0,0.0,-0.023175207,0.681626712,34.94733071,0.0
2019-04-08,WMT,3.9234,337196.8925,283610.8925,29149966,97.28561401,24649900.0,0.0,-0.015825205,0.685265883,34.51730421,0.0
2019-04-08,XOM,1.8252,395877.8525,349328.8525,46445353,69.03128815,53747900.0,0.0,-0.002592109,0.691851966,34.93849031,0.0
2019-04-15,AAPL,8.6553,824946.7336,937727.7336,528026792,49.83493805,385342400.0,0.0,-0.002155907,0.692069808,34.45461605,0.0
2019-04-15,DIS,2.5755,296155.639,233798.639,120523526,130.8508453,73482300.0,0.0,-0.054865701,0.666090563,36.15583537,0.0
2019-04-15,DUK,1.4946,127430.5397,65815.5397,14948469,80.32489014,13315900.0,0.0,-0.013150842,0.686593378,34.69923996,0.0
2019-04-15,ECL,6.4889,61052.7708,53373.7708,3614690,179.0029297,4098600.0,0.0,-0.009182479,0.688566481,36.0160145,0.0
2019-04-15,EMR,5.1999,49313.0918,44314.0918,9677567,67.65817261,8822500.0,0.0,0.010954801,0.698639582,34.77274398,0.0
2019-04-15,ETN,2.1863,43168.8432,35583.8432,7669839,47.60873413,6021300.0,0.0,0.017043961,0.701705473,33.1494264,0.0
2019-04-15,F,1.0358,27330.9554,37700.9554,149703832,8.959090233,142688000.0,0.0,-0.086225662,0.65096342,36.39694794,0.0
2019-04-15,FCX,2.032,35238.1083,19852.1083,89788307,13.74832535,94866300.0,0.0,0.113328763,0.75141613,36.19210571,0.0
2019-04-15,FDX,2.5797,66864.1698,51320.1698,7293023,191.3632507,5795800.0,0.0,0.073871364,0.73076483,36.25372769,0.0
2019-04-15,GD,4.1305,65083.5218,50514.5218,5790155,165.51651,4869900.0,0.0,-0.00687472,0.689715728,34.81015466,0.0
2019-04-15,GE,2.2326,142457.7413,78386.7413,54649640,74.65313721,30344614.0,0.0,-0.023256684,0.681586446,36.31293561,0.0
2019-04-15,GOOG,4.6303,748140.6259,848214.6259,4912441,1236.369995,4597400.0,0.0,-0.028552344,0.67897291,35.96605506,0.0
2019-04-15,MSFT,9.774,882679.2163,927954.2163,83159600,120.2565079,77156300.0,0.0,-0.051499779,0.667728783,34.50920936,0.0
2019-04-15,UNH,4.1128,245018.1873,214188.1873,30056130,213.0571899,73411800.0,0.0,-0.066509545,0.660445246,34.60862241,0.0
2019-04-15,UNP,6.7683,148600.79,122527.79,14627563,167.6711884,19535800.0,0.0,-0.003164937,0.691565964,34.73020705,0.0
2019-04-15,VZ,4.3492,377622.68,242713.68,50944449,52.10184097,46667800.0,0.0,0.025476822,0.705966723,34.65617652,0.0
2019-04-15,WFC,1.2013,,211155.3401,176690605,43.94655991,107731900.0,0.0,-0.007954683,0.689177749,34.91933274,0.0
2019-04-15,WMT,4.0318,345031.1304,291445.1304,24649948,98.83742523,17397300.0,0.0,0.016120666,0.701239998,34.54264618,0.0
2019-04-15,XOM,1.7904,389091.8535,342542.8535,53748295,69.21045685,33347100.0,0.0,0.007920118,0.697115081,34.93937987,0.0
2019-04-22,AAPL,8.8725,848475.9808,961256.9808,385342308,49.94249344,389981600.0,0.0,-0.035816818,0.675399119,35.11322,0.0
2019-04-22,DIS,2.6228,300451.9542,238094.9542,73482356,138.2306671,64356400.0,0.0,0.040771471,0.713740691,36.16004909,0.0
2019-04-22,DUK,1.473,126477.3241,64862.3241,13316064,81.38820648,11323000.0,0.0,0.001773272,0.69403421,34.69996447,0.0
2019-04-22,ECL,6.4226,60507.758,52828.758,4098547,180.6541901,3903900.0,0.0,-0.000594872,0.692849789,36.02498032,0.0
2019-04-22,EMR,5.2295,49565.086,44566.086,8822660,66.92103577,12328900.0,0.0,0.008682195,0.6974977,34.73579613,0.0
2019-04-22,ETN,2.2209,43733.0601,36148.0601,6021242,46.8041687,8905100.0,0.0,0.011646909,0.698987591,33.11242896,0.0
2019-04-22,F,1.0468,27729.9073,38099.9073,142688097,9.76587677,326741900.0,0.0,-0.015915425,0.68522113,36.42668992,0.0
2019-04-22,FCX,2.0765,35672.826,20286.826,94866200,12.27528954,145047800.0,0.0,0.044997345,0.715898927,36.18715795,0.0
2019-04-22,FDX,2.5954,67176.8594,51632.8594,5796058,177.736496,11493400.0,0.0,-0.021608086,0.6824015,36.28857609,0.0
