date,CHUS,JPUS,KOUS,MAUS,USEU,USUK,THUS,SZUS
1999-01-05,8.2795,111.15,1166.0,3.8,1.176,1.6566,36.18,1.3694
1999-01-06,8.2795,112.78,1160.0,3.8,1.1636,1.6547,36.5,1.3852
1999-01-07,8.2798,111.69,1151.0,3.8,1.1672,1.6495,36.3,1.3863
1999-01-08,8.2796,111.52,1174.0,3.8,1.1554,1.6405,36.45,1.397
1999-01-11,8.2797,108.83,1175.0,3.8,1.1534,1.6375,36.28,1.3963
1999-01-12,8.2795,112.07,1180.0,3.8,1.1548,1.6308,36.46,1.389
1999-01-13,8.2794,113.46,1175.0,3.8,1.1698,1.6493,37.05,1.3585
1999-01-14,8.279,113.25,1187.5,3.8,1.1689,1.653,37.05,1.3618
1999-01-15,8.279,114.19,1185.0,3.8,1.1591,1.65,36.55,1.3785
1999-01-18,8.279,114.19,1185.0,3.8,1.1591,1.65,36.55,1.3785
1999-01-19,8.2787,113.76,1176.5,3.8,1.161,1.655,36.45,1.3752
1999-01-20,8.2791,113.45,1168.0,3.8,1.1575,1.6467,36.5,1.3902
1999-01-21,8.2789,113.75,1174.0,3.8,1.1577,1.6516,36.47,1.3855
1999-01-22,8.2787,114.65,1181.0,3.8,1.1582,1.656,36.9,1.3829
1999-01-25,8.2784,113.8,1181.0,3.8,1.1566,1.6563,36.9,1.3823
1999-01-26,8.278,114.03,1177.0,3.8,1.1577,1.6585,36.75,1.387
1999-01-27,8.2778,115.62,1176.0,3.8,1.1481,1.6485,36.9,1.4012
1999-01-28,8.2778,116.36,1176.5,3.8,1.1395,1.647,37.0,1.4165
1999-01-29,8.2778,116.0,1176.0,3.8,1.1371,1.6457,36.92,1.4168
1999-02-01,8.2775,115.09,1176.0,3.8,1.1303,1.641,36.85,1.4232
1999-02-02,8.2775,112.12,1171.0,3.8,1.1328,1.643,36.75,1.4111
1999-02-03,8.2776,112.46,1171.5,3.8,1.1339,1.6375,36.7,1.4135
1999-02-04,8.2776,112.03,1171.6,3.8,1.1306,1.6395,36.85,1.417
1999-02-05,8.2776,113.14,1171.2,3.8,1.1283,1.637,36.82,1.4173
1999-02-08,8.2776,114.38,1177.0,3.8,1.1296,1.638,37.0,1.4175
1999-02-09,8.2776,114.42,1177.0,3.8,1.13,1.6355,37.13,1.4183
1999-02-10,8.2776,114.45,1179.0,3.8,1.1331,1.629,37.1,1.4083
1999-02-11,8.2776,114.7,1176.4,3.8,1.1303,1.6244,37.05,1.4154
1999-02-12,8.2776,114.32,1176.7,3.7997,1.1282,1.6311,36.95,1.4157
1999-02-15,8.2776,114.32,1176.7,3.7997,1.1282,1.6311,36.95,1.4157
1999-02-16,8.2787,118.08,1176.0,3.8,1.1189,1.6317,36.9,1.429
1999-02-17,8.2787,119.03,1176.0,3.8,1.123,1.6338,37.05,1.4247
1999-02-18,8.2787,119.82,1183.0,3.8,1.1223,1.6338,37.1,1.425
1999-02-19,8.2787,121.0,1206.0,3.8,1.1075,1.6255,37.65,1.4462
1999-02-22,8.2787,120.35,1218.0,3.8,1.1037,1.6238,37.7,1.4483
1999-02-23,8.2787,121.45,1213.0,3.8,1.0993,1.6138,37.56,1.4495
1999-02-24,8.2787,121.9,1219.0,3.8,1.0972,1.598,37.65,1.452
1999-02-25,8.2789,119.26,1225.0,3.8,1.1068,1.606,37.47,1.4345
1999-02-26,8.279,118.7,1224.5,3.8,1.0995,1.6027,37.32,1.4495
1999-03-01,8.2792,119.79,1222.0,3.8,1.0891,1.6058,37.39,1.462
1999-03-02,8.2789,120.47,1225.5,3.8,1.0931,1.6135,37.57,1.4582
1999-03-03,8.2789,121.68,1230.4,3.8,1.0888,1.6134,37.65,1.461
1999-03-04,8.2783,123.5,1241.0,3.8,1.0824,1.6065,37.88,1.47
1999-03-05,8.2784,122.57,1243.0,3.8,1.0843,1.6073,37.47,1.4686
1999-03-08,8.2786,121.73,1240.5,3.8,1.0899,1.6085,37.15,1.4612
1999-03-09,8.2791,121.4,1236.5,3.8,1.0873,1.6148,37.27,1.4675
1999-03-10,8.2788,119.84,1234.9,3.8,1.0961,1.6267,37.48,1.4566
1999-03-11,8.2789,119.57,1231.0,3.8,1.0932,1.627,38.65,1.4685
1999-03-12,8.2789,118.99,1235.0,3.8,1.0936,1.6335,37.45,1.4608
1999-03-15,8.2789,117.7,1232.0,3.8,1.093,1.6223,37.38,1.466
1999-03-16,8.2789,117.74,1230.0,3.8,1.0915,1.624,37.28,1.4665
1999-03-17,8.2788,118.15,1228.0,3.8,1.1015,1.6302,37.3,1.4483
1999-03-18,8.2788,117.53,1226.0,3.8,1.099,1.629,37.445,1.4534
1999-03-19,8.2793,117.05,1220.0,3.8,1.0923,1.6303,37.47,1.462
1999-03-22,8.2792,118.14,1224.0,3.8,1.0915,1.628,37.59,1.464
1999-03-23,8.2795,118.02,1226.5,3.8,1.0918,1.6372,37.53,1.4586
1999-03-24,8.2796,117.35,1224.4,3.8,1.0921,1.641,37.6,1.4575
1999-03-25,8.2798,118.05,1225.0,3.8,1.0871,1.6314,37.65,1.4681
1999-03-26,8.28,120.3,1223.7,3.8,1.0743,1.6205,37.685,1.4845
1999-03-29,8.2797,119.78,1226.2,3.8,1.0716,1.614,37.66,1.4877
1999-03-30,8.28,120.1,1230.0,3.8,1.0732,1.6115,37.67,1.489
1999-03-31,8.28,118.43,1228.0,3.8,1.0808,1.614,37.58,1.4775
1999-04-01,8.2796,120.19,1225.0,3.8,1.0782,1.6063,37.72,1.481
1999-04-02,8.2794,120.6,1225.2,3.8,1.0782,1.6023,37.73,1.481
1999-04-05,8.2795,122.0,1228.0,3.8,1.0706,1.6015,37.765,1.4912
1999-04-06,8.2797,120.74,1231.0,3.8,1.0838,1.592,37.76,1.4725
1999-04-07,8.2797,121.34,1223.0,3.8,1.0784,1.5975,37.77,1.4807
1999-04-08,8.2799,120.85,1227.0,3.8,1.0835,1.6083,37.8,1.4724
1999-04-09,8.2797,121.09,1226.0,3.8,1.0786,1.6068,37.95,1.4832
1999-04-12,8.2797,120.14,1225.0,3.8,1.0842,1.6127,37.98,1.4795
1999-04-13,8.2797,120.04,1223.0,3.8,1.078,1.6135,37.95,1.49
1999-04-14,8.2794,118.89,1220.0,3.8,1.0779,1.6124,37.64,1.4879
1999-04-15,8.2789,119.04,1220.0,3.8,1.0717,1.6103,37.6,1.4973
1999-04-16,8.2787,117.86,1221.0,3.8,1.0688,1.6112,37.4,1.4993
1999-04-19,8.2787,117.99,1215.0,3.8,1.0608,1.6075,37.33,1.5097
1999-04-20,8.2783,118.18,1200.0,3.8,1.063,1.6135,37.4,1.5065
1999-04-21,8.2783,119.76,1195.0,3.8,1.0612,1.6074,37.6,1.508
1999-04-22,8.2783,119.84,1198.0,3.8,1.0598,1.6117,37.57,1.5095
1999-04-23,8.2784,119.26,1195.0,3.8,1.0634,1.617,37.6,1.5071
1999-04-26,8.2793,119.13,1190.0,3.8,1.059,1.6113,37.7,1.5132
1999-04-27,8.2794,120.23,1185.0,3.8,1.0649,1.6177,37.67,1.5085
1999-04-28,8.2791,119.13,1182.0,3.8,1.0616,1.6148,37.45,1.5137
1999-04-29,8.2794,119.26,1176.0,3.8,1.0591,1.6105,37.4,1.519
1999-04-30,8.279,119.43,1189.0,3.8,1.0564,1.6085,37.1,1.5257
1999-05-03,8.279,120.14,1191.0,3.8,1.0571,1.6083,37.39,1.5252
1999-05-04,8.2789,120.94,1197.1,3.8,1.0593,1.621,36.88,1.517
1999-05-05,8.2789,120.91,1199.0,3.8,1.0724,1.6337,36.78,1.4975
1999-05-06,8.2786,120.77,1203.0,3.8,1.0779,1.6377,37.0,1.492
1999-05-07,8.2783,120.78,1203.0,3.8,1.0781,1.635,36.83,1.491
1999-05-10,8.2787,120.68,1201.2,3.8,1.0787,1.63,36.8,1.4895
1999-05-11,8.2782,120.96,1199.0,3.8,1.072,1.6215,36.79,1.4998
1999-05-12,8.2783,120.86,1206.0,3.8,1.0666,1.6193,36.82,1.5025
1999-05-13,8.2778,121.67,1206.5,3.8,1.0626,1.619,37.05,1.508
1999-05-14,8.2784,122.64,1208.0,3.8,1.065,1.6175,37.22,1.5058
1999-05-17,8.2785,123.27,1207.0,3.8,1.0672,1.6193,37.25,1.5013
1999-05-18,8.279,123.24,1201.0,3.8,1.0672,1.6203,37.05,1.503
1999-05-19,8.2783,124.45,1200.0,3.8,1.0641,1.6175,37.18,1.505
1999-05-20,8.278,124.15,1200.0,3.8,1.063,1.6122,37.13,1.5083
1999-05-21,8.278,123.9,1194.5,3.8,1.0577,1.602,37.15,1.5175
1999-05-24,8.2785,123.57,1189.5,3.8,1.0593,1.5978,37.1,1.5115
1999-05-25,8.2789,122.88,1186.6,3.8,1.0587,1.6021,37.17,1.505
1999-05-26,8.279,122.03,1191.2,3.8,1.0471,1.5963,37.17,1.522
1999-05-27,8.2788,121.27,1188.7,3.8,1.0439,1.5957,37.11,1.5265
1999-05-28,8.2786,120.88,1186.1,3.8,1.0422,1.602,37.15,1.528
1999-05-31,8.2786,120.88,1186.1,3.8,1.0422,1.602,37.15,1.528
1999-06-01,8.2781,120.75,1187.4,3.8,1.0449,1.615,37.1,1.523
1999-06-02,8.2787,121.14,1186.2,3.8,1.0357,1.6075,37.13,1.5365
1999-06-03,8.2784,121.5,1185.0,3.8,1.0355,1.6055,37.08,1.5375
1999-06-04,8.2781,121.99,1184.0,3.8,1.0327,1.6074,37.14,1.5385
1999-06-07,8.2781,121.31,1184.0,3.8,1.0296,1.601,37.1,1.5425
1999-06-08,8.2779,119.88,1178.5,3.8,1.0438,1.605,36.97,1.525
1999-06-09,8.2778,119.2,1166.5,3.8,1.045,1.6001,37.0,1.525
1999-06-10,8.2777,118.85,1167.5,3.8,1.0477,1.6002,36.91,1.524
1999-06-11,8.2777,118.14,1168.0,3.8,1.0516,1.6085,36.9,1.5195
1999-06-14,8.2776,120.4,1171.0,3.8,1.0416,1.6075,37.05,1.53
1999-06-15,8.2781,120.63,1167.0,3.8,1.042,1.595,37.0,1.5315
1999-06-16,8.2776,120.03,1165.0,3.8,1.0298,1.5862,36.925,1.5492
1999-06-17,8.2775,119.47,1167.0,3.8,1.0329,1.5925,36.9,1.5455
1999-06-18,8.2774,120.48,1164.0,3.8,1.0368,1.5924,36.93,1.5412
1999-06-21,8.2778,122.28,1166.0,3.8,1.0323,1.589,36.92,1.5458
1999-06-22,8.2781,121.68,1160.0,3.8,1.0323,1.5895,36.58,1.5455
1999-06-23,8.2784,122.05,1163.0,3.8,1.0316,1.5787,36.73,1.5478
1999-06-24,8.2779,121.83,1158.0,3.8,1.0372,1.5833,36.65,1.5395
1999-06-25,8.2775,121.28,1156.0,3.8,1.0448,1.5893,36.655,1.529
1999-06-28,8.278,121.3,1157.0,3.8,1.0373,1.5822,36.92,1.5416
1999-06-29,8.2786,120.81,1157.5,3.8,1.0337,1.5781,36.88,1.5495
1999-06-30,8.2787,120.94,1157.5,3.8,1.031,1.5765,36.89,1.5555
1999-07-01,8.2786,120.99,1165.0,3.8,1.0236,1.5765,36.87,1.569
1999-07-02,8.2785,121.13,1164.1,3.8,1.0244,1.5792,36.95,1.5678
1999-07-05,8.2785,121.13,1164.1,3.8,1.0244,1.5792,36.95,1.5678
1999-07-06,8.2782,121.94,1168.0,3.8,1.0249,1.5688,36.81,1.565
1999-07-07,8.2783,122.19,1173.0,3.8,1.0224,1.5602,36.95,1.569
1999-07-08,8.2781,122.57,1181.0,3.8,1.0198,1.5577,37.1,1.5731
1999-07-09,8.2777,122.37,1188.0,3.8,1.0186,1.5515,37.16,1.5775
1999-07-12,8.2776,122.22,1184.0,3.8,1.0139,1.5558,37.27,1.5828
1999-07-13,8.2775,121.38,1176.0,3.8,1.0176,1.5566,37.18,1.5777
1999-07-14,8.2778,120.58,1184.0,3.8,1.0215,1.5635,37.1,1.5717
1999-07-15,8.2775,120.49,1184.0,3.8,1.022,1.5665,37.09,1.571
1999-07-16,8.2773,120.98,1183.0,3.8,1.0203,1.5622,37.2,1.5745
1999-07-19,8.2773,119.18,1188.0,3.8,1.0203,1.563,37.17,1.5738
1999-07-20,8.2777,118.94,1194.0,3.8,1.042,1.57,37.16,1.5405
1999-07-21,8.2773,118.25,1201.0,3.8,1.0526,1.5766,37.18,1.5267
1999-07-22,8.2773,117.27,1209.0,3.8,1.0509,1.5835,37.4,1.5285
1999-07-23,8.2772,116.51,1208.8,3.8,1.0497,1.578,37.41,1.5294
1999-07-26,8.277,116.66,1209.0,3.8,1.0651,1.5905,37.35,1.5069
1999-07-27,8.277,116.23,1204.0,3.8,1.0627,1.5895,37.3,1.5065
1999-07-28,8.277,116.17,1198.1,3.8,1.0644,1.5935,37.02,1.502
1999-07-29,8.2773,115.19,1205.0,3.8,1.0719,1.613,37.1,1.49
1999-07-30,8.2774,114.7,1204.0,3.8,1.0694,1.6207,37.23,1.4925
1999-08-02,8.277,114.51,1201.0,3.8,1.0661,1.6145,37.4,1.4995
1999-08-03,8.2773,115.1,1199.0,3.8,1.068,1.6185,37.29,1.4975
1999-08-04,8.2774,114.2,1202.0,3.8,1.0766,1.62,37.36,1.4862
1999-08-05,8.2774,113.98,1202.0,3.8,1.0793,1.6198,37.5,1.4805
1999-08-06,8.2773,114.6,1200.0,3.8,1.077,1.6147,37.7,1.4863
1999-08-09,8.2774,115.37,1198.0,3.7999,1.0694,1.6,37.83,1.4972
1999-08-10,8.2772,114.44,1199.3,3.8,1.0752,1.618,37.82,1.4895
1999-08-11,8.2772,115.1,1202.0,3.8,1.066,1.6107,38.18,1.5024
1999-08-12,8.2771,115.76,1210.0,3.8,1.0636,1.609,38.15,1.506
1999-08-13,8.277,115.66,1207.0,3.8,1.0568,1.6057,38.0,1.5157
1999-08-16,8.2774,114.83,1204.0,3.8,1.0557,1.6011,38.0,1.5173
1999-08-17,8.277,114.18,1206.0,3.8,1.0525,1.6036,38.47,1.5215
1999-08-18,8.2772,112.3,1203.0,3.8,1.0505,1.6004,38.41,1.523
1999-08-19,8.2774,111.14,1200.0,3.8,1.0643,1.618,38.43,1.5025
1999-08-20,8.2774,111.44,1201.0,3.8,1.0654,1.6133,38.36,1.4988
1999-08-23,8.2772,111.73,1198.0,3.8,1.0553,1.6076,38.33,1.5145
1999-08-24,8.2775,111.53,1199.0,3.8,1.0506,1.5946,38.355,1.5242
1999-08-25,8.2773,111.18,1192.0,3.8,1.0461,1.5865,38.35,1.5315
1999-08-26,8.2773,111.83,1191.0,3.8,1.0441,1.5876,38.38,1.5339
1999-08-27,8.2773,111.68,1183.0,3.8,1.046,1.5885,38.35,1.5303
1999-08-30,8.2771,111.13,1184.5,3.8,1.0445,1.5875,38.33,1.5332
1999-08-31,8.277,109.3,1181.0,3.8,1.0581,1.6086,38.333,1.513
1999-09-01,8.2771,109.35,1185.0,3.8,1.0582,1.6023,38.82,1.5135
1999-09-02,8.2773,109.24,1191.0,3.8,1.0689,1.6091,38.86,1.4938
1999-09-03,8.2775,110.09,1192.0,3.8,1.0605,1.6028,38.85,1.5073
1999-09-06,8.2775,110.09,1192.0,3.8,1.0605,1.6028,38.85,1.5073
1999-09-07,8.2776,110.92,1194.0,3.8,1.0581,1.6057,39.195,1.5108
1999-09-08,8.2776,110.99,1195.0,3.8,1.059,1.6185,39.7,1.5103
1999-09-09,8.2774,108.0,1191.0,3.8,1.0543,1.6332,39.5,1.5172
1999-09-10,8.2774,109.0,1192.0,3.8,1.0402,1.6183,39.49,1.544
1999-09-13,8.2772,106.19,1191.0,3.8,1.04,1.609,39.48,1.5425
1999-09-14,8.2775,105.33,1195.0,3.8,1.0408,1.6085,39.58,1.5408
1999-09-15,8.2773,103.78,1192.0,3.8,1.0385,1.611,39.53,1.5455
1999-09-16,8.2771,105.1,1199.0,3.8,1.0418,1.625,40.05,1.5384
1999-09-17,8.2773,106.94,1204.0,3.8,1.0399,1.6222,40.01,1.5441
1999-09-20,8.2775,106.42,1201.0,3.8,1.0408,1.623,40.13,1.5435
1999-09-21,8.2775,104.85,1203.0,3.8,1.046,1.631,40.26,1.5328
1999-09-22,8.2777,104.03,1210.0,3.8,1.05,1.6363,40.48,1.5267
1999-09-23,8.2776,104.18,1209.0,3.8,1.0415,1.6375,41.41,1.5393
1999-09-24,8.2775,104.14,1213.0,3.8,1.0466,1.6428,41.07,1.53
1999-09-27,8.2775,106.07,1211.0,3.8,1.0431,1.6455,40.95,1.5361
1999-09-28,8.2775,106.14,1218.0,3.8,1.0509,1.6485,41.62,1.524
1999-09-29,8.2775,106.8,1218.0,3.8,1.0613,1.6425,41.29,1.5075
1999-09-30,8.2778,106.82,1217.0,3.8,1.0643,1.6457,40.98,1.5022
1999-10-01,8.2778,105.08,1216.0,3.8,1.0718,1.655,40.65,1.4867
1999-10-04,8.2778,106.35,1213.0,3.8,1.0703,1.6555,40.45,1.4878
1999-10-05,8.277,106.96,1207.0,3.8,1.0693,1.6525,38.95,1.4894
1999-10-06,8.2778,107.54,1204.0,3.8,1.0704,1.656,39.33,1.4875
1999-10-07,8.2778,107.67,1202.0,3.8,1.0721,1.652,39.93,1.486
1999-10-08,8.278,107.38,1204.0,3.8,1.063,1.652,40.34,1.5
1999-10-11,8.278,107.38,1204.0,3.8,1.063,1.652,40.34,1.5
1999-10-12,8.2772,106.28,1205.0,3.8,1.0737,1.6535,39.47,1.4832
1999-10-13,8.2777,107.45,1205.2,3.8,1.0758,1.6532,39.63,1.479
1999-10-14,8.2774,106.96,1207.5,3.8,1.0799,1.6575,39.4,1.4735
1999-10-15,8.2775,105.43,1206.0,3.8,1.0887,1.6684,39.23,1.4592
1999-10-18,8.2774,104.93,1204.0,3.8,1.0863,1.672,39.65,1.462
1999-10-19,8.2773,105.5,1206.0,3.8,1.0833,1.6708,39.5,1.4681
1999-10-20,8.2774,106.16,1205.0,3.8,1.0765,1.6643,39.3,1.479
1999-10-21,8.2772,105.96,1206.0,3.8,1.0808,1.6765,39.25,1.473
1999-10-22,8.2773,105.81,1205.5,3.8,1.0678,1.6584,39.14,1.4975
1999-10-25,8.277,105.35,1205.5,3.8,1.0666,1.6631,38.93,1.4992
1999-10-26,8.2773,104.83,1204.0,3.8,1.0578,1.6525,38.69,1.5135
1999-10-27,8.2775,104.24,1200.0,3.8,1.0532,1.6477,39.0,1.52
1999-10-28,8.2776,105.13,1200.0,3.8,1.0519,1.64,38.85,1.5238
1999-10-29,8.2778,104.29,1200.0,3.8,1.0518,1.6425,38.62,1.5243
1999-11-01,8.2779,104.19,1196.0,3.8,1.0494,1.6404,38.51,1.5291
1999-11-02,8.2781,104.15,1194.0,3.8,1.0506,1.6445,38.6,1.5305
1999-11-03,8.2781,105.0,1191.0,3.8,1.0485,1.644,38.72,1.5344
1999-11-04,8.278,104.48,1185.0,3.8,1.044,1.6375,38.45,1.5436
1999-11-05,8.2779,106.33,1187.0,3.8,1.04,1.6205,38.55,1.5513
1999-11-08,8.2779,105.77,1183.4,3.8,1.0363,1.615,38.69,1.5535
1999-11-09,8.278,104.86,1185.0,3.8,1.0401,1.621,38.88,1.5465
1999-11-10,8.2781,104.58,1180.0,3.8,1.0436,1.625,39.0,1.5398
1999-11-11,8.2781,104.58,1180.0,3.8,1.0436,1.625,39.0,1.5398
1999-11-12,8.278,105.34,1170.0,3.8,1.0315,1.6131,38.81,1.5575
1999-11-15,8.2781,104.88,1181.8,3.8,1.0315,1.623,38.52,1.556
1999-11-16,8.2781,105.83,1178.0,3.8,1.0312,1.6164,38.85,1.5542
1999-11-17,8.2781,105.47,1176.0,3.8,1.0403,1.6231,38.78,1.5411
1999-11-18,8.2784,105.85,1174.0,3.8,1.0297,1.615,38.7,1.5564
1999-11-19,8.2785,106.13,1173.8,3.8,1.0313,1.616,38.75,1.5543
1999-11-22,8.2785,104.87,1174.0,3.8,1.0327,1.6205,38.77,1.551
1999-11-23,8.2784,104.2,1170.0,3.8,1.0261,1.6236,38.73,1.559
1999-11-24,8.2785,104.62,1162.0,3.8,1.0176,1.609,38.76,1.5721
1999-11-25,8.2785,104.62,1162.0,3.8,1.0176,1.609,38.76,1.5721
1999-11-26,8.2785,102.19,1159.0,3.8,1.0137,1.6062,38.85,1.5795
1999-11-29,8.2785,102.43,1160.0,3.8,1.01,1.6024,39.05,1.5878
1999-11-30,8.2789,101.8,1159.5,3.8,1.0077,1.5935,39.0,1.5893
1999-12-01,8.2789,102.37,1157.5,3.8,1.0059,1.596,38.91,1.592
1999-12-02,8.2788,102.69,1150.0,3.8,1.0023,1.5972,38.96,1.595
1999-12-03,8.2787,102.55,1150.5,3.8,1.0016,1.6015,38.96,1.5925
1999-12-06,8.279,103.1,1150.2,3.8,1.0252,1.623,38.97,1.5608
1999-12-07,8.279,102.39,1139.0,3.8,1.0222,1.6233,38.7,1.5645
1999-12-08,8.2795,102.97,1125.0,3.8,1.0263,1.6255,38.56,1.56
1999-12-09,8.2795,102.57,1130.0,3.8,1.0161,1.623,38.6,1.5741
1999-12-10,8.2795,102.4,1132.8,3.8,1.0158,1.6225,38.67,1.5745
1999-12-13,8.2795,103.26,1128.0,3.8,1.012,1.6232,38.57,1.5834
1999-12-14,8.2794,103.47,1134.0,3.8,1.0067,1.611,38.65,1.5895
1999-12-15,8.2794,103.54,1135.0,3.8,1.0066,1.6085,38.43,1.5903
1999-12-16,8.2794,103.04,1131.0,3.8,1.0169,1.6123,38.03,1.5758
1999-12-17,8.2794,103.27,1130.5,3.8,1.0088,1.607,38.2,1.5888
1999-12-20,8.2794,102.72,1135.0,3.8,1.0066,1.6035,38.04,1.59
1999-12-21,8.2796,102.06,1134.5,3.8,1.0093,1.6103,37.95,1.5847
1999-12-22,8.2796,101.53,1131.7,3.8,1.008,1.606,37.62,1.5863
1999-12-23,8.2795,101.73,1131.0,3.8,1.0162,1.6161,37.5,1.577
1999-12-24,8.2794,102.95,1132.6,3.8,1.0128,1.6154,37.6,1.5855
1999-12-27,8.2796,102.1,1133.7,3.8,1.0136,1.6173,37.75,1.5835
1999-12-28,8.2797,102.19,1143.0,3.8,1.0068,1.6165,37.6,1.594
1999-12-29,8.2793,102.05,1142.5,3.8,1.0045,1.6168,37.5,1.5977
1999-12-30,8.2795,102.33,1133.0,3.8,1.0024,1.613,37.7,1.6015
1999-12-31,8.2795,102.16,1136.0,3.8,1.007,1.615,37.75,1.593
2000-01-03,8.2798,101.7,1128.0,3.8,1.0155,1.627,36.97,1.5808
2000-01-04,8.2799,103.09,1122.5,3.8,1.0309,1.637,37.13,1.5565
2000-01-05,8.2798,103.77,1135.0,3.8,1.0335,1.6415,37.1,1.5526
2000-01-06,8.2797,105.19,1146.5,3.8,1.0324,1.6475,37.62,1.554
2000-01-07,8.2794,105.17,1138.0,3.8,1.0294,1.6384,37.3,1.5623
2000-01-10,8.2794,105.28,1133.5,3.8,1.0252,1.6374,37.27,1.5704
2000-01-11,8.2795,106.09,1147.0,3.8,1.0322,1.648,37.61,1.5605
2000-01-12,8.2796,105.76,1144.5,3.8,1.0281,1.6465,37.54,1.566
2000-01-13,8.2798,106.09,1135.5,3.8,1.027,1.6482,37.49,1.5707
2000-01-14,8.2797,105.86,1125.0,3.8,1.0128,1.6353,37.55,1.5945
2000-01-17,8.2797,105.86,1125.0,3.8,1.0128,1.6353,37.55,1.5945
2000-01-18,8.2793,105.49,1127.0,3.8,1.0121,1.638,37.4,1.5942
2000-01-19,8.2797,105.39,1134.0,3.8,1.0115,1.6438,37.4,1.5965
2000-01-20,8.2794,105.45,1126.0,3.8,1.0133,1.6538,37.28,1.5915
2000-01-21,8.2795,104.96,1128.0,3.8,1.01,1.6504,37.23,1.5973
2000-01-24,8.2789,105.52,1124.5,3.8,1.0019,1.652,37.3,1.609
2000-01-25,8.2786,105.87,1127.0,3.8,1.0041,1.6482,37.27,1.6085
2000-01-26,8.2782,105.85,1127.8,3.8,1.0011,1.6395,37.48,1.6102
2000-01-27,8.2783,104.91,1125.0,3.8,0.989,1.6363,37.46,1.6317
2000-01-28,8.2781,107.15,1121.0,3.8,0.9765,1.621,37.65,1.6485
2000-01-31,8.2777,107.33,1124.0,3.8,0.9757,1.6182,37.55,1.6495
2000-02-01,8.2774,107.67,1127.0,3.8,0.9731,1.615,37.51,1.654
2000-02-02,8.2773,108.4,1131.0,3.8,0.9768,1.606,37.65,1.6502
2000-02-03,8.2781,107.92,1130.5,3.8,0.9887,1.6025,37.59,1.6255
2000-02-04,8.2788,107.54,1130.0,3.8,0.976,1.5915,37.55,1.647
2000-02-07,8.2788,108.75,1129.6,3.8,0.9783,1.5917,37.75,1.6426
2000-02-08,8.2788,109.59,1129.5,3.8,0.9862,1.6105,37.64,1.6301
2000-02-09,8.2788,109.11,1124.0,3.8,0.9914,1.6115,37.55,1.6232
2000-02-10,8.2788,108.74,1121.0,3.8,0.9865,1.6057,37.42,1.628
2000-02-11,8.2788,108.99,1115.0,3.8,0.9847,1.5923,37.43,1.6305
2000-02-14,8.2779,108.65,1128.0,3.8,0.9783,1.589,37.49,1.6435
2000-02-15,8.2777,108.75,1128.0,3.8,0.9834,1.595,37.52,1.633
2000-02-16,8.2777,109.38,1126.0,3.8,0.9842,1.604,37.7,1.6302
2000-02-17,8.2772,110.27,1128.0,3.8,0.9863,1.605,37.77,1.6274
2000-02-18,8.2772,110.88,1129.0,3.8,0.985,1.5984,38.11,1.6282
2000-02-21,8.2772,110.88,1129.0,3.8,0.985,1.5984,38.11,1.6282
2000-02-22,8.2773,111.04,1135.0,3.8,1.006,1.6165,38.22,1.5983
2000-02-23,8.278,111.11,1136.0,3.8,1.0017,1.6047,38.09,1.6082
2000-02-24,8.278,110.95,1144.0,3.8,0.9931,1.5981,38.22,1.62
2000-02-25,8.2786,110.98,1137.0,3.8,0.9763,1.5908,37.88,1.6475
2000-02-28,8.2786,109.17,1135.0,3.8,0.9669,1.5935,37.95,1.6615
2000-02-29,8.2786,109.88,1131.31,3.8,0.9643,1.578,38.13,1.6665
2000-03-01,8.2786,107.1,1128.5,3.8,0.97,1.5849,38.11,1.6568
2000-03-02,8.2787,107.37,1120.5,3.8,0.9619,1.5765,38.0,1.6714
2000-03-03,8.2789,107.8,1120.5,3.8,0.9618,1.581,38.01,1.6712
2000-03-06,8.2785,107.74,1119.3,3.8,0.9603,1.5732,38.1,1.675
2000-03-07,8.2784,106.2,1118.7,3.8,0.956,1.5772,38.06,1.681
2000-03-08,8.2786,106.89,1119.2,3.8,0.9576,1.5855,37.94,1.677
2000-03-09,8.2787,106.45,1123.0,3.8,0.9684,1.5815,37.93,1.6595
2000-03-10,8.2785,106.27,1120.2,3.8,0.9659,1.5793,37.85,1.6661
2000-03-13,8.2781,105.32,1121.0,3.8,0.9648,1.5782,37.93,1.6702
2000-03-14,8.278,104.85,1118.4,3.8,0.9644,1.5725,37.87,1.6715
2000-03-15,8.2778,105.58,1118.5,3.8,0.9696,1.573,38.16,1.6618
2000-03-16,8.2777,105.63,1118.0,3.8,0.971,1.5747,37.96,1.6593
2000-03-17,8.2785,106.1,1117.3,3.8,0.9694,1.5705,37.97,1.662
2000-03-20,8.2786,106.5,1118.18,3.8,0.971,1.5686,38.04,1.6605
2000-03-21,8.2783,106.91,1117.0,3.8,0.9703,1.5725,37.9,1.6615
2000-03-22,8.2783,106.77,1113.0,3.8,0.9608,1.5705,37.8,1.675
2000-03-23,8.2787,107.45,1110.0,3.8,0.9691,1.583,37.75,1.6522
2000-03-24,8.2789,107.25,1108.7,3.8,0.9724,1.591,37.72,1.6333
2000-03-27,8.2792,107.13,1112.1,3.8,0.9645,1.5855,37.8,1.6468
2000-03-28,8.2795,105.9,1112.5,3.8,0.9614,1.5872,37.8,1.6551
2000-03-29,8.2789,105.6,1109.4,3.8,0.9524,1.587,37.79,1.6725
